Elapsed Time (s), Rod voltage (V), Rod Current (A), Rod Power (W)
1.8820,NaN,NaN,NaN

2.4800,0.0017,0.0647,0.0001

3.4810,0.0017,0.0456,0.0001

4.4800,0.0017,0.0622,0.0001

5.4800,0.0017,0.0454,0.0001

6.4800,0.0017,0.0517,0.0001

7.4800,0.0017,0.0439,0.0001

8.4800,0.0017,0.0450,0.0001

9.4800,0.0017,0.0516,0.0001

10.4800,0.0017,0.0544,0.0001

11.4810,0.0017,0.0532,0.0001

12.4800,0.0017,0.0471,0.0001

13.4800,0.0017,0.0547,0.0001

14.4800,0.0017,0.0497,0.0001

15.4800,0.0017,0.0524,0.0001

16.4800,0.0017,0.0655,0.0001

17.4810,0.0017,0.0628,0.0001

18.4800,0.0017,0.0578,0.0001

19.4800,0.0017,0.0599,0.0001

20.4800,0.0017,0.0554,0.0001

21.4800,0.0017,0.0574,0.0001

22.4800,0.0017,0.0552,0.0001

23.4800,0.0017,0.0640,0.0001

24.4810,0.0017,0.0375,0.0001

25.4800,0.0017,0.0392,0.0001

26.4800,0.0017,0.0512,0.0001

27.4800,0.0017,0.0438,0.0001

28.4800,0.0017,0.0464,0.0001

29.4800,0.0017,0.0574,0.0001

30.4800,0.0017,0.0489,0.0001

31.4800,0.0017,0.0499,0.0001

32.4800,0.0017,0.0452,0.0001

33.4800,0.0017,0.0481,0.0001

34.4800,0.0017,0.0469,0.0001

35.4800,0.0017,0.0516,0.0001

36.4810,0.0017,0.0478,0.0001

37.4800,0.0017,0.0486,0.0001

38.4800,0.0017,0.0626,0.0001

39.4800,0.0017,0.0552,0.0001

40.4800,0.0017,0.0528,0.0001

41.4800,0.0017,0.0635,0.0001

42.4800,0.0017,0.0679,0.0001

43.4800,0.0017,0.0592,0.0001

44.4800,0.0017,0.0607,0.0001

45.4800,0.0017,0.0555,0.0001

46.4810,0.0017,0.0529,0.0001

47.4810,0.0017,0.0477,0.0001

48.4800,0.0017,0.0556,0.0001

49.4800,0.0017,0.0493,0.0001

50.4800,0.0017,0.0583,0.0001

51.4800,0.0017,0.0469,0.0001

52.4800,0.0017,0.0574,0.0001

53.4800,0.0017,0.0687,0.0001

54.4800,0.0017,0.0677,0.0001

55.4810,0.0017,0.0640,0.0001

56.4800,0.0017,0.0602,0.0001

57.4800,0.0017,0.0546,0.0001

58.4800,0.0017,0.0661,0.0001

59.4800,0.0017,0.0586,0.0001

60.4800,0.0017,0.0642,0.0001

61.4800,0.0017,0.0602,0.0001

62.4800,0.0017,0.0651,0.0001

63.4800,0.0017,0.0593,0.0001

64.4800,0.0017,0.0476,0.0001

65.4800,0.0017,0.0649,0.0001

66.4800,0.0017,0.0549,0.0001

67.4800,0.0017,0.0546,0.0001

68.4800,0.0017,0.0506,0.0001

69.4800,0.0017,0.0523,0.0001

70.4800,0.0017,0.0469,0.0001

71.4800,0.0017,0.0571,0.0001

72.4800,0.0017,0.0647,0.0001

73.4800,0.0017,0.0547,0.0001

74.4800,0.0017,0.0574,0.0001

75.4800,0.0017,0.0525,0.0001

76.4800,0.0017,0.0539,0.0001

77.4800,0.0017,0.0663,0.0001

78.4810,0.0017,0.0507,0.0001

79.4800,0.0017,0.0635,0.0001

80.4800,0.0017,0.0599,0.0001

81.4800,0.0017,0.0462,0.0001

82.4800,0.0017,0.0579,0.0001

83.4800,0.0017,0.0524,0.0001

84.4800,0.0017,0.0657,0.0001

85.4800,0.0017,0.0483,0.0001

86.4800,0.0017,0.0587,0.0001

87.4800,0.0017,0.0508,0.0001

88.4800,0.0017,0.0491,0.0001

89.4800,0.0017,0.0420,0.0001

90.4800,0.0017,0.0522,0.0001

91.4800,0.0017,0.0492,0.0001

92.4800,0.0017,0.0560,0.0001

93.4800,0.0017,0.0509,0.0001

94.4800,0.0017,0.0545,0.0001

95.4800,0.0017,0.0567,0.0001

96.4800,0.0017,0.0526,0.0001

97.4800,0.0017,0.0635,0.0001

98.4800,0.0017,0.0432,0.0001

99.4800,0.0017,0.0608,0.0001

100.4800,0.0017,0.0492,0.0001

101.4800,0.0017,0.0485,0.0001

102.4800,0.0017,0.0500,0.0001

103.4810,0.0017,0.0569,0.0001

104.4800,0.0017,0.0576,0.0001

105.4800,0.0017,0.0561,0.0001

106.4810,0.0017,0.0621,0.0001

107.4800,0.0017,0.0702,0.0001

108.4810,0.0017,0.0584,0.0001

109.4800,0.0017,0.0615,0.0001

110.4800,0.0017,0.0565,0.0001

111.4810,0.0017,0.0468,0.0001

112.4810,0.0017,0.0469,0.0001

113.4800,0.0017,0.0640,0.0001

114.4800,0.0017,0.0632,0.0001

115.4800,0.0017,0.0605,0.0001

116.4800,0.0017,0.0505,0.0001

117.4800,0.0017,0.0582,0.0001

118.4800,0.0017,0.0541,0.0001

119.4800,0.0017,0.0665,0.0001

120.4800,0.0017,0.0566,0.0001

121.4800,0.0017,0.0472,0.0001

122.4800,0.0016,0.0464,0.0001

123.4800,0.0017,0.0625,0.0001

124.4800,0.0017,0.0650,0.0001

125.4800,0.0017,0.0726,0.0001

126.4810,0.0017,0.0544,0.0001

127.4800,0.0017,0.0568,0.0001

128.4800,0.0017,0.0411,0.0001

129.4800,0.0017,0.0533,0.0001

130.4800,0.0017,0.0619,0.0001

131.4800,0.0017,0.0539,0.0001

132.4810,0.0017,0.0608,0.0001

133.4800,0.0017,0.0544,0.0001

134.4800,0.0017,0.0616,0.0001

135.4800,0.0017,0.0604,0.0001

136.4800,0.0017,0.0570,0.0001

137.4800,0.0017,0.0629,0.0001

138.4800,0.0017,0.0621,0.0001

139.4800,0.0017,0.0572,0.0001

140.4800,0.0017,0.0478,0.0001

141.4800,0.0017,0.0648,0.0001

142.4800,0.0017,0.0591,0.0001

143.4800,0.0017,0.0545,0.0001

144.4800,0.0017,0.0631,0.0001

145.4810,0.0017,0.0526,0.0001

146.4800,0.0016,0.0569,0.0001

147.4800,0.0017,0.0466,0.0001

148.4800,0.0017,0.0616,0.0001

149.4800,0.0017,0.0566,0.0001

150.4800,0.0017,0.0503,0.0001

151.4800,0.0017,0.0593,0.0001

152.4800,0.0016,0.0570,0.0001

153.4810,0.0017,0.0403,0.0001

154.4800,0.0017,0.0540,0.0001

155.4800,0.0017,0.0602,0.0001

156.4800,0.0017,0.0409,0.0001

157.4800,0.0017,0.0539,0.0001

158.4800,0.0017,0.0481,0.0001

159.4800,0.0017,0.0502,0.0001

160.4800,0.0017,0.0585,0.0001

161.4810,0.0017,0.0572,0.0001

162.4800,0.0017,0.0487,0.0001

163.4800,0.0017,0.0617,0.0001

164.4800,0.0017,0.0659,0.0001

165.4800,0.0017,0.0549,0.0001

166.4800,0.0017,0.0583,0.0001

167.4800,0.0017,0.0574,0.0001

168.4810,0.0017,0.0599,0.0001

169.4800,0.0017,0.0533,0.0001

170.4800,0.0017,0.0548,0.0001

171.4800,0.0017,0.0604,0.0001

172.4810,0.0017,0.0547,0.0001

173.4810,0.0017,0.0555,0.0001

174.4800,0.0017,0.0523,0.0001

175.4800,0.0017,0.0560,0.0001

176.4800,0.0017,0.0635,0.0001

177.4800,0.0017,0.0560,0.0001

178.4800,0.0017,0.0555,0.0001

179.4800,0.0017,0.0626,0.0001

180.4800,0.0017,0.0524,0.0001

181.4800,0.0017,0.0536,0.0001

182.4800,0.0017,0.0539,0.0001

183.4810,0.0017,0.0588,0.0001

184.4800,0.0017,0.0550,0.0001

185.4810,0.0017,0.0506,0.0001

186.4800,0.0017,0.0527,0.0001

187.4800,0.0017,0.0522,0.0001

188.4800,0.0017,0.0482,0.0001

189.4800,0.0017,0.0601,0.0001

190.4800,0.0017,0.0521,0.0001

191.4800,0.0017,0.0628,0.0001

192.4800,0.0017,0.0612,0.0001

193.4800,0.0017,0.0618,0.0001

194.4810,0.0017,0.0608,0.0001

195.4800,0.0017,0.0646,0.0001

196.4800,0.0017,0.0571,0.0001

197.4800,0.0017,0.0497,0.0001

198.4800,0.0017,0.0517,0.0001

199.4800,0.0017,0.0644,0.0001

200.4800,0.0017,0.0545,0.0001

201.4800,0.0017,0.0611,0.0001

202.4800,0.0017,0.0496,0.0001

203.4800,0.0017,0.0619,0.0001

204.4800,0.0017,0.0509,0.0001

205.4810,0.0017,0.0479,0.0001

206.4800,0.0017,0.0503,0.0001

207.4800,0.0017,0.0480,0.0001

208.4800,0.0017,0.0563,0.0001

209.4800,0.0017,0.0621,0.0001

210.4800,0.0017,0.0546,0.0001

211.4800,0.0017,0.0477,0.0001

212.4800,0.0017,0.0475,0.0001

213.4800,0.0017,0.0451,0.0001

214.4800,0.0017,0.0519,0.0001

215.4800,0.0017,0.0548,0.0001

216.4800,0.0017,0.0484,0.0001

217.4800,0.0017,0.0662,0.0001

218.4810,0.0017,0.0543,0.0001

219.4800,0.0017,0.0559,0.0001

220.4800,0.0017,0.0521,0.0001

221.4800,0.0017,0.0484,0.0001

222.4800,0.0017,0.0560,0.0001

223.4800,0.0017,0.0511,0.0001

224.4800,0.0017,0.0471,0.0001

225.4800,0.0017,0.0513,0.0001

226.4810,0.0017,0.0564,0.0001

227.4800,0.0017,0.0360,0.0001

228.4800,0.0017,0.0444,0.0001

229.4800,0.0017,0.0438,0.0001

230.4800,0.0017,0.0610,0.0001

231.4800,0.0017,0.0529,0.0001

232.4810,0.0017,0.0622,0.0001

233.4800,0.0017,0.0444,0.0001

234.4800,0.0017,0.0595,0.0001

235.4800,0.0017,0.0561,0.0001

236.4800,0.0017,0.0528,0.0001

237.4810,0.0017,0.0509,0.0001

238.4800,0.0017,0.0469,0.0001

239.4800,0.0017,0.0451,0.0001

240.4800,0.0017,0.0518,0.0001

241.4800,0.0017,0.0438,0.0001

242.4800,0.0017,0.0544,0.0001

243.4800,0.0017,0.0560,0.0001

244.4800,0.0017,0.0508,0.0001

245.4800,0.0017,0.0518,0.0001

246.4800,0.0017,0.0464,0.0001

247.4800,0.0017,0.0519,0.0001

248.4800,0.0017,0.0574,0.0001

249.4800,0.0017,0.0614,0.0001

250.4800,0.0017,0.0523,0.0001

251.4800,0.0017,0.0568,0.0001

252.4800,0.0017,0.0485,0.0001

253.4800,0.0017,0.0620,0.0001

254.4800,0.0017,0.0616,0.0001

255.4800,0.0017,0.0557,0.0001

256.4800,0.0017,0.0511,0.0001

257.4800,0.0017,0.0471,0.0001

258.4800,0.0017,0.0525,0.0001

259.4800,0.0017,0.0410,0.0001

260.4800,0.0017,0.0609,0.0001

261.4800,0.0017,0.0508,0.0001

262.4800,0.0017,0.0521,0.0001

263.4800,0.0017,0.0532,0.0001

264.4800,0.0017,0.0427,0.0001

265.4800,0.0017,0.0654,0.0001

266.4800,0.0017,0.0552,0.0001

267.4810,0.0017,0.0503,0.0001

268.4800,0.0017,0.0528,0.0001

269.4800,0.0017,0.0586,0.0001

270.4800,0.0017,0.0512,0.0001

271.4800,0.0017,0.0531,0.0001

272.4800,0.0017,0.0421,0.0001

273.4800,0.0017,0.0563,0.0001

274.4800,0.0017,0.0639,0.0001

275.4800,0.0017,0.0542,0.0001

276.4800,0.0017,0.0556,0.0001

277.4800,0.0017,0.0404,0.0001

278.4810,0.0017,0.0632,0.0001

279.4800,0.0017,0.0556,0.0001

280.4800,0.0017,0.0538,0.0001

281.4800,0.0017,0.0514,0.0001

282.4800,0.0017,0.0633,0.0001

283.4800,0.0017,0.0590,0.0001

284.4800,0.0017,0.0588,0.0001

285.4800,0.0017,0.0565,0.0001

286.4800,0.0017,0.0575,0.0001

287.4800,0.0017,0.0466,0.0001

288.4800,0.0017,0.0563,0.0001

289.4800,0.0017,0.0592,0.0001

290.4800,0.0017,0.0561,0.0001

291.4800,0.0017,0.0478,0.0001

292.4800,0.0017,0.0503,0.0001

293.4810,0.0017,0.0489,0.0001

294.4800,0.0017,0.0457,0.0001

295.4800,0.0018,0.0581,0.0001

296.4800,0.0017,0.0492,0.0001

297.4800,0.0018,0.0579,0.0001

298.4800,0.0017,0.0543,0.0001

299.4800,0.0017,0.0703,0.0001

300.4800,0.0017,0.0518,0.0001

301.4800,0.0017,0.0538,0.0001

302.4800,0.0017,0.0489,0.0001

303.4800,0.0017,0.0589,0.0001

304.4800,0.0017,0.0602,0.0001

305.4800,0.0017,0.0522,0.0001

306.4800,0.0017,0.0578,0.0001

307.4800,0.0017,0.0591,0.0001

308.4800,0.0017,0.0547,0.0001

309.4800,0.0017,0.0449,0.0001

310.4800,0.0017,0.0609,0.0001

311.4800,0.0017,0.0589,0.0001

312.4800,0.0017,0.0591,0.0001

313.4800,0.0017,0.0521,0.0001

314.4800,0.0017,0.0591,0.0001

315.4800,0.0017,0.0644,0.0001

316.4800,0.0017,0.0434,0.0001

317.4800,0.0017,0.0452,0.0001

318.4800,0.0017,0.0366,0.0001

319.4800,0.0017,0.0640,0.0001

320.4810,0.0017,0.0610,0.0001

321.4800,0.0017,0.0355,0.0001

