Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.8820,0.8713,2.2780,0.0000,0.0001

2.4800,0.8723,2.2831,0.0000,0.0000

3.4810,0.8706,2.2677,0.0000,0.0001

4.4800,0.8683,2.2522,0.0000,0.0003

5.4800,0.8677,2.2625,0.0000,0.0001

6.4800,0.8663,2.2471,0.0000,0.0001

7.4800,0.8670,2.2780,0.0000,0.0001

8.4800,0.8661,2.2471,0.0000,0.0001

9.4800,0.8649,2.2368,0.0000,0.0001

10.4800,0.8443,1.7274,0.0000,0.0001

11.4810,0.8155,1.5319,0.0000,0.0001

12.4800,0.7784,1.3210,0.0000,0.0001

13.4800,0.7347,1.1358,0.0000,0.0001

14.4800,0.7045,1.4702,0.0000,0.0001

15.4800,0.6185,0.0347,0.0000,0.0001

16.4800,0.5345,0.0707,0.0000,0.0001

17.4810,0.4483,0.0450,0.0000,0.0001

18.4800,0.3617,0.0038,0.0000,0.0001

19.4800,0.2775,0.0553,0.0000,0.0001

20.4800,0.2119,0.0296,0.0000,0.0001

21.4800,0.1534,0.0141,0.0000,0.0001

22.4800,0.1031,0.0193,0.0000,0.0001

23.4800,0.0602,0.0244,0.0000,0.0001

24.4810,0.0044,0.0244,0.0000,0.0001

25.4800,0.0054,0.0604,0.0000,0.0001

26.4800,0.0050,0.0604,0.0000,0.0001

27.4800,0.0034,0.0038,0.0000,0.0001

28.4800,0.0044,0.0296,0.0000,0.0001

29.4800,0.0038,0.0399,0.0000,0.0001

30.4800,0.0028,0.0038,0.0000,0.0001

31.4800,0.0038,0.0399,0.0000,0.0001

32.4800,0.0048,0.0450,0.0000,0.0001

33.4800,0.0060,0.0553,0.0000,0.0001

34.4800,0.0058,0.0193,0.0000,0.0001

35.4800,0.0050,0.0399,0.0000,0.0001

36.4810,0.0042,0.0399,0.0000,0.0001

37.4800,0.0046,0.0141,0.0000,0.0001

38.4800,0.0050,0.0399,0.0000,0.0001

39.4800,0.0044,0.0244,0.0000,0.0001

40.4800,0.0068,0.0656,0.0000,0.0001

41.4800,0.0068,0.0399,0.0000,0.0001

42.4800,0.0056,0.0141,0.0000,0.0001

43.4800,0.0046,0.0296,0.0000,0.0001

44.4800,0.0056,0.0450,0.0000,0.0001

45.4800,0.0056,0.0399,0.0000,0.0001

46.4810,0.0048,0.0193,0.0000,0.0001

47.4810,0.0082,0.1016,0.0000,0.0001

48.4800,0.0519,1.1718,0.0000,0.0001

49.4800,0.0950,1.1409,0.0000,0.0001

50.4800,0.1379,1.1769,0.0000,0.0001

51.4800,0.1816,1.1718,0.0000,0.0001

52.4800,0.2298,1.2644,0.0000,0.0001

53.4800,0.2308,0.0553,0.0000,0.0001

54.4800,0.2314,0.0604,0.0000,0.0001

55.4810,0.2312,0.0347,0.0000,0.0001

56.4800,0.2336,0.0810,0.0000,0.0001

57.4800,0.2292,-0.0116,0.0000,0.0001

58.4800,0.1847,0.0193,0.0000,0.0001

59.4800,0.1839,1.1203,0.0000,0.0001

60.4800,0.1925,1.3982,0.0000,0.0001

61.4800,0.2022,1.4239,0.0000,0.0001

62.4800,0.2080,1.4136,0.0000,0.0001

63.4800,0.2620,1.4548,0.0000,0.0001

64.4800,0.3190,1.5371,0.0000,0.0001

65.4800,0.3722,1.4136,0.0000,0.0001

66.4800,0.4048,0.9248,0.0000,0.0001

67.4800,0.4405,0.9145,0.0000,0.0001

68.4800,0.4751,0.9145,0.0000,0.0001

69.4800,0.4671,0.9145,0.0000,0.0001

70.4800,0.4489,0.9248,0.0000,0.0001

71.4800,0.4294,0.9197,0.0000,0.0001

72.4800,0.4157,1.0586,0.0000,0.0001

73.4800,0.4020,1.0997,0.0000,0.0001

74.4800,0.3829,1.0431,0.0000,0.0001

75.4800,0.3692,1.0586,0.0000,0.0001

76.4800,0.3724,1.0071,0.0000,0.0001

77.4800,0.3823,1.1718,0.0000,0.0001

78.4810,0.3939,1.2129,0.0000,0.0001

79.4800,0.4052,1.2078,0.0000,0.0001

80.4800,0.4167,1.2232,0.0000,0.0001

81.4800,0.4266,1.1769,0.0000,0.0001

82.4800,0.4314,1.1821,0.0000,0.0001

83.4800,0.4358,1.2129,0.0000,0.0001

84.4800,0.4423,1.2129,0.0000,0.0001

85.4800,0.4489,1.2284,0.0000,0.0001

86.4800,0.4580,1.2438,0.0000,0.0001

87.4800,0.4614,1.2592,0.0000,0.0001

88.4800,0.4624,1.2387,0.0000,0.0001

89.4800,0.4636,1.2387,0.0000,0.0001

90.4800,0.4648,1.2541,0.0000,0.0001

91.4800,0.4713,1.3467,0.0000,0.0001

92.4800,0.4777,1.3467,0.0000,0.0001

93.4800,0.4824,1.3364,0.0000,0.0001

94.4800,0.4886,1.3724,0.0000,0.0001

95.4800,0.4924,1.3261,0.0000,0.0001

96.4800,0.4971,1.3673,0.0000,0.0001

97.4800,0.5021,1.3879,0.0000,0.0001

98.4800,0.5089,1.4136,0.0000,0.0001

99.4800,0.5148,1.3930,0.0000,0.0001

100.4800,0.5208,1.4085,0.0000,0.0001

101.4800,0.5239,1.4290,0.0000,0.0001

102.4800,0.5247,1.3673,0.0000,0.0001

103.4810,0.5281,1.4239,0.0000,0.0001

104.4800,0.5305,1.4342,0.0000,0.0001

105.4800,0.5347,1.4342,0.0000,0.0001

106.4810,0.5382,1.4599,0.0000,0.0001

107.4800,0.5410,1.4599,0.0000,0.0001

108.4810,0.5416,1.4290,0.0000,0.0001

109.4800,0.5438,1.4496,0.0000,0.0001

110.4800,0.5454,1.4496,0.0000,0.0001

111.4810,0.5466,1.4599,0.0000,0.0001

112.4810,0.5504,1.4650,0.0000,0.0001

113.4800,0.5517,1.4599,0.0000,0.0001

114.4800,0.5535,1.4805,0.0000,0.0001

115.4800,0.5551,1.4753,0.0000,0.0001

116.4800,0.5565,1.4959,0.0000,0.0001

117.4800,0.5573,1.4805,0.0000,0.0001

118.4800,0.5587,1.4650,0.0000,0.0001

119.4800,0.5599,1.4805,0.0000,0.0001

120.4800,0.5613,1.4856,0.0000,0.0001

121.4800,0.5607,1.4445,0.0000,0.0001

122.4800,0.5599,1.4445,0.0000,0.0001

123.4800,0.5587,1.4290,0.0000,0.0001

124.4800,0.5563,1.4187,0.0000,0.0001

125.4800,0.5549,1.4393,0.0000,0.0001

126.4810,0.5514,1.4033,0.0000,0.0001

127.4800,0.5466,1.3570,0.0000,0.0001

128.4800,0.5416,1.3364,0.0000,0.0001

129.4800,0.5369,1.3570,0.0000,0.0001

130.4800,0.5311,1.3364,0.0000,0.0001

131.4800,0.5230,1.2335,0.0000,0.0001

132.4810,0.5116,1.1512,0.0000,0.0001

133.4800,0.4979,1.0740,0.0000,0.0001

134.4800,0.4856,1.0997,0.0000,0.0001

135.4800,0.4723,1.0946,0.0000,0.0001

136.4800,0.4622,1.1409,0.0000,0.0001

137.4800,0.4592,1.2798,0.0000,0.0001

138.4800,0.4560,1.2541,0.0000,0.0001

139.4800,0.4532,1.2850,0.0000,0.0001

140.4800,0.4526,1.3210,0.0000,0.0001

141.4800,0.4552,1.3004,0.0000,0.0001

142.4800,0.4618,1.3210,0.0000,0.0001

143.4800,0.4733,1.3724,0.0000,0.0001

144.4800,0.4842,1.3827,0.0000,0.0001

145.4810,0.4940,1.3467,0.0000,0.0001

146.4800,0.5021,1.3519,0.0000,0.0001

147.4800,0.5039,1.3261,0.0000,0.0001

148.4800,0.5081,1.3621,0.0000,0.0001

149.4800,0.5126,1.4033,0.0000,0.0001

150.4800,0.5136,1.3467,0.0000,0.0001

151.4800,0.5156,1.3519,0.0000,0.0001

152.4800,0.5168,1.3519,0.0000,0.0001

153.4810,0.5170,1.3776,0.0000,0.0001

154.4800,0.5172,1.3879,0.0000,0.0001

155.4800,0.5204,1.4290,0.0000,0.0001

156.4800,0.5226,1.4085,0.0000,0.0001

157.4800,0.5253,1.3982,0.0000,0.0001

158.4800,0.5247,1.3467,0.0000,0.0001

159.4800,0.5243,1.3930,0.0000,0.0001

160.4800,0.5281,1.4445,0.0000,0.0001

161.4810,0.5331,1.4805,0.0000,0.0001

162.4800,0.5349,1.3982,0.0000,0.0001

163.4800,0.5390,1.4856,0.0000,0.0001

164.4800,0.5392,1.3930,0.0000,0.0001

165.4800,0.5410,1.4753,0.0000,0.0001

166.4800,0.5440,1.4856,0.0000,0.0001

167.4800,0.5476,1.4908,0.0000,0.0001

168.4810,0.5543,1.5216,0.0000,0.0001

169.4800,0.5591,1.5165,0.0000,0.0001

170.4800,0.5595,1.4548,0.0000,0.0001

171.4800,0.5617,1.5371,0.0000,0.0001

172.4810,0.5664,1.5216,0.0000,0.0001

173.4810,0.5686,1.5422,0.0000,0.0001

174.4800,0.5736,1.5216,0.0000,0.0001

175.4800,0.5750,1.5114,0.0000,0.0001

176.4800,0.5748,1.4805,0.0000,0.0001

177.4800,0.5778,1.5679,0.0000,0.0001

178.4800,0.5768,1.4959,0.0000,0.0001

179.4800,0.5776,1.5371,0.0000,0.0001

180.4800,0.5805,1.5319,0.0000,0.0001

181.4800,0.5829,1.5988,0.0000,0.0001

182.4800,0.5847,1.5679,0.0000,0.0001

183.4810,0.5849,1.5474,0.0000,0.0001

184.4800,0.5871,1.5782,0.0000,0.0001

185.4810,0.5901,1.5885,0.0000,0.0001

186.4800,0.5937,1.5731,0.0000,0.0001

187.4800,0.5942,1.5834,0.0000,0.0001

188.4800,0.5968,1.5628,0.0000,0.0001

189.4800,0.5988,1.5885,0.0000,0.0001

190.4800,0.6018,1.6091,0.0000,0.0001

191.4800,0.6016,1.5937,0.0000,0.0001

192.4800,0.6030,1.6040,0.0000,0.0001

193.4800,0.6056,1.6143,0.0000,0.0001

194.4810,0.6078,1.6348,0.0000,0.0001

195.4800,0.6082,1.5988,0.0000,0.0001

196.4800,0.6089,1.5937,0.0000,0.0001

197.4800,0.6115,1.6503,0.0000,0.0001

198.4800,0.6133,1.6091,0.0000,0.0001

199.4800,0.6149,1.6297,0.0000,0.0001

200.4800,0.6159,1.6348,0.0000,0.0001

201.4800,0.6183,1.6554,0.0000,0.0001

202.4800,0.6205,1.6606,0.0000,0.0001

203.4800,0.6217,1.6451,0.0000,0.0001

204.4800,0.6234,1.6811,0.0000,0.0001

205.4810,0.6260,1.6657,0.0000,0.0001

206.4800,0.6298,1.6914,0.0000,0.0001

207.4800,0.6318,1.7017,0.0000,0.0001

208.4800,0.6346,1.6811,0.0000,0.0001

209.4800,0.6368,1.6863,0.0000,0.0001

210.4800,0.6385,1.6811,0.0000,0.0001

211.4800,0.6399,1.6914,0.0000,0.0001

212.4800,0.6411,1.6914,0.0000,0.0001

213.4800,0.6427,1.6863,0.0000,0.0001

214.4800,0.6431,1.6914,0.0000,0.0001

215.4800,0.6431,1.6657,0.0000,0.0001

216.4800,0.6433,1.6966,0.0000,0.0001

217.4800,0.6431,1.6966,0.0000,0.0001

218.4810,0.6443,1.7120,0.0000,0.0001

219.4800,0.6451,1.7069,0.0000,0.0001

220.4800,0.6447,1.6709,0.0000,0.0001

221.4800,0.6445,1.6863,0.0000,0.0001

222.4800,0.6449,1.7017,0.0000,0.0001

223.4800,0.6455,1.7017,0.0000,0.0001

224.4800,0.6445,1.6657,0.0000,0.0001

225.4800,0.6457,1.6966,0.0000,0.0001

226.4810,0.6461,1.7069,0.0000,0.0001

227.4800,0.6463,1.7017,0.0000,0.0001

228.4800,0.6451,1.6811,0.0000,0.0001

229.4800,0.6441,1.6811,0.0000,0.0001

230.4800,0.6441,1.6709,0.0000,0.0001

231.4800,0.6433,1.6657,0.0000,0.0001

232.4810,0.6419,1.6657,0.0000,0.0001

233.4800,0.6411,1.6811,0.0000,0.0001

234.4800,0.6421,1.6914,0.0000,0.0001

235.4800,0.6429,1.7172,0.0000,0.0001

236.4800,0.6433,1.7172,0.0000,0.0001

237.4810,0.6435,1.7069,0.0000,0.0001

238.4800,0.6451,1.7223,0.0000,0.0001

239.4800,0.6465,1.7172,0.0000,0.0001

240.4800,0.6487,1.7274,0.0000,0.0001

241.4800,0.6520,1.7532,0.0000,0.0001

242.4800,0.6548,1.7377,0.0000,0.0001

243.4800,0.6574,1.7480,0.0000,0.0001

244.4800,0.6598,1.7532,0.0000,0.0001

245.4800,0.6616,1.7635,0.0000,0.0001

246.4800,0.6632,1.7583,0.0000,0.0001

247.4800,0.6665,1.7943,0.0000,0.0001

248.4800,0.6689,1.7840,0.0000,0.0001

249.4800,0.6711,1.7738,0.0000,0.0001

250.4800,0.6733,1.7840,0.0000,0.0001

251.4800,0.6739,1.7686,0.0000,0.0001

252.4800,0.6761,1.7943,0.0000,0.0001

253.4800,0.6794,1.8355,0.0000,0.0001

254.4800,0.6814,1.8046,0.0000,0.0001

255.4800,0.6824,1.7892,0.0000,0.0001

256.4800,0.6836,1.7892,0.0000,0.0001

257.4800,0.6844,1.8149,0.0000,0.0001

258.4800,0.6854,1.8098,0.0000,0.0001

259.4800,0.6866,1.8046,0.0000,0.0001

260.4800,0.6874,1.8046,0.0000,0.0001

261.4800,0.6902,1.8406,0.0000,0.0001

262.4800,0.6912,1.8201,0.0000,0.0001

263.4800,0.6918,1.8509,0.0000,0.0001

264.4800,0.6937,1.8561,0.0000,0.0001

265.4800,0.6953,1.8303,0.0000,0.0001

266.4800,0.6967,1.8252,0.0000,0.0001

267.4810,0.6983,1.8561,0.0000,0.0001

268.4800,0.6991,1.8303,0.0000,0.0001

269.4800,0.7005,1.8406,0.0000,0.0001

270.4800,0.7041,1.8972,0.0000,0.0001

271.4800,0.7043,1.8458,0.0000,0.0001

272.4800,0.7063,1.8715,0.0000,0.0001

273.4800,0.7069,1.8664,0.0000,0.0001

274.4800,0.7082,1.8921,0.0000,0.0001

275.4800,0.7096,1.8664,0.0000,0.0001

276.4800,0.7114,1.8715,0.0000,0.0001

277.4800,0.7132,1.9024,0.0000,0.0001

278.4810,0.7154,1.8869,0.0000,0.0001

279.4800,0.7188,1.9281,0.0000,0.0001

280.4800,0.7196,1.9178,0.0000,0.0001

281.4800,0.7223,1.9178,0.0000,0.0001

282.4800,0.7231,1.8921,0.0000,0.0001

283.4800,0.7233,1.8715,0.0000,0.0001

284.4800,0.7231,1.8869,0.0000,0.0001

285.4800,0.7273,1.9744,0.0000,0.0001

286.4800,0.7297,1.9333,0.0000,0.0001

287.4800,0.7299,1.9075,0.0000,0.0001

288.4800,0.7307,1.9075,0.0000,0.0001

289.4800,0.7291,1.8869,0.0000,0.0001

290.4800,0.7293,1.9230,0.0000,0.0001

291.4800,0.7311,1.9641,0.0000,0.0001

292.4800,0.7325,1.9281,0.0000,0.0001

293.4810,0.7351,1.9384,0.0000,0.0001

294.4800,0.7432,2.0979,0.0000,0.0001

295.4800,0.7482,2.1030,0.0000,0.0001

296.4800,0.7531,2.0619,0.0000,0.0001

297.4800,0.7593,2.0670,0.0000,0.0001

298.4800,0.7660,2.0825,0.0000,0.0001

299.4800,0.7728,2.0619,0.0000,0.0001

300.4800,0.7786,2.0722,0.0000,0.0001

301.4800,0.7841,2.1082,0.0000,0.0001

302.4800,0.7907,2.0979,0.0000,0.0001

303.4800,0.7958,2.0722,0.0000,0.0001

304.4800,0.7962,2.1082,0.0000,0.0001

305.4800,0.7958,2.0927,0.0000,0.0001

306.4800,0.7976,2.1082,0.0000,0.0001

307.4800,0.7980,2.0773,0.0000,0.0001

308.4800,0.7986,2.0979,0.0000,0.0001

309.4800,0.8004,2.1082,0.0000,0.0001

310.4800,0.7996,2.0516,0.0000,0.0001

311.4800,0.7972,2.0464,0.0000,0.0001

312.4800,0.7994,2.1545,0.0000,0.0001

313.4800,0.8012,2.1185,0.0000,0.0001

314.4800,0.8026,2.1442,0.0000,0.0001

315.4800,0.8016,2.0670,0.0000,0.0001

316.4800,0.8024,2.1288,0.0000,0.0001

317.4800,0.8040,2.1185,0.0000,0.0001

318.4800,0.8058,2.1442,0.0000,0.0001

319.4800,0.8079,2.1648,0.0000,0.0001

320.4810,0.8105,2.1185,0.0000,0.0001

321.4800,0.8143,2.1442,0.0000,0.0001

322.4800,0.8129,2.1185,0.0000,0.0001

323.4800,0.8127,2.1133,0.0000,0.0001

324.4800,0.8143,2.1854,0.0000,0.0001

325.4800,0.8151,2.0876,0.0000,0.0001

326.4800,0.8145,2.1133,0.0000,0.0001

327.4800,0.8153,2.1391,0.0000,0.0001

328.4810,0.8173,2.1957,0.0000,0.0001

329.4800,0.8153,2.1133,0.0000,0.0001

330.4800,0.8157,2.1288,0.0000,0.0001

331.4800,0.8155,2.1391,0.0000,0.0001

332.4800,0.8161,2.1339,0.0000,0.0001

333.4800,0.8173,2.1442,0.0000,0.0001

334.4800,0.8139,2.0979,0.0000,0.0001

335.4800,0.8157,2.1339,0.0000,0.0001

336.4800,0.8171,2.1493,0.0000,0.0001

337.4800,0.8161,2.1133,0.0000,0.0001

338.4800,0.8115,2.0773,0.0000,0.0001

339.4800,0.8119,2.1236,0.0000,0.0001

340.4800,0.8119,2.1288,0.0000,0.0001

341.4800,0.8117,2.1339,0.0000,0.0001

342.4800,0.8115,2.1288,0.0000,0.0001

343.4800,0.8103,2.1133,0.0000,0.0001

344.4800,0.8127,2.1596,0.0000,0.0001

345.4800,0.8141,2.1699,0.0000,0.0001

346.4800,0.8135,2.1339,0.0000,0.0001

347.4800,0.8139,2.1236,0.0000,0.0001

348.4800,0.8159,2.1288,0.0000,0.0001

349.4800,0.8157,2.1185,0.0000,0.0001

350.4800,0.8165,2.1493,0.0000,0.0001

