Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.8510,23.0880,23.3863,22.6935,22.8720,22.5731,22.7601,23.3357,22.8093,22.9226,22.7847,22.9398

2.3290,23.0938,23.3665,22.6789,22.8597,22.5813,22.7578,23.3622,22.8104,22.9160,22.7841,22.9388

3.3290,23.0848,23.3673,22.6783,22.8406,22.5580,22.7630,23.3431,22.8226,22.9058,22.7928,22.9322

4.3290,23.0930,23.3715,22.6910,22.8586,22.5894,22.7773,23.3436,22.8199,22.9207,22.7986,22.9430

5.3290,23.0963,23.3808,22.6733,22.8726,22.5941,22.7635,23.3619,22.8246,22.9234,22.7941,22.9459

6.3290,23.0768,23.3751,22.6994,22.8523,22.5827,22.7711,23.3657,22.8033,22.9172,22.7872,22.9408

7.3300,23.0893,23.3963,22.6822,22.8545,22.5719,22.7627,23.3575,22.8304,22.9188,22.7965,22.9431

8.3290,23.0993,23.3662,22.6867,22.8618,22.5806,22.7609,23.3643,22.8106,22.9189,22.7858,22.9413

9.3290,23.1038,23.3902,22.6912,22.8612,22.5775,22.7749,23.3538,22.8293,22.9248,22.8021,22.9477

10.3290,23.1097,23.3818,22.6918,22.8494,22.5739,22.7799,23.3657,22.8262,22.9213,22.8030,22.9473

11.3290,23.0972,23.3714,22.6616,22.8310,22.6050,22.7612,23.3501,22.8308,22.9132,22.7960,22.9385

12.3290,23.0902,23.3876,22.6891,22.8477,22.5937,22.7717,23.3440,22.8266,22.9216,22.7991,22.9438

13.3290,23.0999,23.3901,22.6741,22.8696,22.5849,22.7449,23.3551,22.8150,22.9238,22.7800,22.9417

14.3290,23.0969,23.3903,22.6767,22.8499,22.5673,22.7476,23.3605,22.8158,22.9162,22.7817,22.9381

15.3290,23.0905,23.3696,22.6692,22.8548,22.5666,22.7654,23.3658,22.8061,22.9101,22.7857,22.9360

16.3290,23.0728,23.3961,22.6815,22.8533,22.5981,22.7766,23.3620,22.8040,22.9204,22.7903,22.9431

17.3290,23.1050,23.3871,22.6787,22.8495,22.5659,22.7713,23.3587,22.8182,22.9172,22.7948,22.9418

18.3290,23.0832,23.3852,22.6692,22.8633,22.5517,22.7595,23.3549,22.8186,22.9105,22.7891,22.9357

19.3290,23.0980,23.4024,22.6675,22.8592,22.5594,22.7705,23.3641,22.8301,22.9173,22.8003,22.9439

20.3290,23.0790,23.3863,22.6888,22.8436,22.5863,22.7960,23.3528,22.8248,22.9168,22.8104,22.9447

21.3290,23.0956,23.3994,22.6881,22.8585,22.5641,22.7458,23.3398,22.8060,22.9211,22.7759,22.9371

22.3290,23.1133,23.3680,22.6799,22.8432,22.5761,22.7716,23.3623,22.8005,22.9161,22.7861,22.9394

23.3290,23.1085,23.3866,22.6819,22.8694,22.5647,22.7465,23.3241,22.8033,22.9222,22.7749,22.9356

24.3290,23.0773,23.3580,22.6851,22.8810,22.5931,22.7569,23.3471,22.8114,22.9189,22.7841,22.9387

25.3290,23.1340,23.3646,22.6799,22.8451,22.5892,22.7611,23.3594,22.8212,22.9226,22.7911,22.9443

26.3290,23.1213,23.3719,22.6748,22.8656,22.5775,22.7830,23.3477,22.8109,22.9222,22.7969,22.9441

27.3290,23.0991,23.3746,22.6628,22.8692,22.5860,22.7578,23.3467,22.8251,22.9183,22.7914,22.9402

28.3290,23.1016,23.3561,22.6954,22.8393,22.6103,22.7466,23.3717,22.8205,22.9205,22.7836,22.9427

29.3290,23.1109,23.3859,22.6684,22.8540,22.5851,22.7669,23.3466,22.8322,22.9209,22.7995,22.9437

30.3290,23.0884,23.3712,22.6675,22.8635,22.5791,22.7594,23.3476,22.8115,22.9139,22.7855,22.9360

31.3290,23.0942,23.3744,22.6896,22.8558,22.6015,22.7558,23.3408,22.8112,22.9231,22.7835,22.9404

32.3290,23.1002,23.3634,22.6535,22.8566,22.5929,22.7671,23.3416,22.8021,22.9133,22.7846,22.9347

33.3290,23.0954,23.3615,22.6663,22.8590,22.6008,22.7608,23.3431,22.8228,22.9166,22.7918,22.9387

34.3290,23.0861,23.3820,22.6784,22.8511,22.6000,22.7529,23.3697,22.8215,22.9195,22.7872,22.9427

35.3290,23.0905,23.3733,22.6658,22.8571,22.5888,22.7607,23.3383,22.8194,22.9151,22.7900,22.9367

36.3290,23.0940,23.3605,22.6748,22.8650,22.5800,22.7533,23.3467,22.8323,22.9149,22.7928,22.9383

37.3290,23.0989,23.3620,22.6630,22.8438,22.5910,22.7444,23.3530,22.8258,22.9117,22.7851,22.9352

38.3290,23.0986,23.3720,22.6631,22.8525,22.6059,22.7612,23.3365,22.8255,22.9184,22.7934,22.9394

39.3290,23.0861,23.3420,22.6780,22.8357,22.5976,22.7756,23.3628,22.8329,22.9079,22.8042,22.9388

40.3290,23.0977,23.3643,22.6819,22.8599,22.5917,22.7929,23.3525,22.8397,22.9191,22.8163,22.9476

41.3290,23.1040,23.3656,22.6667,22.8584,22.5989,22.7575,23.3391,22.8252,22.9187,22.7914,22.9394

42.3290,23.0762,23.3653,22.6583,22.8291,22.5840,22.7591,23.3459,22.8216,22.9026,22.7904,22.9299

43.3290,23.0785,23.3682,22.6621,22.8349,22.5853,22.7524,23.3493,22.8082,22.9058,22.7803,22.9299

44.3290,23.0869,23.3605,22.6952,22.8396,22.5852,22.7689,23.3620,22.8157,22.9135,22.7923,22.9392

45.3290,23.0761,23.3605,22.6568,22.8509,22.5896,22.7472,23.3387,22.8225,22.9068,22.7848,22.9303

46.3290,23.0830,23.3450,22.6560,22.8567,22.5785,22.7820,23.3337,22.8232,22.9038,22.8026,22.9322

