Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.8510,0.0114,0.0501,0.0000,0.0004

2.3290,0.0243,0.1170,0.0000,0.0000

3.3290,0.0226,0.0707,0.0000,0.0004

4.3290,0.0178,0.0296,0.0000,0.0004

5.3290,0.0153,0.0347,0.0000,0.0004

6.3290,0.0157,0.0656,0.0000,0.0004

7.3300,0.0142,0.0347,0.0000,0.0004

8.3290,0.0128,0.0296,0.0000,0.0004

9.3290,0.0116,0.0244,0.0000,0.0004

10.3290,0.0116,0.0501,0.0000,0.0004

11.3290,0.0110,0.0347,0.0000,0.0004

12.3290,0.0086,0.0553,0.0000,0.0004

13.3290,0.0084,0.0656,0.0000,0.0004

14.3290,0.0070,-0.0065,0.0000,0.0004

15.3290,0.0074,0.0450,0.0000,0.0004

16.3290,0.0066,0.0450,0.0000,0.0004

17.3290,0.0070,0.0450,0.0000,0.0004

18.3290,0.0068,0.0244,0.0000,0.0004

19.3290,0.0062,0.0090,0.0000,0.0008

20.3290,0.0058,0.0399,0.0000,0.0008

21.3290,0.0060,0.0399,0.0000,0.0007

22.3290,0.0054,0.0399,0.0000,0.0005

23.3290,0.0038,0.0244,0.0000,0.0005

24.3290,0.0064,0.0604,0.0000,0.0004

25.3290,0.0052,0.0141,0.0000,0.0004

26.3290,0.0036,0.0038,0.0000,0.0004

27.3290,0.0034,0.0399,0.0000,0.0004

28.3290,0.0046,0.0553,0.0000,0.0004

29.3290,0.0058,0.0399,0.0000,0.0004

30.3290,0.0066,0.0604,0.0000,0.0004

31.3290,0.0070,0.0501,0.0000,0.0004

32.3290,0.0074,0.0501,0.0000,0.0004

33.3290,0.0086,0.0553,0.0000,0.0004

34.3290,0.0072,0.0244,0.0000,0.0004

35.3290,0.0080,0.0347,0.0000,0.0004

36.3290,0.0100,0.0553,0.0000,0.0004

37.3290,0.0094,0.0244,0.0000,0.0004

38.3290,0.0102,0.0759,0.0000,0.0004

