Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.8670,0.7204,1.8869,0.0000,0.0000

2.5630,0.7362,1.9693,0.0000,0.0000

3.5640,0.7343,1.9127,0.0000,0.0003

4.5630,0.7362,1.9435,0.0000,0.0004

5.5630,0.7335,1.8921,0.0000,0.0004

6.5630,0.7333,1.9178,0.0000,0.0004

7.5630,0.7320,1.8972,0.0000,0.0004

8.5630,0.7315,1.9075,0.0000,0.0004

9.5630,0.7310,1.9024,0.0000,0.0004

10.5630,0.7303,1.8972,0.0000,0.0004

11.5630,0.7307,1.8972,0.0000,0.0004

12.5630,0.7279,1.8972,0.0000,0.0004

13.5630,0.7275,1.9024,0.0000,0.0004

14.5640,0.7255,1.8921,0.0000,0.0004

15.5630,0.7273,1.9384,0.0000,0.0010

16.5630,0.7283,1.9435,0.0000,0.0010

17.5630,0.7281,1.8921,0.0000,0.0010

18.5630,0.7283,1.9127,0.0000,0.0080

19.5640,0.7273,1.8767,0.0000,0.0758

20.5640,0.7275,1.9024,21.9123,0.1134

21.5630,0.7267,1.8767,21.7923,0.1165

22.5630,0.7285,1.9435,22.2659,0.1208

23.5630,0.7283,1.8972,22.0218,0.1141

24.5630,0.7247,1.7995,22.0685,0.1190

25.5630,0.7243,1.9281,21.6471,0.1078

26.5630,0.7237,1.9281,22.3573,0.1164

27.5640,0.7243,1.9075,22.2783,0.1187

28.5640,0.7245,1.9178,22.2171,0.1210

29.5630,0.7245,1.8767,22.1895,0.1146

30.5630,0.7243,1.8972,22.4029,0.1237

31.5630,0.7243,1.8767,22.1047,0.1176

32.5630,0.7241,1.9384,22.0868,0.1142

33.5630,0.7239,1.8921,22.3848,0.1238

34.5630,0.7273,1.8869,22.3824,0.1213

35.5630,0.7279,1.9435,22.1108,0.1205

36.5630,0.7255,1.8664,21.9969,0.1137

37.5630,0.7245,1.8818,22.2306,0.1066

38.5630,0.7237,1.8972,22.3470,0.1191

39.5630,0.7267,1.9538,22.1123,0.1225

40.5630,0.7273,1.9127,22.4165,0.1189

41.5630,0.7275,1.8818,22.1845,0.1033

42.5630,0.7265,1.9127,22.2132,0.1193

43.5630,0.7267,1.8972,22.3503,0.1179

44.5630,0.7277,1.9127,22.3620,0.1187

45.5630,0.7265,1.9127,22.0385,0.1028

46.5630,0.7279,1.9024,21.8944,0.1184

47.5630,0.7291,1.9127,22.3747,0.1141

48.5630,0.7289,1.8921,22.5731,0.1196

49.5640,0.7277,1.9230,22.0586,0.1140

50.5630,0.7273,1.9024,22.1533,0.1176

51.5630,0.7281,1.9024,22.2132,0.1101

52.5630,0.7285,1.9230,22.4373,0.1193

53.5630,0.7297,1.9281,22.0636,0.1155

54.5630,0.7309,1.9435,21.8469,0.1081

55.5630,0.7309,1.9127,22.0728,0.1093

56.5630,0.7321,1.9333,21.9316,0.1212

57.5630,0.7311,1.8869,22.3663,0.1180

58.5630,0.7337,1.9590,22.3607,0.1218

59.5630,0.7347,1.9487,21.9609,0.1149

60.5630,0.7355,1.9230,22.0211,0.1070

61.5630,0.7380,1.9693,22.3584,0.1137

62.5630,0.7398,1.9693,22.5341,0.1225

63.5630,0.7414,1.9693,22.4679,0.1243

64.5630,0.7422,1.9641,22.4258,0.1209

65.5630,0.7450,1.9847,22.3194,0.1189

66.5630,0.7460,1.9590,22.2629,0.1231

67.5630,0.7492,1.9693,22.5336,0.1259

68.5630,0.7488,1.9487,22.6992,0.1233

69.5640,0.7490,1.9538,22.5426,0.1052

70.5630,0.7498,1.9435,22.2765,0.1232

71.5630,0.7502,1.9796,22.0853,0.1215

72.5630,0.7500,1.9641,22.3623,0.1190

73.5630,0.7494,1.9538,22.4811,0.1217

74.5630,0.7509,2.0053,22.3734,0.1238

75.5630,0.7478,1.9024,21.9820,0.1194

76.5630,0.7482,1.9693,22.2457,0.1222

77.5640,0.7472,1.9435,22.6785,0.1207

78.5630,0.7484,1.9796,22.6076,0.1231

79.5630,0.7490,1.9693,22.3179,0.1165

80.5630,0.7513,2.0053,22.0587,0.1185

81.5630,0.7513,1.9796,22.2729,0.1207

82.5630,0.7509,1.9538,22.2487,0.1183

83.5630,0.7511,1.9590,22.5697,0.1182

84.5630,0.7509,2.0001,22.2299,0.1227

85.5630,0.7513,1.9127,22.5545,0.1225

86.5630,0.7509,1.9590,22.2425,0.1086

87.5630,0.7517,1.9641,22.1907,0.1139

88.5630,0.7507,1.9538,22.5156,0.1117

89.5630,0.7503,1.9590,21.9167,0.1202

90.5630,0.7490,1.9693,22.2415,0.1138

91.5630,0.7486,1.9693,22.2737,0.1204

92.5630,0.7494,1.9744,22.3601,0.1154

93.5630,0.7502,1.9796,22.0835,0.1147

94.5630,0.7490,1.9693,22.4372,0.1245

95.5630,0.7502,1.9435,22.3060,0.1223

96.5630,0.7505,1.9693,22.5570,0.1250

97.5640,0.7500,1.9487,22.4687,0.1218

98.5630,0.7502,1.9590,22.4625,0.1218

99.5630,0.7502,1.9590,22.2056,0.1217

100.5630,0.7503,1.9744,22.1944,0.1158

101.5630,0.7505,1.9744,22.6248,0.1192

102.5630,0.7525,2.0259,21.9916,0.1082

103.5630,0.7519,1.9641,21.9275,0.1186

104.5630,0.7519,1.9693,22.0061,0.1101

105.5630,0.7533,1.9796,22.5009,0.1185

106.5630,0.7525,1.9487,22.5152,0.1235

107.5630,0.7533,1.9693,22.3837,0.1230

108.5630,0.7543,1.9847,22.1107,0.1209

109.5630,0.7545,1.9641,22.5390,0.1250

110.5630,0.7549,1.9847,22.3049,0.1196

111.5630,0.7549,1.9744,22.3798,0.1029

