Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.9050,29.3629,26.9441,25.5782,24.9444,23.6618,29.3982,24.6259,29.7594,26.0983,29.5788,26.7843

2.2600,29.3688,26.9428,25.6108,24.9402,23.6195,29.3952,24.6327,29.7799,26.0964,29.5875,26.7862

3.1230,29.3877,26.9568,25.5871,24.9293,23.6356,29.3839,24.6462,29.7621,26.0993,29.5730,26.7861

4.1220,29.3889,26.9540,25.5810,24.9435,23.6369,29.3917,24.6600,29.7666,26.1009,29.5792,26.7903

5.1220,29.3861,26.9681,25.5753,24.9524,23.6160,29.3978,24.6250,29.7746,26.0996,29.5862,26.7869

6.1220,29.3883,26.9642,25.5936,24.9470,23.6424,29.4094,24.6305,29.7885,26.1071,29.5990,26.7955

7.1220,29.3648,26.9728,25.5927,24.9424,23.6543,29.4006,24.6457,29.7740,26.1054,29.5873,26.7934

8.1230,29.3750,26.9779,25.6011,24.9329,23.6333,29.3947,24.6470,29.7630,26.1040,29.5789,26.7906

9.1220,29.3773,26.9927,25.5772,24.9529,23.6498,29.4116,24.6278,29.7714,26.1100,29.5915,26.7951

10.1220,29.3694,26.9824,25.5892,24.9639,23.6404,29.3938,24.6421,29.7889,26.1090,29.5914,26.7963

11.1220,29.4106,26.9907,25.5852,24.9736,23.6393,29.4055,24.6528,29.7780,26.1199,29.5917,26.8045

12.1220,29.3658,26.9713,25.6177,24.9485,23.6335,29.3756,24.6428,29.7505,26.1074,29.5631,26.7882

13.1220,29.3850,26.9878,25.5932,24.9617,23.6377,29.3944,24.6513,29.7669,26.1131,29.5807,26.7973

14.1220,29.4094,26.9869,25.6116,24.9641,23.6305,29.3892,24.6301,29.7659,26.1205,29.5776,26.7985

15.1220,29.4030,26.9958,25.6087,24.9490,23.6562,29.3889,24.6348,29.7760,26.1225,29.5824,26.8015

16.1220,29.3902,27.0240,25.6270,24.9649,23.6339,29.3944,24.6422,29.7782,26.1280,29.5863,26.8069

17.1220,29.4113,27.0009,25.6298,24.9512,23.6570,29.4071,24.6436,29.7720,26.1300,29.5895,26.8091

18.1220,29.3990,27.0273,25.6275,24.9503,23.6352,29.3953,24.6271,29.7457,26.1279,29.5705,26.8009

19.1220,29.4010,27.0047,25.6388,24.9498,23.6263,29.3850,24.6366,29.7786,26.1241,29.5818,26.8026

20.1220,29.4219,27.0330,25.6284,24.9474,23.6483,29.3842,24.6630,29.7756,26.1358,29.5799,26.8127

21.1230,29.4108,27.0253,25.6378,24.9597,23.6225,29.3883,24.6407,29.7594,26.1312,29.5738,26.8056

22.1220,29.4239,27.0438,25.6180,24.9776,23.6323,29.3933,24.6431,29.7837,26.1391,29.5885,26.8144

