Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.9380,28.6227,27.5650,25.5343,24.8249,23.9404,29.3945,24.6156,29.6678,26.0975,29.5311,26.7706

2.6940,28.6414,27.5998,25.5574,24.8428,23.8968,29.3892,24.5947,29.6592,26.1076,29.5242,26.7726

3.6940,28.6315,27.5875,25.5427,24.8395,23.9309,29.4076,24.6018,29.6587,26.1064,29.5332,26.7750

4.6940,28.6496,27.6034,25.5685,24.8559,23.9064,29.4124,24.6059,29.6589,26.1168,29.5357,26.7826

5.6950,28.6270,27.5802,25.5685,24.8416,23.9149,29.3950,24.6063,29.6439,26.1064,29.5194,26.7722

6.6940,28.6445,27.6002,25.5833,24.8470,23.9047,29.3961,24.6094,29.6496,26.1160,29.5228,26.7794

7.6940,28.6475,27.5911,25.5771,24.8597,23.9048,29.4203,24.6315,29.6437,26.1161,29.5320,26.7845

8.6950,28.6513,27.5971,25.5561,24.8415,23.9025,29.4099,24.6185,29.6630,26.1097,29.5365,26.7800

9.6940,28.6494,27.5926,25.5615,24.8550,23.9133,29.4174,24.6187,29.6601,26.1144,29.5388,26.7835

10.6940,28.6562,27.6038,25.5648,24.8445,23.9136,29.4266,24.6309,29.6674,26.1166,29.5470,26.7885

11.6940,28.6497,27.6140,25.6033,24.8576,23.9046,29.4200,24.6138,29.6458,26.1258,29.5329,26.7886

12.6950,28.6395,27.5991,25.5807,24.8657,23.9228,29.4076,24.6219,29.6644,26.1216,29.5360,26.7877

13.6940,28.6290,27.5928,25.6066,24.8561,23.9259,29.4384,24.5953,29.6618,26.1221,29.5501,26.7882

14.6940,28.6519,27.5956,25.6004,24.8806,23.9112,29.4454,24.6222,29.6363,26.1279,29.5408,26.7929

15.6940,28.6713,27.5911,25.6242,24.8709,23.9070,29.4360,24.6271,29.6900,26.1329,29.5630,26.8022

16.6940,28.6418,27.5914,25.5901,24.8944,23.9402,29.4333,24.6284,29.6661,26.1316,29.5497,26.7982

17.6940,28.6651,27.6000,25.6043,24.8652,23.9248,29.4378,24.6294,29.6716,26.1319,29.5547,26.7998

18.6940,28.6776,27.5966,25.6019,24.8666,23.9256,29.4245,24.6308,29.6677,26.1337,29.5461,26.7989

19.6940,28.6776,27.5882,25.6067,24.8765,23.9327,29.4418,24.6058,29.6643,26.1363,29.5531,26.7992

