Elapsed Time (s), Rod voltage (V), Rod Current (A), Rod Power (W)
1.8830,NaN,NaN,NaN

2.7770,0.0017,0.0398,0.0001

3.7770,0.0017,0.0535,0.0001

4.7770,0.0017,0.0551,0.0001

5.7770,0.0017,0.0592,0.0001

6.7770,0.0017,0.0560,0.0001

7.7770,0.0017,0.0578,0.0001

8.7770,0.0017,0.0558,0.0001

9.7780,0.0017,0.0518,0.0001

10.7770,0.0017,0.0630,0.0001

11.7770,0.0017,0.0579,0.0001

12.7770,0.0017,0.0638,0.0001

13.7780,0.0017,0.0590,0.0001

14.7770,0.0017,0.0587,0.0001

15.7780,0.0017,0.0598,0.0001

16.7770,0.0017,0.0607,0.0001

17.7770,0.0017,0.0602,0.0001

18.7770,0.0017,0.0473,0.0001

19.7770,0.0017,0.0567,0.0001

20.7770,0.0017,0.0581,0.0001

21.7770,0.0017,0.0708,0.0001

22.7770,0.0017,0.0673,0.0001

23.7770,0.0017,0.0610,0.0001

24.7770,0.0017,0.0547,0.0001

25.7780,0.0017,0.0552,0.0001

26.7780,0.0017,0.0475,0.0001

27.7770,0.0017,0.0451,0.0001

28.7770,0.0017,0.0486,0.0001

29.7780,0.0017,0.0627,0.0001

30.7770,0.0017,0.0500,0.0001

31.7780,0.0017,0.0539,0.0001

32.7770,0.0017,0.0527,0.0001

33.7770,0.0017,0.0421,0.0001

34.7770,0.0017,0.0371,0.0001

35.7770,0.0017,0.0532,0.0001

36.7770,0.0017,0.0606,0.0001

37.7770,0.0017,0.0484,0.0001

38.7770,0.0017,0.0396,0.0001

39.7780,0.0017,0.0510,0.0001

40.7780,0.0017,0.0455,0.0001

41.7770,0.0017,0.0396,0.0001

42.7770,0.0017,0.0545,0.0001

43.7770,0.0017,0.0604,0.0001

44.7770,0.0017,0.0431,0.0001

45.7770,0.0017,0.0419,0.0001

46.7770,0.0017,0.0555,0.0001

47.7780,0.0017,0.0674,0.0001

48.7770,0.0017,0.0520,0.0001

49.7770,0.0017,0.0514,0.0001

50.7770,0.0017,0.0589,0.0001

51.7770,0.0017,0.0471,0.0001

52.7770,0.0017,0.0546,0.0001

53.7770,0.0017,0.0372,0.0001

54.7770,0.0017,0.0438,0.0001

55.7770,0.0017,0.0496,0.0001

56.7770,0.0017,0.0357,0.0001

57.7780,0.0017,0.0500,0.0001

58.7770,0.0017,0.0500,0.0001

59.7770,0.0017,0.0490,0.0001

60.7770,0.0017,0.0480,0.0001

61.7770,0.0017,0.0610,0.0001

62.7780,0.0017,0.0483,0.0001

63.7780,0.0017,0.0585,0.0001

64.7770,0.0017,0.0558,0.0001

65.7770,0.0017,0.0521,0.0001

66.7770,0.0017,0.0542,0.0001

67.7770,0.0017,0.0556,0.0001

68.7770,0.0017,0.0597,0.0001

69.7770,0.0017,0.0477,0.0001

70.7770,0.0017,0.0570,0.0001

71.7770,0.0017,0.0449,0.0001

72.7770,0.0017,0.0558,0.0001

73.7780,0.0017,0.0483,0.0001

74.7770,0.0017,0.0518,0.0001

75.7770,0.0017,0.0546,0.0001

76.7770,0.0017,0.0525,0.0001

77.7770,0.0017,0.0535,0.0001

78.7770,0.0017,0.0607,0.0001

79.7770,0.0017,0.0566,0.0001

80.7770,0.0017,0.0439,0.0001

81.7770,0.0017,0.0538,0.0001

82.7780,0.0017,0.0504,0.0001

83.7770,0.0017,0.0596,0.0001

84.7770,0.0017,0.0544,0.0001

85.7770,0.0017,0.0507,0.0001

86.7770,0.0017,0.0454,0.0001

87.7780,0.0017,0.0481,0.0001

88.7780,0.0017,0.0527,0.0001

89.7770,0.0017,0.0541,0.0001

90.7770,0.0017,0.0538,0.0001

91.7770,0.0017,0.0643,0.0001

92.7770,0.0017,0.0531,0.0001

93.7770,0.0017,0.0497,0.0001

94.7770,0.0017,0.0524,0.0001

95.7770,0.0017,0.0568,0.0001

96.7770,0.0017,0.0523,0.0001

97.7770,0.0017,0.0357,0.0001

98.7770,0.0017,0.0501,0.0001

99.7770,0.0017,0.0473,0.0001

100.7770,0.0017,0.0469,0.0001

101.7770,0.0017,0.0437,0.0001

102.7770,0.0017,0.0508,0.0001

103.7770,0.0017,0.0449,0.0001

104.7770,0.0017,0.0531,0.0001

105.7770,0.0017,0.0588,0.0001

106.7770,0.0017,0.0652,0.0001

107.7770,0.0017,0.0613,0.0001

108.7770,0.0017,0.0616,0.0001

109.7770,0.0017,0.0617,0.0001

110.7770,0.0017,0.0586,0.0001

111.7770,0.0017,0.0461,0.0001

112.7770,0.0017,0.0510,0.0001

113.7770,0.0017,0.0433,0.0001

114.7770,0.0017,0.0579,0.0001

115.7770,0.0017,0.0398,0.0001

116.7780,0.0017,0.0563,0.0001

117.7770,0.0017,0.0568,0.0001

118.7770,0.0017,0.0494,0.0001

119.7770,0.0017,0.0503,0.0001

120.7770,0.0017,0.0582,0.0001

121.7770,0.0017,0.0530,0.0001

122.7770,0.0017,0.0435,0.0001

123.7770,0.0017,0.0602,0.0001

124.7780,0.0017,0.0415,0.0001

125.7770,0.0017,0.0494,0.0001

126.7770,0.0017,0.0440,0.0001

127.7770,0.0017,0.0399,0.0001

128.7770,0.0017,0.0485,0.0001

129.7770,0.0017,0.0481,0.0001

130.7770,0.0017,0.0551,0.0001

131.7770,0.0017,0.0520,0.0001

132.7770,0.0017,0.0502,0.0001

133.7780,0.0017,0.0501,0.0001

134.7770,0.0017,0.0405,0.0001

135.7780,0.0017,0.0420,0.0001

