Elapsed Time (s), Rod voltage (V), Rod Current (A), Rod Power (W)
1.8810,NaN,NaN,NaN

2.7820,2.8382,112.7883,320.1137

3.7810,2.8383,112.8168,320.2042

4.7810,2.8379,112.8311,320.2070

5.7810,2.8376,112.9548,320.5152

6.7810,2.8377,112.9072,320.3915

7.7810,2.8377,112.9180,320.4285

8.7810,2.8375,112.9127,320.3954

9.7820,2.8376,112.9016,320.3672

10.7810,2.8376,112.8942,320.3496

11.7810,2.8381,112.8001,320.1336

12.7810,2.8382,112.7262,319.9376

13.7810,2.8391,112.4510,319.2585

