Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.8810,24.7128,23.9846,23.6540,23.4497,23.3961,23.9315,23.6219,24.9878,23.8394,24.4596,23.9673

2.7820,24.7149,23.9895,23.6656,23.4413,23.4029,23.9482,23.6060,24.9899,23.8428,24.4690,23.9698

3.7810,24.6979,23.9856,23.6683,23.4559,23.3684,23.9397,23.6362,24.9946,23.8352,24.4672,23.9683

4.7810,24.7195,24.0099,23.6671,23.4400,23.4042,23.9358,23.6283,24.9902,23.8481,24.4630,23.9744

5.7810,24.6952,23.9911,23.6620,23.4420,23.4035,23.9337,23.6123,25.0108,23.8388,24.4722,23.9688

6.7810,24.7099,24.0071,23.6704,23.4453,23.3922,23.9167,23.6208,25.0009,23.8450,24.4588,23.9704

7.7810,24.7084,23.9866,23.6631,23.4413,23.3898,23.9370,23.6125,24.9990,23.8378,24.4680,23.9672

8.7810,24.7224,24.0048,23.6568,23.4525,23.4014,23.9311,23.6190,25.0162,23.8476,24.4737,23.9755

9.7820,24.7097,23.9796,23.6604,23.4480,23.4214,23.9270,23.6301,25.0215,23.8438,24.4743,23.9747

10.7810,24.7059,24.0010,23.6667,23.4401,23.4086,23.9345,23.6052,25.0120,23.8445,24.4733,23.9718

11.7810,24.7076,24.0052,23.6718,23.4306,23.4089,23.9107,23.6212,25.0265,23.8448,24.4686,23.9728

12.7810,24.7154,23.9651,23.6818,23.4340,23.3902,23.9303,23.6322,25.0050,23.8373,24.4677,23.9693

13.7810,24.7246,23.9826,23.6611,23.4274,23.3961,23.9281,23.6199,24.9972,23.8383,24.4627,23.9671

