Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.8760,39.2916,39.4142,39.4291,39.3839,39.1215,39.2651,39.5791,30.2641,39.3280,34.7646,38.2186

2.3220,39.3031,39.3859,39.4199,39.3999,39.0915,39.2202,39.5784,30.2757,39.3201,34.7479,38.2093

3.3220,39.2827,39.3554,39.4020,39.3647,39.0599,39.1993,39.5418,30.2692,39.2929,34.7342,38.1844

4.3220,39.2353,39.3371,39.3646,39.3357,39.0534,39.1831,39.5030,30.3163,39.2652,34.7497,38.1660

5.3220,39.1932,39.3069,39.3340,39.3111,39.0193,39.1387,39.4794,30.2763,39.2329,34.7075,38.1324

6.3220,39.1755,39.2728,39.3082,39.2924,38.9750,39.1009,39.4495,30.2833,39.2048,34.6921,38.1072

7.3220,39.1195,39.2626,39.2818,39.2365,38.9475,39.0897,39.4076,30.2941,39.1696,34.6919,38.0799

8.3220,39.1013,39.2087,39.2618,39.2250,38.9320,39.0481,39.4040,30.2879,39.1458,34.6680,38.0586

9.3220,39.1065,39.2080,39.2374,39.2024,38.8971,39.0272,39.3688,30.2781,39.1303,34.6527,38.0407

10.3220,39.0427,39.1755,39.1685,39.1737,38.8525,38.9928,39.3256,30.2829,39.0826,34.6379,38.0018

11.3230,39.0279,39.1382,39.1540,39.1517,38.8166,38.9701,39.3382,30.2849,39.0577,34.6275,37.9852

12.3220,38.9998,39.1065,39.1270,39.1065,38.7825,38.9448,39.2645,30.2998,39.0244,34.6223,37.9539

13.3220,38.9886,39.0718,39.1073,39.0956,38.7755,38.9214,39.2462,30.3110,39.0078,34.6162,37.9397

14.3220,38.9392,39.0577,39.0666,39.0405,38.7214,38.8800,39.2251,30.3087,38.9651,34.5944,37.9049

15.3230,38.9239,39.0061,39.0457,39.0280,38.7048,38.8363,39.2154,30.3014,38.9417,34.5688,37.8827

16.3220,38.8835,39.0094,39.0066,39.0122,38.6601,38.8382,39.1814,30.2944,38.9144,34.5663,37.8607

17.3220,38.8339,38.9754,38.9974,38.9740,38.6479,38.7873,39.1452,30.2887,38.8857,34.5380,37.8312

18.3230,38.8229,38.9274,38.9549,38.9502,38.6405,38.7678,39.1372,30.3043,38.8592,34.5361,37.8132

19.3220,38.7895,38.8963,38.9164,38.9257,38.5890,38.7429,39.0912,30.3219,38.8234,34.5324,37.7841

20.3230,38.7688,38.8711,38.8893,38.8981,38.5715,38.7133,39.0613,30.3170,38.7998,34.5151,37.7613

21.3220,38.7256,38.8412,38.8635,38.8663,38.5703,38.7004,39.0156,30.3082,38.7734,34.5043,37.7364

22.3220,38.7143,38.8143,38.8530,38.8469,38.5151,38.6364,39.0115,30.3359,38.7487,34.4861,37.7159

23.3220,38.6875,38.7999,38.8125,38.8176,38.5033,38.6427,38.9976,30.3225,38.7242,34.4826,37.6980

24.3230,38.6757,38.7601,38.7909,38.7909,38.4532,38.5950,38.9686,30.3416,38.6942,34.4683,37.6720

25.3220,38.6103,38.7250,38.7665,38.7553,38.4205,38.5842,38.9335,30.3204,38.6555,34.4523,37.6395

26.3220,38.6177,38.7077,38.7357,38.7235,38.4083,38.5412,38.8979,30.3307,38.6386,34.4360,37.6203

27.3220,38.5523,38.6749,38.6847,38.7020,38.3816,38.5290,38.8601,30.3127,38.5991,34.4208,37.5872

28.3220,38.5287,38.6506,38.6758,38.6791,38.3701,38.4802,38.8390,30.3227,38.5808,34.4015,37.5683

29.3220,38.5020,38.6238,38.6466,38.6644,38.3350,38.4521,38.8155,30.3405,38.5543,34.3963,37.5475

30.3220,38.4834,38.5895,38.6305,38.6380,38.3010,38.4340,38.7938,30.3485,38.5285,34.3912,37.5273

31.3220,38.4778,38.5662,38.5905,38.5816,38.2683,38.4330,38.7677,30.3457,38.4969,34.3894,37.5038

32.3220,38.4351,38.5542,38.5738,38.5752,38.2420,38.3861,38.7384,30.3248,38.4761,34.3555,37.4787

33.3220,38.3951,38.5193,38.5515,38.5412,38.2234,38.3443,38.6994,30.3151,38.4461,34.3297,37.4487

34.3220,38.3823,38.4902,38.5191,38.5173,38.2172,38.3142,38.6772,30.3252,38.4252,34.3197,37.4303

35.3220,38.3621,38.4629,38.4820,38.4904,38.1676,38.3243,38.6602,30.3485,38.3930,34.3364,37.4123

36.3220,38.3435,38.4468,38.4603,38.4729,38.1443,38.2754,38.6194,30.3274,38.3736,34.3014,37.3862

37.3220,38.3200,38.3963,38.4411,38.4303,38.1151,38.2584,38.5871,30.3366,38.3406,34.2975,37.3606

38.3230,38.2800,38.4064,38.4167,38.4120,38.1031,38.2314,38.5809,30.3377,38.3236,34.2846,37.3460

39.3220,38.2633,38.3530,38.3838,38.3726,38.0823,38.1868,38.5307,30.3073,38.2910,34.2470,37.3100

40.3220,38.2288,38.3350,38.3620,38.3639,38.0468,38.1700,38.5295,30.3510,38.2673,34.2605,37.2984

41.3220,38.2097,38.3083,38.3358,38.3190,38.0356,38.1523,38.5117,30.3059,38.2417,34.2291,37.2723

42.3230,38.1888,38.2900,38.2928,38.3073,38.0171,38.1151,38.4771,30.3446,38.2192,34.2299,37.2541

43.3220,38.1551,38.2596,38.2773,38.2769,37.9839,38.1019,38.4322,30.3224,38.1906,34.2122,37.2262

44.3220,38.1364,38.2437,38.2497,38.2623,37.9512,38.0842,38.4144,30.3412,38.1687,34.2127,37.2104

45.3220,38.1065,38.2081,38.2440,38.2300,37.9343,38.0346,38.3886,30.3260,38.1445,34.1803,37.1840

