Elapsed Time (s), Rod voltage (V), Rod Current (A), Rod Power (W)
1.8760,NaN,NaN,NaN

2.3220,0.0025,0.7850,0.0020

3.3220,0.0025,0.7825,0.0019

4.3220,0.0025,0.7875,0.0020

5.3220,0.0025,0.7838,0.0019

6.3220,0.0025,0.7857,0.0020

7.3220,0.0025,0.7793,0.0019

8.3220,0.0025,0.7845,0.0019

9.3220,0.0025,0.7858,0.0019

10.3220,0.0025,0.7846,0.0019

11.3230,0.0025,0.7808,0.0019

12.3220,0.0025,0.7860,0.0019

13.3220,0.0024,0.7846,0.0019

14.3220,0.0024,0.7817,0.0019

15.3230,0.0024,0.7830,0.0019

16.3220,0.0024,0.7806,0.0019

17.3220,0.0024,0.7819,0.0019

18.3230,0.0024,0.7799,0.0019

19.3220,0.0024,0.7757,0.0019

20.3230,0.0025,0.7791,0.0019

21.3220,0.0025,0.7818,0.0019

22.3220,0.0024,0.7726,0.0019

23.3220,0.0025,0.7739,0.0019

24.3230,0.0025,0.7789,0.0019

25.3220,0.0024,0.7835,0.0019

26.3220,0.0024,0.7804,0.0019

27.3220,0.0024,0.7801,0.0019

28.3220,0.0024,0.7835,0.0019

29.3220,0.0024,0.7892,0.0019

30.3220,0.0024,0.7859,0.0019

31.3220,0.0024,0.7802,0.0019

32.3220,0.0024,0.7836,0.0019

33.3220,0.0024,0.7873,0.0019

34.3220,0.0024,0.7798,0.0019

35.3220,0.0024,0.7756,0.0019

36.3220,0.0024,0.7806,0.0019

37.3220,0.0024,0.7768,0.0019

38.3230,0.0024,0.7775,0.0019

39.3220,0.0024,0.7784,0.0019

40.3220,0.0025,0.7776,0.0019

41.3220,0.0024,0.7759,0.0019

42.3230,0.0025,0.7694,0.0019

43.3220,0.0024,0.7688,0.0019

44.3220,0.0025,0.7748,0.0019

45.3220,0.0024,0.7739,0.0019

46.3220,0.0025,0.7720,0.0019

47.3220,0.0025,0.7754,0.0019

