Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.8760,1.6359,4.2588,45.2226,0.2515

2.3220,1.6359,4.2588,Inf,0.0000

3.3220,1.6352,4.2537,0.0000,0.2594

4.3220,1.6364,4.2691,45.0967,0.2583

5.3220,1.6363,4.2588,45.1039,0.2540

6.3220,1.7005,5.2570,45.1601,0.2562

7.3220,1.7468,5.2673,45.1474,0.2595

8.3220,1.7809,5.2518,45.1951,0.2526

9.3220,1.8083,5.2724,45.0225,0.2574

10.3220,1.8297,5.2621,44.9242,0.2443

11.3230,1.8693,5.2827,45.4033,0.2588

12.3220,1.9092,5.2930,45.0217,0.2400

13.3220,1.9477,5.2518,45.0797,0.2582

14.3220,1.9851,5.2364,45.1036,0.2542

15.3230,2.0250,5.2930,44.8827,0.2430

16.3220,2.0254,5.2673,45.2938,0.2540

17.3220,2.0244,5.2416,45.2268,0.2529

18.3230,2.0244,5.2518,44.7819,0.2165

19.3220,2.0238,5.2570,45.0829,0.2484

20.3230,2.0232,5.2467,45.1735,0.2560

21.3220,2.0222,5.2570,44.9106,0.2450

22.3220,2.0224,5.2981,45.0324,0.2479

23.3220,2.0228,5.2621,44.9643,0.2587

24.3230,2.0218,5.2107,44.9314,0.2558

25.3220,2.0206,5.2621,44.9293,0.2543

26.3220,2.0202,5.2570,44.9658,0.2547

27.3220,2.0204,5.2467,45.0935,0.2498

28.3220,2.0202,5.2467,44.8536,0.2489

29.3220,2.0204,5.2621,45.0040,0.2416

30.3220,2.0210,5.2621,44.9773,0.2529

31.3220,2.0210,5.2570,44.8711,0.2551

32.3220,2.0194,5.2570,45.0092,0.2578

33.3220,2.0198,5.2724,44.9935,0.2564

34.3220,2.0220,5.2673,45.2181,0.2553

35.3220,2.0224,5.2724,44.9527,0.2503

36.3220,2.0220,5.2467,45.0006,0.2505

37.3220,2.0242,5.3033,44.8012,0.2512

38.3230,2.0252,5.2724,45.0889,0.2502

39.3220,2.0254,5.2673,45.0817,0.2467

40.3220,2.0242,5.2313,44.8581,0.2564

41.3220,2.0234,5.2364,45.0178,0.2579

42.3230,2.0232,5.2518,44.9506,0.2463

43.3220,2.0234,5.2776,45.0509,0.2473

44.3220,2.0230,5.2570,45.1345,0.2324

45.3220,2.0250,5.3239,44.9508,0.2568

46.3220,2.0264,5.2827,44.9294,0.2372

47.3220,2.0248,5.2621,45.1210,0.2522

48.3220,2.0242,5.2570,44.9232,0.2542

49.3220,2.0240,5.2621,45.0381,0.2581

50.3220,2.0254,5.2673,44.9808,0.2524

51.3220,2.0266,5.2673,44.9695,0.2550

52.3220,2.0256,5.2261,44.8501,0.2389

53.3220,2.0246,5.2518,45.0531,0.2493

54.3220,2.0238,5.2364,44.8981,0.2528

55.3220,2.0212,5.2570,44.8038,0.2533

56.3220,2.0212,5.2827,44.9317,0.2548

57.3220,2.0210,5.2570,44.8682,0.2513

58.3220,2.0212,5.2621,44.9010,0.2561

59.3220,2.0216,5.2724,45.0885,0.2570

60.3220,2.0218,5.2724,45.0233,0.2523

61.3220,2.0224,5.2827,45.1522,0.2571

62.3220,2.0238,5.2621,45.0091,0.2584

63.3220,2.0234,5.2416,44.5616,0.2307

64.3220,2.0256,5.2930,44.8267,0.2521

65.3220,2.0256,5.2570,45.0122,0.2587

66.3220,2.0254,5.2776,45.0560,0.2546

67.3220,2.0256,5.2621,45.0065,0.2372

68.3230,2.0289,5.3496,45.0174,0.2520

69.3230,2.0281,5.2518,44.8662,0.2554

70.3220,2.0279,5.2673,44.8213,0.2543

71.3220,2.0278,5.2776,45.0146,0.2340

72.3220,2.0281,5.2724,44.8502,0.2498

73.3220,2.0281,5.2416,44.8339,0.2439

74.3220,2.0260,5.2364,44.8894,0.2533

75.3220,2.0272,5.2879,44.9226,0.2554

76.3230,2.0272,5.2776,44.9316,0.2521

77.3220,2.0268,5.2518,44.9311,0.2507

78.3220,2.0222,5.2313,45.0321,0.2577

79.3220,2.0226,5.2621,44.8239,0.2550

80.3220,2.0224,5.2621,45.0539,0.2576

81.3220,2.0226,5.2827,44.8202,0.2547

82.3220,2.0226,5.2724,44.9322,0.2444

83.3230,2.0234,5.2621,44.8982,0.2242

84.3220,2.0240,5.2518,44.9299,0.2554

85.3230,2.0230,5.2621,44.8130,0.2449

86.3220,2.0226,5.2673,45.0587,0.2575

87.3220,2.0222,5.2416,44.7542,0.2456

88.3220,2.0252,5.3084,44.7791,0.2381

89.3220,2.0258,5.2776,44.9128,0.2487

90.3220,2.0254,5.2518,45.2123,0.2520

91.3220,2.0240,5.2467,44.8993,0.2568

92.3220,2.0250,5.2981,44.9291,0.2580

93.3220,2.0252,5.2673,44.9325,0.2572

94.3220,2.0256,5.2621,44.8730,0.2572

95.3220,2.0256,5.2621,44.9516,0.2542

96.3220,2.0252,5.2570,45.0150,0.2509

97.3220,2.0268,5.2827,44.8696,0.2553

98.3220,2.0250,5.2621,44.9525,0.2570

99.3220,2.0234,5.2364,44.8793,0.2414

100.3220,2.0234,5.2518,44.7678,0.2547

101.3220,2.0244,5.2724,44.8700,0.2577

102.3220,2.0214,5.2210,44.9902,0.2559

103.3220,2.0218,5.2776,44.8429,0.2511

104.3220,2.0216,5.2570,44.8015,0.2462

105.3220,2.0214,5.2570,44.6220,0.2540

106.3230,2.0224,5.2827,44.8456,0.2566

107.3220,2.0216,5.2621,45.0006,0.2553

108.3220,2.0204,5.2313,45.0266,0.2461

109.3220,2.0204,5.2364,44.6222,0.2472

110.3220,2.0218,5.2879,44.7021,0.2505

111.3220,2.0206,5.2416,44.8105,0.2455

112.3220,2.0228,5.2776,44.8664,0.2525

113.3220,2.0232,5.2879,44.7043,0.2497

114.3220,2.0222,5.2313,44.7462,0.2523

115.3220,2.0220,5.2518,44.7940,0.2555

116.3220,2.0200,5.2313,44.7627,0.2533

117.3220,2.0202,5.2673,44.8641,0.2566

118.3220,2.0214,5.2621,44.7869,0.2506

119.3220,2.0226,5.2673,45.0334,0.2509

120.3220,2.0214,5.2570,44.8952,0.2482

121.3220,2.0222,5.2621,44.8923,0.2518

122.3220,2.0202,5.2261,44.7833,0.2547

123.3220,2.0200,5.2827,44.7122,0.2555

124.3220,2.0210,5.2570,44.9675,0.2277

125.3220,2.0222,5.2827,44.8585,0.2505

126.3220,2.0226,5.2416,44.8749,0.2494

127.3220,2.0220,5.2518,44.8144,0.2372

