Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.9200,1.6499,2.1438,4.2434,4.5527,3.9348,6.4662,3.0695,3.2657,6.4662,3.7229

2.2840,1.9585,2.2055,4.4286,4.7379,4.5522,6.4045,3.5017,3.5641,6.4045,3.9699

3.2840,2.0820,2.2055,4.2434,4.5527,4.2435,6.6514,2.7608,3.3480,6.6514,3.8199

4.2840,2.5141,1.5264,4.2434,4.3675,4.2435,6.7132,3.3165,3.3686,6.7132,3.8464

5.2850,1.9585,2.0820,4.5521,4.4293,4.3670,6.5279,3.1313,3.4200,6.5279,3.8640

6.2850,1.6499,2.2055,4.3669,4.2441,4.7375,7.1453,2.7608,3.3274,7.1453,3.8728

7.2840,2.0203,2.5142,4.4286,4.4910,4.6757,7.0836,3.0695,3.5332,7.0836,4.0404

8.2840,2.0820,2.0203,5.0460,4.6762,4.3670,7.1453,3.0695,3.5435,7.1453,4.0580

9.2850,1.2795,2.0203,4.6139,4.4293,4.5522,6.8984,3.2547,3.3583,6.8984,3.8640

10.2840,1.8351,2.2672,4.3669,4.4910,4.5522,7.9479,3.1313,3.4406,7.9479,4.0845

11.2840,2.1437,1.8968,4.3052,4.3675,4.4287,7.4540,3.3165,3.4097,7.4540,3.9875

12.2840,2.2054,2.1438,4.4286,3.9354,4.3670,8.0713,2.8843,3.3274,8.0713,4.0051

13.2840,2.2054,1.6499,4.6756,4.1206,4.3053,7.8244,3.0695,3.3377,7.8244,3.9787

14.2840,1.9585,1.8968,4.4904,4.3058,4.6757,7.6392,3.0695,3.3995,7.6392,4.0051

15.2840,2.0203,2.1438,4.5521,4.6145,4.1818,8.0096,2.6373,3.3583,8.0096,4.0228

16.2840,1.9585,1.7733,4.4904,4.4910,4.4905,8.0713,3.0078,3.3686,8.0713,4.0404

17.2840,2.0820,1.6499,4.4904,4.9231,4.6757,8.0713,3.1313,3.4921,8.0713,4.1462

18.2840,2.0203,1.9585,4.4904,4.4293,4.9844,8.3183,3.0078,3.4818,8.3183,4.1727

19.2840,1.8968,2.4524,4.3669,3.1946,4.6757,8.0096,3.1930,3.2966,8.0096,3.9699

20.2840,1.8351,1.9585,4.6756,4.4910,4.4905,8.0713,3.2547,3.4509,8.0713,4.1110

21.2840,2.0203,1.8968,4.6139,3.9971,4.6140,8.2565,2.9460,3.3480,8.2565,4.0492

22.2850,1.9585,2.3290,4.3052,4.5527,4.4287,8.6887,2.8843,3.4097,8.6887,4.1639

23.2840,1.9585,2.2055,4.3052,4.4910,4.5522,8.4418,3.2547,3.4612,8.4418,4.1727

24.2840,1.8968,2.5142,4.5521,4.1823,4.3670,9.0591,3.0695,3.4303,9.0591,4.2344

25.2840,2.0820,2.1438,4.5521,4.1823,4.5522,8.4418,3.1313,3.4406,8.4418,4.1551

26.2850,1.6499,2.3290,4.1817,4.4293,4.1818,8.8739,3.1313,3.3171,8.8739,4.1110

27.2840,2.2054,1.7116,4.3669,4.5527,4.2435,9.1208,3.1313,3.3686,9.1208,4.1903

28.2840,1.9585,1.8968,4.6756,4.7997,4.1818,9.3061,3.1313,3.4406,9.3061,4.2785

29.2840,1.9585,2.3290,4.6756,4.4293,4.4905,9.4295,3.0695,3.4921,9.4295,4.3403

30.2840,1.8968,1.6499,4.5521,5.3553,4.6140,9.4913,3.0695,3.5229,9.4913,4.3755

31.2850,1.9585,1.8968,4.3669,4.5527,4.4905,9.7999,3.1313,3.3995,9.7999,4.3138

32.2840,2.0203,1.8968,4.5521,4.3675,4.4905,9.8617,3.4400,3.4612,9.8617,4.3755

33.2840,2.0820,1.8968,4.4904,4.1823,4.3053,9.9851,2.9460,3.3171,9.9851,4.2697

34.2840,1.8968,2.2672,4.4286,4.5527,4.6140,10.1086,3.0695,3.4715,10.1086,4.4196

35.2840,2.0820,2.2055,4.6756,4.4910,4.3053,9.9851,2.9460,3.4509,9.9851,4.3844

36.2840,1.9585,1.7116,4.7991,4.5527,4.3053,10.1704,3.1930,3.4200,10.1704,4.3844

37.2840,2.0203,2.1438,4.3669,4.7997,4.2435,9.8617,3.0078,3.4303,9.8617,4.3491

38.2840,2.5758,2.0820,4.6756,4.2441,4.2435,9.9234,3.1930,3.5023,9.9234,4.4196

39.2840,1.8351,1.9585,4.6139,4.4293,4.5522,10.3556,3.6252,3.5024,10.3556,4.4814

40.2840,1.9585,2.3907,4.4286,4.4910,4.6140,10.1086,3.0078,3.4818,10.1086,4.4285

41.2840,2.2054,1.8968,4.2434,4.4293,4.1818,10.1086,3.0078,3.3274,10.1086,4.2962

42.2840,2.0820,2.0203,4.8608,4.3058,4.3670,10.0469,3.3165,3.4921,10.0469,4.4285

43.2840,2.0203,2.0820,4.3052,5.0466,4.4905,10.2321,3.3165,3.5435,10.2321,4.4990

44.2840,2.2054,2.0203,5.1695,4.5527,4.4287,10.1704,3.0695,3.5744,10.1704,4.5167

45.2840,1.7116,2.0203,4.4286,4.6145,4.4287,10.4173,3.1930,3.3995,10.4173,4.4020

46.2840,2.2672,1.9585,4.4286,4.3058,4.4287,10.2938,3.3782,3.4612,10.2938,4.4373

47.2840,2.0820,2.0203,4.6756,4.3675,4.1200,10.3556,2.8843,3.3583,10.3556,4.3579

