Elapsed Time (s), Rod voltage (V), Rod Current (A), Rod Power (W)
1.9200,NaN,NaN,NaN

2.2840,0.0017,0.0441,0.0001

3.2840,0.0017,0.0629,0.0001

4.2840,0.0017,0.0636,0.0001

5.2850,0.0017,0.0696,0.0001

6.2850,0.0017,0.0680,0.0001

7.2840,0.0017,0.0683,0.0001

8.2840,0.0017,0.0633,0.0001

9.2850,0.0017,0.0667,0.0001

10.2840,0.0017,0.0655,0.0001

11.2840,0.0017,0.0652,0.0001

12.2840,0.0017,0.0678,0.0001

13.2840,0.0017,0.0706,0.0001

14.2840,0.0017,0.0572,0.0001

15.2840,0.0017,0.0503,0.0001

16.2840,0.0017,0.0741,0.0001

17.2840,0.0017,0.0578,0.0001

18.2840,0.0017,0.0716,0.0001

19.2840,0.0017,0.0650,0.0001

20.2840,0.0017,0.0717,0.0001

21.2840,0.0017,0.0696,0.0001

22.2850,0.0017,0.0513,0.0001

23.2840,0.0017,0.0558,0.0001

24.2840,0.0017,0.0690,0.0001

25.2840,0.0017,0.0573,0.0001

26.2850,0.0017,0.0672,0.0001

27.2840,0.0017,0.0626,0.0001

28.2840,0.0017,0.0574,0.0001

29.2840,0.0017,0.0669,0.0001

30.2840,0.0017,0.0622,0.0001

31.2850,0.0017,0.0513,0.0001

32.2840,0.0017,0.0717,0.0001

33.2840,0.0017,0.0640,0.0001

34.2840,0.0017,0.0683,0.0001

35.2840,0.0017,0.0685,0.0001

36.2840,0.0017,0.0691,0.0001

37.2840,0.0017,0.0715,0.0001

38.2840,0.0017,0.0667,0.0001

39.2840,0.0017,0.0684,0.0001

40.2840,0.0017,0.0592,0.0001

41.2840,0.0017,0.0651,0.0001

42.2840,0.0017,0.0778,0.0001

43.2840,0.0017,0.0667,0.0001

44.2840,0.0017,0.0584,0.0001

45.2840,0.0017,0.0643,0.0001

46.2840,0.0017,0.0642,0.0001

47.2840,0.0017,0.0651,0.0001

48.2840,0.0017,0.0647,0.0001

49.2840,0.0017,0.0676,0.0001

50.2850,0.0017,0.0706,0.0001

51.2840,0.0017,0.0560,0.0001

52.2840,0.0017,0.0736,0.0001

53.2840,0.0017,0.0617,0.0001

54.2840,0.0017,0.0670,0.0001

55.2840,0.0017,0.0583,0.0001

56.2840,0.0017,0.0529,0.0001

57.2840,0.0017,0.0821,0.0001

58.2840,0.0017,0.0618,0.0001

59.2840,0.0017,0.0495,0.0001

60.2840,0.0017,0.0739,0.0001

61.2840,0.0017,0.0558,0.0001

62.2850,0.0017,0.0593,0.0001

63.2840,0.0017,0.0539,0.0001

64.2840,0.0017,0.0504,0.0001

65.2840,0.0017,0.0607,0.0001

66.2840,0.0017,0.0609,0.0001

67.2840,0.0017,0.0655,0.0001

68.2840,0.0017,0.0739,0.0001

69.2840,0.0017,0.0689,0.0001

70.2840,0.0017,0.0518,0.0001

71.2840,0.0017,0.0592,0.0001

72.2840,0.0017,0.0572,0.0001

73.2840,0.0017,0.0648,0.0001

74.2840,0.0017,0.0690,0.0001

75.2840,0.0017,0.0567,0.0001

76.2840,0.0017,0.0650,0.0001

77.2840,0.0017,0.0654,0.0001

78.2850,0.0017,0.0617,0.0001

79.2840,0.0017,0.0589,0.0001

80.2840,0.0017,0.0664,0.0001

81.2840,0.0017,0.0691,0.0001

82.2840,0.0017,0.0581,0.0001

83.2840,0.0017,0.0604,0.0001

84.2840,0.0018,0.0646,0.0001

85.2840,0.0018,0.0674,0.0001

86.2840,0.0018,0.0542,0.0001

87.2840,0.0017,0.0712,0.0001

88.2840,0.0017,0.0660,0.0001

89.2840,0.0017,0.0625,0.0001

90.2840,0.0018,0.0610,0.0001

91.2840,0.0018,0.0694,0.0001

92.2840,0.0017,0.0669,0.0001

93.2840,0.0017,0.0609,0.0001

94.2840,0.0017,0.0631,0.0001

95.2840,0.0017,0.0599,0.0001

96.2840,0.0017,0.0615,0.0001

97.2840,0.0017,0.0592,0.0001

98.2840,0.0017,0.0644,0.0001

99.2840,0.0017,0.0569,0.0001

100.2840,0.0017,0.0587,0.0001

101.2840,0.0017,0.0564,0.0001

102.2850,0.0017,0.0473,0.0001

103.2850,0.0017,0.0574,0.0001

104.2840,0.0017,0.0663,0.0001

105.2840,0.0017,0.0594,0.0001

106.2850,0.0017,0.0600,0.0001

107.2840,0.0017,0.0472,0.0001

108.2840,0.0017,0.0514,0.0001

109.2840,0.0017,0.0525,0.0001

110.2840,0.0017,0.0558,0.0001

111.2850,0.0017,0.0595,0.0001

112.2850,0.0017,0.0539,0.0001

113.2840,0.0018,0.0540,0.0001

114.2840,0.0018,0.0601,0.0001

115.2840,0.0017,0.0685,0.0001

116.2840,0.0017,0.0613,0.0001

117.2840,0.0017,0.0621,0.0001

118.2840,0.0017,0.0646,0.0001

119.2840,0.0017,0.0652,0.0001

120.2840,0.0017,0.0693,0.0001

121.2840,0.0017,0.0485,0.0001

122.2840,0.0017,0.0505,0.0001

123.2840,0.0017,0.0584,0.0001

124.2840,0.0017,0.0572,0.0001

125.2840,0.0018,0.0533,0.0001

126.2840,0.0017,0.0444,0.0001

127.2840,0.0017,0.0537,0.0001

128.2840,0.0017,0.0554,0.0001

129.2850,0.0017,0.0602,0.0001

130.2840,0.0017,0.0532,0.0001

131.2840,0.0017,0.0574,0.0001

132.2840,0.0017,0.0542,0.0001

133.2840,0.0017,0.0470,0.0001

134.2850,0.0017,0.0558,0.0001

135.2840,0.0017,0.0653,0.0001

136.2840,0.0017,0.0695,0.0001

137.2840,0.0017,0.0544,0.0001

138.2840,0.0017,0.0627,0.0001

139.2840,0.0017,0.0537,0.0001

140.2840,0.0017,0.0614,0.0001

141.2840,0.0017,0.0526,0.0001

142.2840,0.0017,0.0595,0.0001

143.2840,0.0017,0.0506,0.0001

144.2840,0.0017,0.0694,0.0001

145.2840,0.0017,0.0502,0.0001

146.2840,0.0017,0.0575,0.0001

147.2840,0.0017,0.0532,0.0001

148.2840,0.0017,0.0538,0.0001

149.2840,0.0017,0.0605,0.0001

150.2850,0.0017,0.0625,0.0001

151.2840,0.0017,0.0685,0.0001

152.2840,0.0017,0.0668,0.0001

153.2840,0.0017,0.0595,0.0001

154.2840,0.0017,0.0568,0.0001

155.2840,0.0017,0.0526,0.0001

156.2840,0.0017,0.0531,0.0001

157.2840,0.0017,0.0595,0.0001

158.2840,0.0017,0.0699,0.0001

159.2840,0.0017,0.0608,0.0001

160.2840,0.0017,0.0701,0.0001

161.2850,0.0017,0.0609,0.0001

162.2840,0.0017,0.0546,0.0001

163.2840,0.0017,0.0565,0.0001

164.2840,0.0017,0.0537,0.0001

165.2840,0.0017,0.0607,0.0001

166.2840,0.0017,0.0518,0.0001

167.2840,0.0017,0.0640,0.0001

168.2840,0.0017,0.0679,0.0001

169.2840,0.0017,0.0633,0.0001

170.2840,0.0017,0.0546,0.0001

171.2840,0.0017,0.0662,0.0001

172.2840,0.0017,0.0790,0.0001

173.2840,0.0017,0.0595,0.0001

174.2840,0.0017,0.0630,0.0001

175.2840,0.0017,0.0581,0.0001

176.2850,0.0017,0.0609,0.0001

177.2840,0.0017,0.0670,0.0001

178.2840,0.0017,0.0641,0.0001

179.2840,0.0017,0.0664,0.0001

180.2840,0.0017,0.0609,0.0001

181.2840,0.0017,0.0669,0.0001

182.2840,0.0017,0.0537,0.0001

183.2840,0.0017,0.0615,0.0001

184.2840,0.0017,0.0608,0.0001

185.2840,0.0017,0.0448,0.0001

186.2840,0.0017,0.0703,0.0001

187.2850,0.0017,0.0588,0.0001

188.2840,0.0017,0.0624,0.0001

189.2850,0.0017,0.0585,0.0001

190.2840,0.0017,0.0524,0.0001

191.2840,0.0017,0.0566,0.0001

192.2850,0.0017,0.0659,0.0001

193.2850,0.0017,0.0601,0.0001

194.2850,0.0017,0.0689,0.0001

195.2850,0.0017,0.0629,0.0001

196.2840,0.0017,0.0639,0.0001

197.2840,0.0017,0.0616,0.0001

198.2840,0.0017,0.0661,0.0001

199.2840,0.0017,0.0672,0.0001

200.2850,0.0017,0.0638,0.0001

201.2840,0.0017,0.0709,0.0001

202.2840,0.0017,0.0555,0.0001

203.2840,0.0017,0.0611,0.0001

204.2840,0.0017,0.0626,0.0001

205.2840,0.0017,0.0708,0.0001

206.2840,0.0017,0.0594,0.0001

207.2840,0.0017,0.0619,0.0001

208.2840,0.0017,0.0657,0.0001

209.2840,0.0017,0.0615,0.0001

210.2840,0.0017,0.0657,0.0001

211.2840,0.0017,0.0678,0.0001

212.2840,0.0017,0.0698,0.0001

213.2840,0.0017,0.0604,0.0001

214.2840,0.0017,0.0527,0.0001

215.2840,0.0018,0.0690,0.0001

216.2840,0.0017,0.0473,0.0001

217.2840,0.0018,0.0566,0.0001

218.2850,0.0017,0.0557,0.0001

219.2840,0.0017,0.0545,0.0001

220.2840,0.0017,0.0594,0.0001

221.2840,0.0017,0.0656,0.0001

222.2840,0.0017,0.0467,0.0001

223.2840,0.0017,0.0487,0.0001

224.2840,0.0017,0.0638,0.0001

225.2840,0.0017,0.0575,0.0001

226.2840,0.0018,0.0522,0.0001

227.2840,0.0017,0.0515,0.0001

228.2840,0.0017,0.0672,0.0001

229.2840,0.0017,0.0630,0.0001

230.2840,0.0017,0.0554,0.0001

231.2840,0.0017,0.0565,0.0001

232.2840,0.0017,0.0554,0.0001

233.2840,0.0017,0.0548,0.0001

234.2840,0.0017,0.0596,0.0001

235.2840,0.0017,0.0655,0.0001

236.2840,0.0017,0.0545,0.0001

237.2850,0.0017,0.0570,0.0001

238.2840,0.0017,0.0658,0.0001

239.2840,0.0017,0.0623,0.0001

240.2840,0.0017,0.0587,0.0001

241.2840,0.0017,0.0611,0.0001

242.2840,0.0017,0.0545,0.0001

243.2840,0.0017,0.0690,0.0001

244.2840,0.0018,0.0586,0.0001

245.2840,0.0018,0.0684,0.0001

246.2840,0.0017,0.0509,0.0001

247.2840,0.0017,0.0716,0.0001

248.2840,0.0017,0.0682,0.0001

249.2850,0.0017,0.0622,0.0001

250.2840,0.0017,0.0574,0.0001

251.2840,0.0017,0.0589,0.0001

252.2840,0.0017,0.0705,0.0001

253.2850,0.0017,0.0604,0.0001

254.2840,0.0017,0.0620,0.0001

255.2840,0.0017,0.0620,0.0001

256.2840,0.0017,0.0571,0.0001

257.2840,0.0017,0.0574,0.0001

258.2840,0.0017,0.0645,0.0001

259.2840,0.0017,0.0561,0.0001

260.2840,0.0017,0.0706,0.0001

261.2840,0.0017,0.0615,0.0001

262.2850,0.0017,0.0546,0.0001

263.2840,0.0017,0.0680,0.0001

264.2840,0.0017,0.0613,0.0001

265.2840,0.0017,0.0558,0.0001

266.2840,0.0017,0.0483,0.0001

267.2840,0.0017,0.0643,0.0001

268.2840,0.0017,0.0510,0.0001

269.2840,0.0017,0.0607,0.0001

270.2840,0.0017,0.0618,0.0001

271.2840,0.0017,0.0681,0.0001

272.2840,0.0017,0.0545,0.0001

273.2840,0.0017,0.0528,0.0001

274.2840,0.0017,0.0663,0.0001

275.2840,0.0017,0.0609,0.0001

276.2840,0.0018,0.0457,0.0001

277.2840,0.0018,0.0511,0.0001

278.2840,0.0017,0.0479,0.0001

279.2840,0.0017,0.0588,0.0001

280.2840,0.0017,0.0515,0.0001

281.2840,0.0017,0.0616,0.0001

282.2840,0.0017,0.0670,0.0001

283.2840,0.0017,0.0498,0.0001

284.2840,0.0017,0.0538,0.0001

285.2840,0.0017,0.0622,0.0001

286.2840,0.0017,0.0512,0.0001

287.2840,0.0017,0.0445,0.0001

288.2840,0.0017,0.0613,0.0001

289.2840,0.0017,0.0492,0.0001

290.2840,0.0017,0.0492,0.0001

291.2840,0.0017,0.0568,0.0001

292.2850,0.0017,0.0558,0.0001

293.2840,0.0017,0.0547,0.0001

294.2850,0.0017,0.0567,0.0001

295.2840,0.0017,0.0529,0.0001

296.2840,0.0017,0.0784,0.0001

297.2840,0.0017,0.0489,0.0001

298.2840,0.0017,0.0647,0.0001

299.2840,0.0017,0.0474,0.0001

300.2840,0.0017,0.0546,0.0001

301.2840,0.0017,0.0639,0.0001

302.2840,0.0017,0.0436,0.0001

303.2850,0.0017,0.0634,0.0001

304.2840,0.0017,0.0558,0.0001

305.2840,0.0017,0.0638,0.0001

306.2850,0.0017,0.0613,0.0001

307.2840,0.0017,0.0555,0.0001

308.2840,0.0017,0.0663,0.0001

309.2840,0.0017,0.0673,0.0001

310.2840,0.0017,0.0616,0.0001

311.2840,0.0017,0.0555,0.0001

312.2840,0.0017,0.0632,0.0001

313.2850,0.0017,0.0673,0.0001

314.2850,0.0017,0.0635,0.0001

315.2840,0.0017,0.0650,0.0001

316.2840,0.0017,0.0665,0.0001

317.2840,0.0017,0.0677,0.0001

318.2840,0.0017,0.0571,0.0001

319.2840,0.0017,0.0665,0.0001

