Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.9200,1.9874,5.1695,0.0000,0.0001

2.2840,1.9964,5.2158,0.0000,0.0000

3.2840,1.9967,5.1952,0.0000,0.0001

4.2840,1.9934,5.1592,0.0000,0.0001

5.2850,1.9958,5.2158,0.0000,0.0001

6.2850,1.9960,5.1952,0.0000,0.0001

7.2840,1.9957,5.1850,0.0000,0.0001

8.2840,1.9961,5.2004,0.0000,0.0001

9.2850,1.9963,5.1952,0.0000,0.0001

10.2840,1.9954,5.1695,0.0000,0.0001

11.2840,1.9960,5.1850,0.0000,0.0001

12.2840,1.9789,4.7733,0.0000,0.0001

13.2840,1.9626,4.7733,0.0000,0.0001

14.2840,1.9457,4.7219,0.0000,0.0001

15.2840,1.9261,4.7065,0.0000,0.0001

16.2840,1.8969,4.4389,0.0000,0.0001

17.2840,1.8641,4.3360,0.0000,0.0001

18.2840,1.8262,4.2177,0.0000,0.0001

19.2840,1.7908,4.2794,0.0000,0.0001

20.2840,1.7467,4.0273,0.0000,0.0001

21.2840,1.6953,3.8524,0.0000,0.0001

22.2850,1.6548,3.7237,0.0000,0.0001

23.2840,1.6103,3.6208,0.0000,0.0001

24.2840,1.5650,3.5488,0.0000,0.0001

25.2840,1.5195,3.5282,0.0000,0.0001

26.2850,1.4729,3.2298,0.0000,0.0001

27.2840,1.4266,3.1372,0.0000,0.0001

28.2840,1.3773,2.9417,0.0000,0.0001

29.2840,1.3164,2.6999,0.0000,0.0001

30.2840,1.2602,2.5712,0.0000,0.0001

31.2850,1.2049,2.4220,0.0000,0.0001

32.2840,1.1468,2.2162,0.0000,0.0001

33.2840,1.0856,2.0362,0.0000,0.0001

34.2840,1.0163,1.7532,0.0000,0.0001

35.2840,0.9394,1.5371,0.0000,0.0001

36.2840,0.8663,1.3364,0.0000,0.0001

37.2840,0.7942,1.2695,0.0000,0.0001

38.2840,0.7388,1.5062,0.0000,0.0001

39.2840,0.6369,0.0604,0.0000,0.0001

40.2840,0.5384,0.0193,0.0000,0.0001

41.2840,0.4467,0.0450,0.0000,0.0001

42.2840,0.3635,0.0604,0.0000,0.0001

43.2840,0.2872,0.0604,0.0000,0.0001

44.2840,0.2215,0.0501,0.0000,0.0001

45.2840,0.1635,0.0347,0.0000,0.0001

46.2840,0.1144,0.0656,0.0000,0.0001

47.2840,0.0761,0.2765,0.0000,0.0001

48.2840,0.0699,1.3467,0.0000,0.0001

49.2840,0.1202,1.3621,0.0000,0.0001

50.2850,0.1720,1.3621,0.0000,0.0001

51.2840,0.2241,1.3930,0.0000,0.0001

52.2840,0.2743,1.3621,0.0000,0.0001

53.2840,0.3245,1.3621,0.0000,0.0001

54.2840,0.3760,1.3827,0.0000,0.0001

55.2840,0.4256,1.3210,0.0000,0.0001

56.2840,0.4751,1.3467,0.0000,0.0001

57.2840,0.5152,1.3158,0.0000,0.0001

58.2840,0.5154,1.3519,0.0000,0.0001

59.2840,0.5142,1.3313,0.0000,0.0001

60.2840,0.5118,1.3004,0.0000,0.0001

61.2840,0.5092,1.3261,0.0000,0.0001

62.2850,0.5079,1.3261,0.0000,0.0001

63.2840,0.5057,1.3055,0.0000,0.0001

64.2840,0.5029,1.3107,0.0000,0.0001

65.2840,0.5025,1.3107,0.0000,0.0001

66.2840,0.5021,1.3364,0.0000,0.0001

67.2840,0.5029,1.3364,0.0000,0.0001

68.2840,0.5031,1.3570,0.0000,0.0001

69.2840,0.5023,1.3107,0.0000,0.0001

70.2840,0.5035,1.3313,0.0000,0.0001

71.2840,0.5085,1.4548,0.0000,0.0001

72.2840,0.5079,1.3107,0.0000,0.0001

73.2840,0.5077,1.3004,0.0000,0.0001

74.2840,0.5094,1.3570,0.0000,0.0001

75.2840,0.5138,1.4239,0.0000,0.0001

76.2840,0.5148,1.3621,0.0000,0.0001

77.2840,0.5142,1.3210,0.0000,0.0001

78.2850,0.5124,1.3107,0.0000,0.0001

79.2840,0.5130,1.3261,0.0000,0.0001

80.2840,0.5126,1.3210,0.0000,0.0001

81.2840,0.5077,1.3261,0.0000,0.0001

82.2840,0.5096,1.3621,0.0000,0.0001

83.2840,0.5108,1.3313,0.0000,0.0001

84.2840,0.5104,1.3467,0.0000,0.0001

85.2840,0.5073,1.3416,0.0000,0.0001

86.2840,0.5077,1.3724,0.0000,0.0001

87.2840,0.5079,1.3261,0.0000,0.0001

88.2840,0.5094,1.3519,0.0000,0.0001

89.2840,0.5098,1.3364,0.0000,0.0001

90.2840,0.5124,1.3879,0.0000,0.0001

91.2840,0.5144,1.3776,0.0000,0.0001

92.2840,0.5136,1.3416,0.0000,0.0001

93.2840,0.5156,1.3827,0.0000,0.0001

94.2840,0.5174,1.3930,0.0000,0.0001

95.2840,0.5218,1.4548,0.0000,0.0001

96.2840,0.5245,1.4445,0.0000,0.0001

97.2840,0.5295,1.4548,0.0000,0.0001

98.2840,0.5331,1.4445,0.0000,0.0001

