Elapsed Time (s), Rod voltage (V), Rod Current (A), Rod Power (W)
1.8960,NaN,NaN,NaN

2.3270,0.0021,0.7177,0.0015

3.3270,0.0021,0.7118,0.0015

4.3270,0.0021,0.7241,0.0015

5.3270,0.0022,0.7239,0.0016

6.3270,0.0022,0.7196,0.0015

7.3270,0.0022,0.7198,0.0015

8.3270,0.0021,0.7195,0.0015

9.3270,0.0021,0.7231,0.0015

10.3270,0.0021,0.7177,0.0015

11.3280,0.0021,0.7196,0.0015

12.3270,0.0021,0.7168,0.0015

13.3270,0.0021,0.7151,0.0015

14.3270,0.0021,0.7175,0.0015

15.3280,0.0021,0.7164,0.0015

16.3270,0.0021,0.7287,0.0015

17.3270,0.0021,0.7267,0.0015

18.3270,0.0021,0.7243,0.0015

19.3270,0.0021,0.7204,0.0015

20.3270,0.0021,0.7219,0.0015

21.3280,0.0021,0.7232,0.0015

22.3270,0.0022,0.7165,0.0015

23.3270,0.0021,0.7268,0.0016

24.3280,0.0021,0.7203,0.0015

25.3270,0.0021,0.7188,0.0015

26.3270,0.0021,0.7191,0.0015

27.3270,0.0021,0.7151,0.0015

28.3270,0.0021,0.7172,0.0015

29.3270,0.0021,0.7172,0.0015

30.3270,0.0021,0.7091,0.0015

31.3270,0.0021,0.7137,0.0015

32.3270,0.0021,0.7170,0.0015

33.3270,0.0021,0.7195,0.0015

34.3270,0.0021,0.7222,0.0016

35.3270,0.0022,0.7166,0.0015

36.3270,0.0022,0.7173,0.0016

37.3270,0.0022,0.7144,0.0015

38.3270,0.0021,0.7143,0.0015

39.3270,0.0022,0.7137,0.0015

40.3270,0.0021,0.7164,0.0015

41.3270,0.0022,0.7175,0.0015

42.3270,0.0021,0.7136,0.0015

43.3280,0.0021,0.7140,0.0015

44.3270,0.0021,0.7073,0.0015

45.3270,0.0021,0.7127,0.0015

46.3280,0.0021,0.7093,0.0015

47.3270,0.0021,0.7161,0.0015

48.3270,0.0021,0.7128,0.0015

49.3270,0.0021,0.7138,0.0015

50.3270,0.0021,0.7081,0.0015

51.3270,0.0021,0.7095,0.0015

52.3270,0.0022,0.7071,0.0015

53.3270,0.0021,0.7095,0.0015

54.3270,0.0021,0.7085,0.0015

55.3270,0.0021,0.7057,0.0015

56.3270,0.0021,0.7074,0.0015

57.3270,0.0021,0.7117,0.0015

58.3270,0.0021,0.7076,0.0015

59.3270,0.0021,0.7090,0.0015

60.3270,0.0021,0.7035,0.0015

61.3270,0.0021,0.7058,0.0015

62.3270,0.0021,0.7103,0.0015

63.3270,0.0021,0.7057,0.0015

64.3270,0.0021,0.7078,0.0015

65.3270,0.0021,0.7131,0.0015

66.3270,0.0021,0.7095,0.0015

67.3270,0.0021,0.7062,0.0015

68.3270,0.0021,0.7042,0.0015

69.3270,0.0021,0.7050,0.0015

70.3270,0.0021,0.7023,0.0015

