Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.8970,24.0185,24.3129,23.5947,23.9357,23.5910,23.6123,24.4240,23.7509,23.8906,23.6816,23.9050

2.5560,24.0123,24.2902,23.6117,23.9460,23.5763,23.6056,24.4372,23.7844,23.8873,23.6950,23.9079

3.5560,23.9951,24.3075,23.5940,23.9543,23.5889,23.6296,24.4228,23.7823,23.8879,23.7059,23.9093

4.5570,23.9954,24.3052,23.5893,23.9709,23.5992,23.6318,24.4569,23.7628,23.8920,23.6973,23.9139

5.5560,24.0085,24.3084,23.6039,23.9614,23.5985,23.6340,24.4483,23.7697,23.8961,23.7019,23.9166

