Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.8970,1.2795,1.2177,4.3052,3.6885,3.6261,1.4039,2.0817,2.6998,1.4039,2.5146

2.5560,1.2178,1.2794,3.8112,3.7502,3.9965,1.4656,2.0199,2.6792,1.4656,2.5058

3.5560,1.4030,1.2177,4.2434,3.7502,3.6261,1.4039,2.4521,2.7821,1.4039,2.5852

4.5570,1.0943,1.5264,3.6260,4.1206,3.6261,1.0952,2.6991,2.7821,1.0952,2.5411

5.5560,1.1561,1.4029,3.6878,3.1946,3.8731,1.7126,2.6373,2.6586,1.7126,2.5235

