Elapsed Time (s), Rod voltage (V), Rod Current (A), Rod Power (W)
1.9130,NaN,NaN,NaN

2.2670,0.0024,0.7241,0.0018

3.2050,0.0024,0.7205,0.0018

4.2050,0.0024,0.7177,0.0017

5.2050,0.0024,0.7158,0.0017

6.2050,0.0024,0.7138,0.0017

7.2050,0.0024,0.7171,0.0017

8.2050,0.0024,0.7156,0.0017

9.2050,0.0024,0.7214,0.0018

10.2050,0.0024,0.7153,0.0017

11.2050,0.0025,0.7195,0.0018

12.2050,0.0024,0.7235,0.0018

13.2050,0.0024,0.7159,0.0017

14.2050,0.0024,0.7180,0.0018

15.2050,0.0024,0.7157,0.0017

16.2050,0.0024,0.7120,0.0017

17.2060,0.0024,0.7174,0.0018

18.2050,0.0024,0.7092,0.0017

19.2050,0.0024,0.7072,0.0017

20.2050,0.0024,0.7122,0.0017

21.2050,0.0024,0.7135,0.0017

22.2050,0.0024,0.7164,0.0017

23.2050,0.0024,0.7108,0.0017

24.2060,0.0024,0.7116,0.0017

25.2050,0.0024,0.7099,0.0017

26.2050,0.0024,0.7097,0.0017

27.2060,0.0024,0.7050,0.0017

28.2050,0.0024,0.7088,0.0017

29.2050,0.0024,0.7122,0.0017

30.2050,0.0024,0.7121,0.0017

31.2050,0.0024,0.7106,0.0017

32.2050,0.0024,0.7059,0.0017

33.2050,0.0024,0.7070,0.0017

34.2050,0.0025,0.7024,0.0017

35.2050,0.0024,0.7100,0.0017

36.2050,0.0024,0.7039,0.0017

37.2050,0.0024,0.7028,0.0017

38.2050,0.0024,0.7062,0.0017

39.2050,0.0024,0.7025,0.0017

40.2050,0.0024,0.7048,0.0017

41.2060,0.0024,0.7048,0.0017

42.2050,0.0024,0.7008,0.0017

43.2050,0.0024,0.7051,0.0017

44.2050,0.0024,0.6969,0.0017

45.2060,0.0024,0.6987,0.0017

46.2050,0.0024,0.6985,0.0017

47.2050,0.0024,0.7003,0.0017

48.2050,0.0024,0.7052,0.0017

49.2050,0.0024,0.7019,0.0017

50.2060,0.0024,0.6969,0.0017

51.2050,0.0024,0.7038,0.0017

52.2050,0.0024,0.7010,0.0017

53.2050,0.0024,0.7026,0.0017

54.2050,0.0024,0.6962,0.0017

55.2050,0.0024,0.7000,0.0017

56.2050,0.0024,0.6986,0.0017

57.2050,0.0024,0.6962,0.0017

58.2050,0.0024,0.7019,0.0017

59.2050,0.0024,0.7004,0.0017

60.2060,0.0024,0.6982,0.0017

61.2050,0.0024,0.6998,0.0017

62.2050,0.0024,0.6959,0.0017

63.2050,0.0024,0.6937,0.0017

64.2050,0.0024,0.7029,0.0017

65.2050,0.0024,0.6946,0.0017

66.2050,0.0024,0.6957,0.0017

67.2050,0.0024,0.6919,0.0017

68.2050,0.0024,0.6947,0.0017

69.2050,0.0024,0.6959,0.0017

70.2050,0.0024,0.6961,0.0017

71.2050,0.0024,0.6910,0.0017

72.2050,0.0024,0.6943,0.0017

73.2050,0.0024,0.6875,0.0016

74.2050,0.0024,0.6937,0.0017

75.2050,0.0024,0.6931,0.0017

76.2060,0.0024,0.6882,0.0017

77.2050,0.0024,0.6858,0.0016

78.2060,0.0024,0.6874,0.0017

79.2050,0.0024,0.6921,0.0017

80.2050,0.0024,0.6854,0.0016

81.2050,0.0024,0.6891,0.0016

82.2050,0.0024,0.6967,0.0017

83.2050,0.0024,0.6920,0.0017

84.2050,0.0024,0.6912,0.0017

85.2050,0.0024,0.6961,0.0017

86.2050,0.0024,0.6920,0.0017

87.2050,0.0024,0.6884,0.0017

88.2060,0.0024,0.6876,0.0016

89.2050,0.0024,0.6880,0.0016

90.2050,0.0024,0.6938,0.0017

91.2050,0.0024,0.6899,0.0017

92.2050,0.0024,0.6844,0.0016

93.2050,0.0024,0.6891,0.0017

94.2050,0.0024,0.6929,0.0017

95.2050,0.0024,0.6920,0.0017

96.2050,0.0024,0.6886,0.0017

97.2050,0.0024,0.6875,0.0016

98.2050,0.0024,0.6848,0.0017

99.2050,0.0024,0.6834,0.0016

100.2050,0.0024,0.6902,0.0016

101.2050,0.0024,0.6887,0.0017

102.2060,0.0024,0.6877,0.0016

103.2050,0.0024,0.6888,0.0017

104.2050,0.0024,0.6841,0.0016

105.2050,0.0024,0.6856,0.0017

106.2050,0.0024,0.6787,0.0016

107.2050,0.0024,0.6838,0.0016

108.2050,0.0024,0.6891,0.0017

109.2050,0.0024,0.6841,0.0016

110.2050,0.0024,0.6843,0.0016

111.2050,0.0024,0.6825,0.0016

112.2050,0.0024,0.6872,0.0017

113.2050,0.0024,0.6807,0.0016

114.2050,0.0024,0.6807,0.0016

115.2050,0.0024,0.6811,0.0016

116.2050,0.0024,0.6809,0.0016

117.2050,0.0024,0.6855,0.0016

118.2050,0.0024,0.6828,0.0016

119.2060,0.0024,0.6783,0.0016

120.2050,0.0024,0.6759,0.0016

121.2050,0.0024,0.6778,0.0016

122.2050,0.0024,0.6743,0.0016

123.2050,0.0024,0.6734,0.0016

124.2050,0.0024,0.6712,0.0016

125.2050,0.0024,0.6702,0.0016

126.2050,0.0024,0.6743,0.0016

127.2050,0.0024,0.6694,0.0016

128.2050,0.0024,0.6680,0.0016

129.2050,0.0024,0.6680,0.0016

130.2050,0.0024,0.6678,0.0016

131.2050,0.0024,0.6703,0.0016

132.2070,0.0024,0.6677,0.0016

133.2050,0.0024,0.6696,0.0016

134.2050,0.0024,0.6678,0.0016

135.2050,0.0024,0.6700,0.0016

136.2060,0.0024,0.6684,0.0016

137.2050,0.0024,0.6658,0.0016

138.2060,0.0024,0.6693,0.0016

139.2050,0.0024,0.6701,0.0016

140.2050,0.0024,0.6673,0.0016

141.2050,0.0024,0.6715,0.0016

142.2050,0.0024,0.6618,0.0016

143.2050,0.0024,0.6686,0.0016

144.2050,0.0024,0.6699,0.0016

145.2050,0.0024,0.6648,0.0016

146.2050,0.0024,0.6674,0.0016

147.2050,0.0024,0.6667,0.0016

148.2050,0.0024,0.6704,0.0016

149.2060,0.0024,0.6691,0.0016

150.2050,0.0024,0.6679,0.0016

151.2050,0.0024,0.6615,0.0016

152.2050,0.0024,0.6676,0.0016

153.2050,0.0024,0.6587,0.0016

154.2050,0.0024,0.6657,0.0016

155.2060,0.0024,0.6581,0.0016

156.2060,0.0024,0.6670,0.0016

157.2050,0.0024,0.6636,0.0016

158.2060,0.0024,0.6599,0.0016

159.2050,0.0024,0.6612,0.0016

160.2060,0.0024,0.6554,0.0015

161.2050,0.0024,0.6602,0.0016

162.2060,0.0024,0.6614,0.0016

163.2050,0.0024,0.6626,0.0016

164.2050,0.0024,0.6561,0.0016

165.2050,0.0024,0.6599,0.0016

166.2050,0.0024,0.6595,0.0016

167.2060,0.0024,0.6595,0.0016

168.2050,0.0024,0.6511,0.0015

169.2050,0.0024,0.6560,0.0016

170.2050,0.0024,0.6520,0.0015

171.2050,0.0024,0.6519,0.0016

172.2050,0.0024,0.6563,0.0016

173.2050,0.0024,0.6534,0.0015

174.2050,0.0024,0.6550,0.0015

175.2050,0.0024,0.6550,0.0015

176.2050,0.0024,0.6586,0.0016

177.2050,0.0023,0.6545,0.0015

178.2050,0.0023,0.6537,0.0015

179.2050,0.0023,0.6501,0.0015

180.2050,0.0023,0.6565,0.0015

181.2050,0.0023,0.6519,0.0015

182.2050,0.0023,0.6505,0.0015

183.2050,0.0023,0.6490,0.0015

184.2050,0.0023,0.6500,0.0015

185.2050,0.0023,0.6438,0.0015

186.2050,0.0024,0.6459,0.0015

187.2050,0.0024,0.6525,0.0015

188.2050,0.0024,0.6510,0.0015

189.2050,0.0024,0.6443,0.0015

190.2050,0.0024,0.6463,0.0015

191.2050,0.0024,0.6498,0.0015

192.2060,0.0023,0.6542,0.0015

193.2050,0.0024,0.6500,0.0015

194.2050,0.0024,0.6525,0.0015

195.2050,0.0024,0.6488,0.0015

196.2050,0.0024,0.6479,0.0015

197.2050,0.0024,0.6508,0.0015

198.2060,0.0024,0.6473,0.0015

199.2050,0.0024,0.6481,0.0015

200.2050,0.0024,0.6475,0.0015

201.2050,0.0024,0.6482,0.0015

202.2050,0.0024,0.6469,0.0015

203.2050,0.0024,0.6450,0.0015

204.2050,0.0024,0.6410,0.0015

205.2050,0.0024,0.6391,0.0015

206.2050,0.0024,0.6414,0.0015

207.2050,0.0024,0.6394,0.0015

208.2050,0.0024,0.6390,0.0015

209.2050,0.0024,0.6407,0.0015

210.2050,0.0024,0.6433,0.0015

211.2060,0.0024,0.6428,0.0015

212.2050,0.0024,0.6426,0.0015

213.2050,0.0024,0.6376,0.0015

214.2050,0.0024,0.6426,0.0015

215.2050,0.0024,0.6424,0.0015

216.2050,0.0024,0.6438,0.0015

217.2050,0.0024,0.6359,0.0015

218.2050,0.0024,0.6388,0.0015

219.2050,0.0024,0.6347,0.0015

220.2050,0.0024,0.6363,0.0015

221.2050,0.0024,0.6328,0.0015

222.2050,0.0024,0.6375,0.0015

223.2060,0.0024,0.6401,0.0015

224.2060,0.0024,0.6379,0.0015

225.2050,0.0023,0.6373,0.0015

226.2050,0.0023,0.6374,0.0015

227.2050,0.0024,0.6333,0.0015

228.2050,0.0023,0.6317,0.0015

229.2050,0.0024,0.6290,0.0015

230.2050,0.0024,0.6336,0.0015

231.2050,0.0024,0.6275,0.0015

232.2050,0.0024,0.6345,0.0015

233.2050,0.0024,0.6255,0.0015

234.2050,0.0024,0.6243,0.0015

235.2050,0.0024,0.6261,0.0015

236.2050,0.0024,0.6302,0.0015

237.2050,0.0024,0.6309,0.0015

238.2050,0.0024,0.6269,0.0015
