Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.8570,24.3261,24.5909,23.8809,24.1216,23.8009,23.8434,24.6614,24.0378,24.1441,23.9406,24.1579

2.6480,24.2845,24.5993,23.8704,24.1059,23.7682,23.8188,24.6565,24.0661,24.1257,23.9425,24.1462

3.6480,24.2806,24.5743,23.8359,24.1021,23.7790,23.8409,24.6617,24.0702,24.1144,23.9556,24.1431

4.6480,24.2970,24.5685,23.8528,24.0944,23.7944,23.8502,24.6431,24.0668,24.1214,23.9585,24.1459

5.6480,24.3029,24.5769,23.8575,24.1048,23.7847,23.8202,24.6530,24.0613,24.1254,23.9408,24.1452

6.6480,24.2874,24.6060,23.8904,24.1097,23.7971,23.8515,24.6453,24.0832,24.1381,23.9673,24.1588

7.6490,24.2990,24.5713,23.8750,24.0958,23.7959,23.8735,24.6654,24.0726,24.1274,23.9730,24.1561

8.6490,24.3073,24.5830,23.8526,24.0919,23.7854,23.8506,24.6662,24.0615,24.1240,23.9561,24.1498

9.6480,24.2957,24.5898,23.8505,24.0911,23.7855,23.8456,24.6559,24.0560,24.1225,23.9508,24.1463

10.6490,24.2812,24.5637,23.8793,24.0944,23.7791,23.8453,24.6531,24.0623,24.1195,23.9538,24.1448

11.6480,24.3028,24.5713,23.8608,24.0963,23.7917,23.8423,24.6559,24.0631,24.1246,23.9527,24.1480

12.6480,24.2802,24.5777,23.8544,24.0909,23.7899,23.8490,24.6585,24.0576,24.1186,23.9533,24.1448

13.6490,24.2917,24.5828,23.8586,24.0775,23.7768,23.8501,24.6650,24.0671,24.1175,23.9586,24.1462

14.6490,24.3107,24.5633,23.8518,24.1010,23.7887,23.8497,24.6724,24.0814,24.1231,23.9656,24.1524

15.6480,24.2906,24.5732,23.8675,24.0996,23.8013,23.8424,24.6569,24.0651,24.1264,23.9538,24.1496

16.6480,24.2799,24.5679,23.8701,24.0862,23.7839,23.8354,24.6619,24.0860,24.1176,23.9607,24.1464

17.6480,24.2873,24.5680,23.8830,24.0958,23.8008,23.8277,24.6512,24.0580,24.1270,23.9429,24.1465

18.6480,24.2805,24.5822,23.8542,24.0958,23.7813,23.8371,24.6460,23.9926,24.1188,23.9148,24.1337

19.6480,24.2860,24.5449,23.8680,24.1068,23.7915,23.8633,24.6479,23.9262,24.1194,23.8948,24.1293

20.6480,24.3150,24.5636,23.8753,24.1151,23.8034,23.8782,24.6567,23.8862,24.1345,23.8822,24.1367

21.6490,24.2891,24.5836,23.8538,24.0892,23.7931,23.8712,24.6635,23.8139,24.1218,23.8426,24.1197

22.6480,24.2906,24.5610,23.8742,24.1214,23.8046,23.8666,24.6517,23.7909,24.1304,23.8287,24.1201

23.6480,24.3075,24.5763,23.8450,24.0880,23.7917,23.9009,24.6509,23.7761,24.1217,23.8385,24.1171

24.6480,24.3063,24.5842,23.8680,24.1002,23.7942,23.8779,24.6447,23.7649,24.1306,23.8214,24.1176

25.6480,24.3009,24.5575,23.8508,24.0924,23.7846,23.9118,24.6506,23.7647,24.1172,23.8382,24.1141

26.6480,24.3066,24.5678,23.8758,24.0928,23.8050,23.9128,24.6515,23.7454,24.1296,23.8291,24.1197

27.6480,24.2991,24.5770,23.8556,24.1015,23.8178,23.9488,24.6484,23.7460,24.1302,23.8474,24.1243

28.6480,24.3196,24.5707,23.8446,24.0806,23.7962,23.9451,24.6515,23.7446,24.1223,23.8449,24.1191

29.6490,24.2912,24.5674,23.8550,24.1071,23.8056,23.9508,24.6482,23.7579,24.1253,23.8543,24.1229

30.6480,24.2645,24.5621,23.8459,24.1036,23.7912,23.9548,24.6320,23.7439,24.1135,23.8494,24.1123

31.6480,24.2998,24.5634,23.8306,24.1072,23.7754,23.9925,24.6668,23.7575,24.1153,23.8750,24.1241

32.6490,24.2953,24.5670,23.8617,24.1014,23.7714,24.0116,24.6549,23.7691,24.1194,23.8903,24.1291

33.6490,24.2931,24.5673,23.8554,24.0819,23.7834,24.0245,24.6387,23.7621,24.1162,23.8933,24.1258

34.6480,24.2982,24.5573,23.8468,24.1011,23.7843,24.0155,24.6471,23.7394,24.1175,23.8774,24.1237

35.6490,24.3102,24.5526,23.8392,24.0610,23.7925,24.0270,24.6306,23.7556,24.1111,23.8913,24.1211

36.6490,24.2973,24.5664,23.8299,24.0805,23.7716,24.0387,24.6472,23.7380,24.1091,23.8884,24.1212

37.6480,24.3103,24.5699,23.8476,24.0849,23.7940,24.0498,24.6644,23.7443,24.1213,23.8971,24.1332

38.6480,24.3327,24.5597,23.8312,24.0880,23.7895,24.0444,24.6381,23.7205,24.1202,23.8824,24.1255

39.6480,24.2847,24.5609,23.8333,24.0929,23.7793,24.0049,24.6483,23.7287,24.1102,23.8668,24.1166

40.6480,24.3091,24.5641,23.8578,24.0787,23.7806,24.0052,24.6449,23.7030,24.1181,23.8541,24.1179

41.6480,24.3129,24.5626,23.8407,24.0776,23.8103,24.0113,24.6410,23.7261,24.1208,23.8687,24.1228

42.6480,24.3200,24.5572,23.8491,24.0916,23.7753,24.0236,24.6498,23.6973,24.1186,23.8605,24.1205

43.6480,24.3023,24.5535,23.8382,24.0680,23.7827,24.0021,24.6253,23.6895,24.1089,23.8458,24.1077

44.6490,24.3091,24.5359,23.8377,24.0741,23.7739,23.9938,24.6432,23.6354,24.1062,23.8146,24.1004

45.6480,24.2945,24.5558,23.8419,24.0694,23.7872,23.9990,24.6366,23.6424,24.1097,23.8207,24.1033

46.6480,24.2999,24.5775,23.8439,24.0860,23.7774,23.9935,24.6366,23.6266,24.1169,23.8100,24.1052

47.6480,24.2904,24.5477,23.8301,24.0863,23.7945,23.9912,24.6568,23.5845,24.1098,23.7878,24.0977

48.6480,24.3230,24.5583,23.8464,24.0601,23.7897,23.9746,24.6325,23.5925,24.1155,23.7835,24.0971

49.6480,24.3318,24.5383,23.8330,24.0793,23.7966,23.9593,24.6215,23.5682,24.1158,23.7637,24.0910

50.6490,24.2954,24.5432,23.8397,24.0700,23.7843,23.9441,24.6589,23.5611,24.1065,23.7526,24.0871

