Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.8670,0.1067,-0.2640,2.2060,1.8981,1.8973,9.1208,0.6616,1.0843,9.1208,2.2324

2.2220,0.1067,0.0447,1.0947,1.9599,2.2060,9.6765,0.4764,0.9814,9.6765,2.2235

2.8900,-0.0168,0.1065,1.9590,1.7747,2.0825,9.4295,0.5999,1.0843,9.4295,2.2765

3.8900,0.1067,0.2299,1.8973,2.0834,2.0208,9.4913,0.5381,1.1460,9.4913,2.3382

4.8900,-0.0785,0.4151,2.5147,1.9599,1.8355,9.4913,0.7234,1.2284,9.4913,2.4088

5.8900,0.1067,0.1682,2.1442,2.2068,2.0208,8.9356,0.5999,1.2078,8.9356,2.3118

6.8900,-0.1402,0.1065,1.4651,2.0216,2.0208,9.2443,0.6616,1.0226,9.2443,2.1971

7.8900,0.7857,0.1682,2.0825,1.9599,2.0825,9.3061,0.6616,1.2901,9.3061,2.4352

8.8900,-0.0785,-0.1405,2.6382,2.0834,2.5765,9.4295,0.5999,1.2798,9.4295,2.4441

9.8900,0.1067,-0.1405,2.2677,1.7747,2.0208,8.7504,0.7851,1.1357,8.7504,2.2236

10.8900,0.6622,0.4769,2.0208,1.8364,1.7121,9.3061,0.8468,1.2592,9.3061,2.4088

11.8900,-0.3254,-0.1405,1.8355,1.8981,2.5147,9.9234,0.4764,1.0432,9.9234,2.3118

12.8910,0.1067,0.4151,1.8355,1.9599,2.0208,8.5035,0.7234,1.1769,8.5035,2.2236

13.8900,-0.2019,0.8473,1.8355,2.2068,2.0825,10.2321,0.7851,1.2592,10.2321,2.5411

14.8900,-0.0785,0.5386,2.4529,1.5277,1.0946,9.7999,0.3529,0.9814,9.7999,2.2412

15.8910,0.2919,0.4151,2.1442,2.2686,1.8973,9.2443,0.7234,1.2901,9.2443,2.4264

16.8910,-0.1402,0.1682,1.9590,2.0834,1.9590,9.3678,0.5999,1.1049,9.3678,2.2853

17.8900,0.5388,-0.2640,2.4529,1.8981,1.8973,9.2443,0.3529,1.1460,9.2443,2.3029

18.8900,-0.5106,0.4769,1.9590,1.8981,1.7738,9.2443,0.7851,1.0637,9.2443,2.2324

19.8900,-0.2637,0.2917,1.6503,1.4660,2.0208,9.3678,0.2912,0.9094,9.3678,2.1177

20.8900,0.6622,0.2299,1.8973,1.8981,1.7738,9.2443,-0.0793,1.0637,9.2443,2.2324

21.8900,0.2919,0.0447,2.1442,1.5895,1.8973,9.2443,0.5999,1.0946,9.2443,2.2588

22.8910,-0.0785,0.0447,1.9590,1.9599,1.5268,9.2443,0.7234,1.0226,9.2443,2.1971

23.8900,-0.2637,0.4769,2.0825,1.9599,1.2181,9.6765,0.5999,1.0123,9.6765,2.2500

24.8900,-0.0785,-0.0170,1.4651,1.8981,2.2060,8.9974,0.7851,1.0431,8.9974,2.1795

25.8900,0.1067,-0.2022,2.6999,1.8981,1.5886,9.1208,0.4764,1.0946,9.1208,2.2412

26.8900,-0.0168,0.6003,1.7121,2.0834,2.5147,9.3061,0.5381,1.2386,9.3061,2.3911

27.8900,-0.1402,0.1682,1.7121,1.7747,2.0825,8.9974,0.7851,1.0637,8.9974,2.1971

28.8900,0.4153,-0.0170,1.8973,2.0216,2.1443,9.3061,0.4147,1.1460,9.3061,2.3117

29.8900,0.2302,0.1682,1.9590,2.0834,1.7121,9.4295,0.4764,1.1049,9.4295,2.2941

30.8900,-0.5723,0.2299,1.7121,2.2686,1.8355,9.8617,0.7851,1.0431,9.8617,2.3029

31.8910,-0.0168,0.1682,2.1442,2.0216,1.7738,8.9974,0.9086,1.1666,8.9974,2.2853

32.8900,-0.1402,-0.1405,2.4529,1.5895,1.8355,9.2443,0.7234,1.0534,9.2443,2.2236

33.8900,0.0450,-0.0170,2.1442,1.9599,2.0825,9.6765,0.3529,1.0946,9.6765,2.3206

34.8900,0.9709,-0.2640,1.9590,2.0216,1.5886,9.1208,0.7234,1.1666,9.1208,2.3029

35.8900,0.0450,-0.0170,2.0825,1.8364,2.2060,9.1826,0.5381,1.1152,9.1826,2.2677

