Elapsed Time (s), Rod voltage (V), Rod Current (A), Rod Power (W)
1.9490,NaN,NaN,NaN

2.3050,0.0017,0.0619,0.0001

3.0770,0.0018,0.0623,0.0001

4.0770,0.0017,0.0429,0.0001

5.0780,0.0017,0.0442,0.0001

6.0770,0.0017,0.0509,0.0001

7.0770,0.0017,0.0580,0.0001

8.0770,0.0017,0.0532,0.0001

9.0770,0.0017,0.0467,0.0001

10.0770,0.0017,0.0450,0.0001

11.0770,0.0017,0.0533,0.0001

12.0770,0.0017,0.0597,0.0001

13.0770,0.0017,0.0550,0.0001

14.0770,0.0017,0.0454,0.0001

15.0770,0.0017,0.0651,0.0001

16.0770,0.0017,0.0475,0.0001

17.0770,0.0017,0.0619,0.0001

18.0770,0.0017,0.0464,0.0001

19.0770,0.0017,0.0495,0.0001

20.0770,0.0017,0.0490,0.0001

21.0770,0.0017,0.0524,0.0001

22.0770,0.0017,0.0524,0.0001

23.0770,0.0017,0.0511,0.0001

24.0770,0.0017,0.0493,0.0001

25.0770,0.0017,0.0549,0.0001

26.0770,0.0017,0.0509,0.0001

27.0770,0.0017,0.0355,0.0001

28.0770,0.0017,0.0538,0.0001

29.0770,0.0017,0.0534,0.0001

30.0770,0.0017,0.0351,0.0001

31.0770,0.0017,0.0385,0.0001

32.0780,0.0017,0.0457,0.0001

33.0770,0.0017,0.0437,0.0001

34.0770,0.0017,0.0451,0.0001

35.0770,0.0017,0.0504,0.0001

36.0770,0.0017,0.0628,0.0001

37.0770,0.0017,0.0447,0.0001

38.0770,0.0017,0.0551,0.0001

39.0770,0.0017,0.0639,0.0001

