Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.9490,29.1214,28.1287,27.1147,26.4544,25.4466,29.3411,25.8910,29.5458,27.2532,29.4434,27.6305

2.3050,29.1166,28.1452,27.1302,26.4587,25.4356,29.3801,25.8807,29.5640,27.2573,29.4720,27.6389

3.0770,29.1045,28.1499,27.1146,26.4454,25.4202,29.3534,25.9122,29.5533,27.2469,29.4534,27.6317

4.0770,29.1061,28.1510,27.1265,26.4441,25.4416,29.3616,25.9161,29.5756,27.2539,29.4686,27.6403

5.0780,29.1312,28.1534,27.0974,26.4381,25.4569,29.3674,25.8988,29.5523,27.2554,29.4599,27.6369

6.0770,29.0997,28.1456,27.1146,26.4586,25.4583,29.3383,25.8924,29.5443,27.2554,29.4413,27.6315

7.0770,29.1178,28.1393,27.1262,26.4579,25.4477,29.3610,25.8917,29.5553,27.2578,29.4582,27.6371

8.0770,29.1428,28.1451,27.1122,26.4430,25.4492,29.3536,25.9173,29.5573,27.2585,29.4554,27.6401

9.0770,29.1285,28.1275,27.1247,26.4499,25.4376,29.3637,25.8973,29.5505,27.2536,29.4571,27.6350

10.0770,29.1150,28.1405,27.1114,26.4365,25.4534,29.3461,25.8925,29.5479,27.2514,29.4470,27.6304

11.0770,29.1286,28.1409,27.1315,26.4487,25.4604,29.3351,25.9084,29.5642,27.2620,29.4497,27.6397

12.0770,29.1111,28.1406,27.1011,26.4663,25.4693,29.3468,25.8949,29.5627,27.2577,29.4548,27.6366

13.0770,29.1179,28.1327,27.1337,26.4527,25.4530,29.3461,25.8879,29.5550,27.2580,29.4506,27.6349

14.0770,29.1232,28.1372,27.1463,26.4563,25.4474,29.3170,25.8854,29.5461,27.2621,29.4316,27.6324

15.0770,29.1195,28.1475,27.1207,26.4572,25.4707,29.3162,25.9051,29.5669,27.2631,29.4416,27.6380

16.0770,29.1189,28.1344,27.1137,26.4615,25.4889,29.3353,25.9208,29.5418,27.2635,29.4386,27.6394

17.0770,29.1031,28.1545,27.1103,26.4543,25.4688,29.3106,25.8744,29.5646,27.2582,29.4376,27.6301

18.0770,29.0906,28.1491,27.1275,26.4602,25.4610,29.3230,25.9076,29.5521,27.2577,29.4376,27.6339

19.0770,29.1042,28.1489,27.1240,26.4718,25.4458,29.3027,25.8876,29.5497,27.2589,29.4262,27.6293

20.0770,29.1251,28.1505,27.1053,26.4535,25.4607,29.3269,25.8930,29.5330,27.2590,29.4300,27.6310

21.0770,29.1195,28.1465,27.1239,26.4675,25.4815,29.2950,25.8842,29.5485,27.2677,29.4217,27.6333

22.0770,29.1025,28.1547,27.1123,26.4469,25.4748,29.2907,25.8977,29.5249,27.2582,29.4078,27.6256

23.0770,29.1013,28.1466,27.1014,26.4435,25.4411,29.3135,25.8801,29.5647,27.2468,29.4391,27.6240

24.0770,29.1155,28.1390,27.1151,26.4492,25.4562,29.2967,25.9108,29.5544,27.2550,29.4255,27.6296

25.0770,29.1307,28.1337,27.1314,26.4292,25.4290,29.2902,25.9021,29.5203,27.2508,29.4052,27.6208

26.0770,29.1114,28.1416,27.1270,26.4446,25.4446,29.2756,25.8911,29.5273,27.2538,29.4014,27.6204

27.0770,29.1231,28.1487,27.1031,26.4565,25.4577,29.2972,25.9011,29.5390,27.2578,29.4181,27.6283

28.0770,29.1412,28.1394,27.1262,26.4420,25.4433,29.2866,25.8672,29.5449,27.2584,29.4157,27.6238

29.0770,29.1373,28.1423,27.1014,26.4685,25.4441,29.3076,25.8825,29.5480,27.2587,29.4278,27.6290

30.0770,29.1153,28.1344,27.1189,26.4436,25.4551,29.3044,25.8816,29.5307,27.2535,29.4176,27.6230

31.0770,29.1098,28.1247,27.1201,26.4429,25.4539,29.3343,25.8969,29.5521,27.2503,29.4432,27.6293

32.0780,29.1234,28.1329,27.1155,26.4501,25.4590,29.2923,25.8881,29.5388,27.2562,29.4156,27.6250

33.0770,29.1248,28.1502,27.1272,26.4443,25.4632,29.3214,25.8875,29.5440,27.2619,29.4327,27.6328

34.0770,29.1154,28.1334,27.1147,26.4544,25.4477,29.2867,25.8627,29.5516,27.2531,29.4191,27.6208

35.0770,29.1031,28.1438,27.1246,26.4559,25.4807,29.2946,25.8920,29.5595,27.2616,29.4271,27.6318

36.0770,29.1066,28.1352,27.1121,26.4472,25.4742,29.2901,25.8923,29.5450,27.2550,29.4176,27.6253

37.0770,29.1166,28.1292,27.1048,26.4469,25.4881,29.2841,25.8674,29.5556,27.2571,29.4198,27.6241

38.0770,29.1216,28.1354,27.0982,26.4535,25.4637,29.2947,25.8727,29.5469,27.2545,29.4208,27.6233

39.0770,29.1240,28.1307,27.0945,26.4437,25.4747,29.2751,25.8892,29.5554,27.2535,29.4153,27.6234

