Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.9180,1.8351,1.9585,4.8608,4.0589,4.1200,13.4424,2.9460,3.2966,13.4424,4.7460

2.4070,1.7116,1.8351,4.4286,4.3058,4.5522,13.3806,3.2547,3.3480,13.3806,4.7812

3.4080,1.8351,2.0820,4.3669,4.4910,4.3670,13.6893,3.3165,3.4097,13.6893,4.8783

4.4070,1.7116,2.4524,4.4904,4.1823,4.3670,13.3189,3.1930,3.3995,13.3189,4.8165

5.4070,2.1437,1.8351,4.3669,4.3058,4.1818,13.1337,3.2547,3.3480,13.1337,4.7460

6.4070,2.0820,1.9585,4.5521,4.3058,4.8610,13.3189,3.1313,3.4818,13.3189,4.8871

7.4070,2.0203,1.9585,3.9347,4.6145,4.0583,13.2571,3.0078,3.2657,13.2571,4.6930

8.4070,2.0820,2.4524,4.7991,4.5527,4.1818,13.4424,3.1930,3.5435,13.4424,4.9576

9.4070,2.0203,2.2055,4.4286,4.6145,4.4287,13.2571,2.8843,3.4303,13.2571,4.8341

10.4070,2.0203,2.0820,4.4904,4.3058,4.6140,13.1337,3.2547,3.4612,13.1337,4.8430

11.4070,1.7733,2.8846,4.5521,4.3675,4.3670,13.0719,2.8843,3.4715,13.0719,4.8430

12.4070,1.1561,2.1438,4.3052,4.5527,3.9348,13.5041,3.5017,3.2657,13.5041,4.7283

13.4070,1.8968,2.0820,4.3669,4.1823,4.4905,13.5041,3.3165,3.3892,13.5041,4.8342

14.4070,1.7733,1.7733,4.4286,4.5527,4.1200,12.6398,3.0695,3.2863,12.6398,4.6225

15.4070,1.8351,2.5759,4.2434,4.3675,4.4287,13.5658,3.1930,3.4406,13.5658,4.8871

16.4070,2.6993,2.3907,4.1199,4.3058,4.2435,13.1954,3.0078,3.4612,13.1954,4.8518

17.4070,2.2672,2.2672,4.1817,4.3058,4.1200,13.1337,2.9460,3.3480,13.1337,4.7459

18.4070,1.6499,2.1438,4.4286,4.8614,4.3670,12.9485,3.1313,3.4303,12.9485,4.7901

19.4070,1.5264,1.8351,4.6756,4.3058,4.4287,12.9485,2.7608,3.2554,12.9485,4.6401

20.4070,2.1437,2.0820,4.3669,4.0589,4.1818,12.8867,3.7487,3.4303,12.8867,4.7812

21.4070,2.3289,2.3290,4.3052,4.3058,4.0583,12.5781,2.8225,3.3583,12.5781,4.6754

22.4070,2.4523,1.6499,4.4286,4.4910,4.4905,12.7633,3.2547,3.4612,12.7633,4.7900

23.4070,1.8968,2.2672,4.7373,4.2441,4.3053,12.3311,3.1313,3.4303,12.3311,4.7019

24.4070,1.8968,1.8351,4.3052,4.5527,4.3053,12.6398,3.0695,3.3274,12.6398,4.6578

25.4070,1.7733,1.7116,4.4904,4.3675,4.1818,12.2694,3.1313,3.2760,12.2694,4.5608

26.4080,2.0203,1.7116,4.3669,4.1206,4.2435,12.0224,3.1930,3.2760,12.0224,4.5255

27.4070,1.8968,1.7116,4.8608,4.0589,4.3053,11.7138,3.3165,3.3583,11.7138,4.5519

28.4070,2.3906,1.5264,4.3669,4.5527,4.4287,11.7755,3.3782,3.4406,11.7755,4.6313

29.4070,1.5882,2.0820,3.6260,5.0466,4.3670,11.7755,3.3165,3.3377,11.7755,4.5431

30.4070,1.7116,1.8351,4.2434,4.5527,4.0583,11.9607,3.0695,3.2451,11.9607,4.4902

31.4070,2.0820,1.7733,4.6139,4.2441,4.8610,11.4668,2.9460,3.4200,11.4668,4.5696

32.4070,2.1437,1.6499,4.4286,4.3058,4.2435,11.7138,3.6252,3.3995,11.7138,4.5872

33.4070,1.8968,2.1438,3.6878,4.7997,3.8731,11.5903,2.8843,3.2142,11.5903,4.4108

34.4070,1.9585,3.3785,4.3669,5.0466,4.3670,11.2199,3.0078,3.6876,11.2199,4.7636

35.4070,3.0696,2.2055,3.9965,4.4293,4.1200,10.9729,3.1313,3.4920,10.9729,4.5607

36.4070,2.0203,1.7733,4.6139,3.9971,4.3670,11.1581,3.1313,3.3171,11.1581,4.4373

37.4070,1.7733,2.2672,4.5521,4.1823,4.3053,10.8495,3.2547,3.3892,10.8495,4.4549

38.4070,1.7733,2.0820,4.2434,3.9971,4.3053,11.7755,3.2547,3.2760,11.7755,4.4902

39.4070,1.8968,2.0820,4.3669,4.6145,4.4287,10.9729,3.1930,3.4303,10.9729,4.5078

40.4070,1.5264,0.9708,4.6139,4.8614,4.7375,10.4173,2.8843,3.2657,10.4173,4.2874

41.4070,1.7733,2.3907,4.1199,4.0589,4.4287,9.9851,3.1930,3.3274,9.9851,4.2785

42.4080,2.1437,2.1438,4.3052,4.2441,4.3670,9.9234,2.8843,3.3480,9.9234,4.2873

43.4070,1.0326,2.0203,4.1817,4.4293,4.3670,9.9851,3.6252,3.2760,9.9851,4.2345

44.4080,2.1437,1.8968,4.4904,4.2441,4.1818,9.6147,3.1313,3.3480,9.6147,4.2432

45.4070,1.9585,1.8351,4.3669,4.3058,4.3670,9.4913,3.1313,3.3274,9.4913,4.2080

46.4070,2.0203,2.7611,4.6756,4.4293,3.8731,10.1086,3.1930,3.4921,10.1086,4.4373

47.4070,2.1437,1.9585,4.1199,4.1823,4.4905,9.3678,3.0695,3.3274,9.3678,4.1903

48.4070,2.2054,1.7116,4.4904,4.4910,4.1818,8.8739,2.8225,3.3171,8.8739,4.1110

49.4070,2.0203,1.6499,4.7991,4.3058,4.1818,8.8739,3.1930,3.3583,8.8739,4.1462

50.4080,1.7116,2.9463,4.0582,4.6145,4.1818,9.1208,2.3286,3.3068,9.1208,4.1374

51.4070,2.2672,2.5142,4.7991,4.3675,4.1200,9.0591,3.0695,3.5229,9.0591,4.3138

52.4070,2.3289,2.0203,4.2434,4.3675,4.1818,8.7504,2.8225,3.3274,8.7504,4.1021

53.4070,2.0820,2.3290,4.5521,4.3675,4.1200,8.8122,3.9956,3.5744,8.8122,4.3226

54.4070,2.1437,1.8968,5.1078,4.0589,4.4287,8.1331,3.1313,3.4612,8.1331,4.1286

55.4070,1.9585,1.9585,4.6139,4.3058,4.1818,8.1331,2.9460,3.3274,8.1331,4.0139

56.4070,1.9585,2.2055,4.2434,4.7997,4.1200,8.6887,3.0078,3.3892,8.6887,4.1462

57.4070,1.7116,2.0820,4.1199,4.5527,3.9965,7.2070,3.0695,3.2554,7.2070,3.8199

58.4070,2.0203,1.8351,4.0582,4.4293,4.3053,6.3427,2.7608,3.2348,6.3427,3.6788

59.4070,1.9585,2.0820,4.3052,4.2441,4.2435,5.9723,3.5634,3.3995,5.9723,3.7670

60.4070,2.1437,1.7733,4.3052,4.4910,4.2435,5.6636,3.0695,3.3377,5.6636,3.6700

61.4070,1.9585,1.9585,4.5521,4.4910,4.4287,5.5402,3.0695,3.4097,5.5402,3.7141

62.4070,2.2672,2.0820,4.1817,4.5527,4.4287,5.2932,3.1930,3.4509,5.2932,3.7141

63.4070,1.9585,2.0203,4.4904,4.6145,4.3670,5.5402,3.0695,3.4200,5.5402,3.7229

64.4070,1.4030,2.1438,4.4904,4.3058,4.3670,6.0341,2.7608,3.2451,6.0341,3.6435

65.4070,2.2672,1.7733,4.6756,4.7997,4.5522,5.6019,3.0078,3.5126,5.6019,3.8111

66.4070,1.6499,2.0203,4.6139,4.3058,4.5522,5.8489,3.0078,3.3583,5.8489,3.7141

67.4070,2.4523,1.7116,4.5521,4.3058,4.4287,5.2932,3.0078,3.4097,5.2932,3.6788

68.4070,2.1437,2.0203,4.2434,4.6145,4.2435,5.4784,2.8225,3.3480,5.4784,3.6523

69.4070,1.5264,2.0820,5.0460,4.7997,4.3053,5.0463,3.3165,3.5127,5.0463,3.7317

70.4070,1.7733,0.5386,4.0582,4.5527,4.3053,5.9106,3.3782,3.1011,5.9106,3.5024

71.4070,2.3289,2.2055,4.7373,3.9971,4.2435,5.5402,3.2547,3.4612,5.5402,3.7582

72.4070,1.8351,2.2672,4.4286,4.4293,4.4905,5.2932,3.1313,3.4303,5.2932,3.6965

73.4070,2.2054,2.3907,4.5521,4.1823,4.1818,5.6636,3.1313,3.4406,5.6636,3.7582

74.4070,1.5882,2.1438,4.3669,4.8614,4.2435,5.6019,3.0078,3.3686,5.6019,3.6876

75.4070,1.9585,2.2055,4.1817,4.1823,4.1200,5.7254,2.6373,3.2142,5.7254,3.5730

76.4070,1.6499,2.0820,4.1817,4.3058,4.2435,6.3427,2.6373,3.1834,6.3427,3.6347

77.4070,2.0203,2.0820,4.3669,4.4293,4.3053,5.2932,2.8225,3.3377,5.2932,3.6171

78.4070,2.1437,1.7733,4.3052,4.6762,3.9965,5.5402,3.0695,3.3274,5.5402,3.6435

79.4070,2.0203,2.0203,4.2434,4.1823,4.4905,5.5402,3.0695,3.3377,5.5402,3.6524

80.4070,1.6499,2.5759,4.5521,4.3675,4.0583,5.6636,3.1313,3.3892,5.6636,3.7141

81.4070,1.8351,2.0820,3.7495,4.6762,4.1200,5.6019,2.8843,3.2245,5.6019,3.5641

82.4070,1.8968,2.0820,3.9965,4.1823,4.6757,5.7254,3.1313,3.3274,5.7254,3.6700

83.4070,1.7733,1.3412,4.3669,4.6145,4.3670,5.9106,3.2547,3.2863,5.9106,3.6612

84.4070,1.9585,2.2055,5.3548,3.4415,4.3053,5.5402,2.9460,3.3686,5.5402,3.6788

85.4070,1.7116,2.0820,4.3669,4.4293,4.6140,6.1575,3.0695,3.3789,6.1575,3.7758

86.4070,2.1437,0.8473,4.7373,4.3058,4.4287,5.7254,2.3286,3.1319,5.7254,3.5024

87.4070,1.8351,2.4524,4.3052,4.1823,3.9965,5.8489,3.1313,3.3171,5.8489,3.6788

88.4070,1.6499,1.7116,4.2434,4.3058,3.7496,5.8489,3.1313,3.1319,5.8489,3.5201

89.4070,1.7116,3.0081,3.6260,5.4170,4.2435,5.6636,2.8843,3.4818,5.6636,3.7935

90.4070,1.6499,2.2055,4.4904,4.7379,4.3053,5.2315,3.7487,3.5229,5.2315,3.7670

91.4070,2.2054,2.3907,4.7373,4.1823,4.7375,5.6019,3.0078,3.5435,5.6019,3.8376

92.4070,1.8968,2.2672,4.3669,4.8614,4.4905,4.9846,3.2547,3.5229,4.9846,3.7317

93.4080,2.3289,2.0820,4.4286,4.4910,4.3670,5.9106,2.6373,3.3891,5.9106,3.7494

94.4070,1.4647,2.1438,4.4286,4.1823,4.4287,6.5897,3.2547,3.3172,6.5897,3.7847

95.4070,2.3289,1.8968,4.1817,4.1823,4.1818,5.9723,3.1930,3.3274,5.9723,3.7053

96.4070,2.0203,2.0203,5.0460,4.3058,4.2435,7.0218,3.1313,3.4612,7.0218,3.9699

97.4070,2.1437,2.1438,4.0582,4.3675,4.1200,6.7132,2.5756,3.2348,6.7132,3.7317

98.4070,1.8351,1.8351,4.2434,4.6145,3.9348,6.6514,3.1930,3.2760,6.6514,3.7582

99.4070,2.2054,2.0203,4.6139,4.4293,4.1818,5.6636,3.1930,3.4406,5.6636,3.7582

100.4070,1.8351,2.1438,4.3052,4.5527,4.0583,6.4662,3.1313,3.3377,6.4662,3.7846

101.4070,1.5882,2.0820,4.6756,4.4293,4.3053,6.1575,2.9460,3.3377,6.1575,3.7406

102.4070,1.8968,1.9585,4.6139,3.8737,4.5522,6.0958,3.0695,3.3274,6.0958,3.7229

103.4070,2.0820,2.1438,4.3669,4.6762,3.9965,6.2810,3.1313,3.3994,6.2810,3.8111

104.4070,1.8351,2.0203,4.9843,4.5527,4.2435,6.3427,2.8843,3.4200,6.3427,3.8376

105.4070,1.8968,2.1438,4.7373,3.9971,4.1200,6.4662,3.1313,3.3377,6.4662,3.7846

106.4070,1.8968,1.8351,4.6139,3.9971,4.3670,6.6514,3.1930,3.3171,6.6514,3.7935

107.4070,2.3289,1.8968,4.5521,4.3675,4.2435,6.2810,3.3165,3.4509,6.2810,3.8552

108.4070,2.0203,1.6499,4.2434,4.1823,4.3053,6.3427,2.9460,3.2245,6.3427,3.6700

109.4070,2.4523,1.8351,4.5521,4.3058,4.3670,6.5279,3.1930,3.4509,6.5279,3.8905

110.4070,1.7733,2.0820,4.4286,4.3058,4.4905,7.3305,3.1930,3.3789,7.3305,3.9434

111.4070,1.8351,2.3290,4.2434,4.1206,4.3670,6.8366,3.1313,3.3377,6.8366,3.8376

112.4070,1.9585,2.2055,4.0582,4.4293,4.4287,6.7749,3.1930,3.3789,6.7749,3.8640

113.4070,1.8351,2.2055,4.3669,4.6762,4.3670,6.6514,3.1930,3.4406,6.6514,3.8993

114.4070,1.8968,1.9585,4.4904,4.3058,4.0583,6.8984,3.0078,3.2863,6.8984,3.8023

115.4070,1.9585,1.8351,4.9226,4.2441,4.3053,6.7749,3.2547,3.4200,6.7749,3.8993

116.4070,1.9585,2.0820,4.9226,4.3058,4.3670,6.8984,3.0695,3.4509,6.8984,3.9434

117.4070,1.7733,2.4524,4.2434,4.3058,4.3670,6.8984,3.1930,3.3892,6.8984,3.8905

118.4070,2.3289,1.8968,4.6139,4.0589,4.1818,6.8366,3.0695,3.3583,6.8366,3.8552

119.4070,1.7116,2.1438,4.3669,4.4293,4.1818,7.5775,3.1930,3.3377,7.5775,3.9434

120.4070,2.5758,2.2672,5.0460,4.4293,4.1818,6.7749,3.2547,3.6258,6.7749,4.0757

121.4070,2.1437,2.0820,5.4782,4.0589,4.6140,6.4662,3.0078,3.5641,6.4662,3.9787

122.4070,1.7116,2.3290,4.2434,4.4910,4.4287,7.4540,3.1313,3.3892,7.4540,3.9699

123.4080,2.0820,1.7116,4.5521,4.4910,4.6757,7.1453,3.6869,3.5332,7.1453,4.0492

124.4070,1.4647,2.2672,4.3669,4.3058,4.1818,7.2688,3.1930,3.2966,7.2688,3.8640

125.4070,1.4647,2.0203,5.0460,4.3675,4.3670,6.9601,3.2547,3.4201,6.9601,3.9258

126.4070,2.0820,2.0820,2.5764,4.6145,4.7375,6.9601,2.9460,3.1731,6.9601,3.7141

127.4070,1.8351,1.8968,4.4286,4.4293,4.3670,7.0218,3.3165,3.3789,7.0218,3.8993

128.4070,1.8351,2.4524,4.4904,4.3058,4.1200,7.2070,3.0078,3.3686,7.2070,3.9169

129.4080,2.0203,2.0203,4.3669,4.4293,4.3053,6.7132,3.0695,3.3686,6.7132,3.8464

