Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.9180,28.5075,27.4184,25.2033,24.8112,23.7822,25.7963,24.6109,28.6450,25.9445,27.2207,26.0969

2.4070,28.5210,27.4307,25.1930,24.8146,23.7962,25.7905,24.6114,28.6378,25.9511,27.2142,26.0994

3.4080,28.5105,27.4281,25.1823,24.8129,23.7923,25.7743,24.5994,28.6371,25.9452,27.2057,26.0921

4.4070,28.5114,27.4063,25.1737,24.8105,23.8192,25.7946,24.6068,28.6381,25.9442,27.2163,26.0951

5.4070,28.5256,27.4178,25.1960,24.8002,23.7961,25.7753,24.6017,28.6579,25.9472,27.2166,26.0963

6.4070,28.4873,27.4187,25.1894,24.7865,23.7988,25.7784,24.5899,28.6479,25.9361,27.2131,26.0871

7.4070,28.4987,27.4101,25.2002,24.8147,23.7923,25.7780,24.6167,28.6376,25.9432,27.2078,26.0935

8.4070,28.4874,27.4123,25.1740,24.7971,23.8102,25.7978,24.6289,28.6310,25.9362,27.2144,26.0923

9.4070,28.4932,27.4075,25.1796,24.8112,23.7928,25.7833,24.6141,28.6297,25.9369,27.2065,26.0889

10.4070,28.4933,27.3796,25.1927,24.8219,23.8119,25.7821,24.6173,28.6454,25.9399,27.2137,26.0930

11.4070,28.5098,27.4111,25.1913,24.8233,23.7911,25.7901,24.6206,28.6374,25.9453,27.2138,26.0968

12.4070,28.4974,27.4036,25.1960,24.7883,23.7848,25.8013,24.6069,28.6283,25.9340,27.2148,26.0883

13.4070,28.4878,27.4193,25.2080,24.8315,23.7969,25.7912,24.6193,28.6296,25.9487,27.2104,26.0980

14.4070,28.4946,27.4062,25.1749,24.8221,23.8019,25.7806,24.6147,28.6086,25.9399,27.1946,26.0879

15.4070,28.4995,27.4088,25.1791,24.8163,23.8091,25.7642,24.6103,28.5998,25.9426,27.1820,26.0859

16.4070,28.4986,27.4060,25.1810,24.7941,23.8219,25.6826,24.6212,28.6092,25.9403,27.1459,26.0768

17.4070,28.4938,27.4090,25.1745,24.8027,23.8067,25.5573,24.6336,28.6388,25.9373,27.0980,26.0645

18.4070,28.4958,27.4178,25.1866,24.8219,23.8139,25.3568,24.6112,28.5720,25.9472,26.9644,26.0345

19.4070,28.5032,27.4018,25.1701,24.8192,23.8148,25.1399,24.6070,28.5677,25.9418,26.8538,26.0030

20.4070,28.5066,27.4167,25.1785,24.8100,23.8044,25.0077,24.6295,28.4788,25.9432,26.7433,25.9790

21.4070,28.4902,27.4112,25.1687,24.8069,23.8158,24.8467,24.6023,28.3969,25.9386,26.6218,25.9423

22.4070,28.4940,27.4016,25.1996,24.8071,23.8055,24.7622,24.6086,28.3042,25.9416,26.5332,25.9229

23.4070,28.5023,27.4184,25.1934,24.7956,23.8200,24.7148,24.6128,28.2415,25.9460,26.4781,25.9124

24.4070,28.4836,27.4064,25.1752,24.8030,23.8055,24.6790,24.6399,28.1323,25.9347,26.4057,25.8906

25.4070,28.4737,27.3869,25.1882,24.8188,23.8078,24.6459,24.6222,28.0428,25.9351,26.3443,25.8733

26.4080,28.4617,27.4023,25.1834,24.8050,23.7962,24.6494,24.6236,27.9233,25.9297,26.2864,25.8556

27.4070,28.4821,27.4056,25.1867,24.8291,23.8129,24.6468,24.6283,27.8359,25.9433,26.2414,25.8534

28.4070,28.4763,27.4210,25.1700,24.8091,23.8156,24.7217,24.6064,27.7552,25.9384,26.2384,25.8469

29.4070,28.4779,27.3920,25.1849,24.8041,23.7737,24.7285,24.6217,27.7280,25.9265,26.2283,25.8389

