Elapsed Time (s), Rod voltage (V), Rod Current (A), Rod Power (W)
1.8950,NaN,NaN,NaN

2.6860,0.0017,0.1473,0.0003

3.6850,0.0017,0.1427,0.0002

4.6850,0.0017,0.1484,0.0003

5.6850,0.0017,0.1529,0.0003

6.6850,0.0018,0.1451,0.0003

7.6850,0.0017,0.1591,0.0003

8.6850,0.0018,0.1537,0.0003

9.6850,0.0018,0.1619,0.0003

10.6850,0.0017,0.1528,0.0003

11.6850,0.0018,0.1606,0.0003

12.6850,0.0018,0.1503,0.0003

13.6850,0.0018,0.1540,0.0003

14.6850,0.0018,0.1456,0.0003

15.6860,0.0018,0.1587,0.0003

16.6850,0.0018,0.1560,0.0003

17.6850,0.0017,0.1508,0.0003

18.6850,0.0017,0.1500,0.0003

19.6850,0.0018,0.1541,0.0003

20.6850,0.0018,0.1507,0.0003

21.6850,0.0018,0.1635,0.0003

22.6850,0.0018,0.1523,0.0003

23.6850,0.0018,0.1499,0.0003

24.6850,0.0018,0.1409,0.0002

25.6860,0.0018,0.1508,0.0003

26.6850,0.0017,0.1397,0.0002

27.6850,0.0017,0.1540,0.0003

28.6850,0.0017,0.1629,0.0003

29.6850,0.0017,0.1501,0.0003

30.6850,0.0017,0.1346,0.0002

31.6850,0.0017,0.1499,0.0003

32.6850,0.0017,0.1457,0.0003

33.6850,0.0018,0.1518,0.0003

34.6850,0.0017,0.1554,0.0003

35.6850,0.0018,0.1473,0.0003

36.6850,0.0017,0.1510,0.0003

37.6850,0.0017,0.1471,0.0003

38.6850,0.0017,0.1445,0.0003

39.6860,0.0017,0.1435,0.0003

40.6850,0.0018,0.1523,0.0003

41.6850,0.0018,0.1492,0.0003

42.6860,0.0018,0.1442,0.0003

43.6850,0.0018,0.1423,0.0003

44.6850,0.0018,0.1515,0.0003

45.6850,0.0018,0.1521,0.0003

46.6850,0.0018,0.1475,0.0003

47.6850,0.0018,0.1453,0.0003

48.6850,0.0018,0.1495,0.0003

49.6850,0.0018,0.1398,0.0002

50.6850,0.0018,0.1528,0.0003

51.6850,0.0018,0.1494,0.0003

52.6850,0.0018,0.1478,0.0003

53.6850,0.0018,0.1411,0.0002

54.6850,0.0017,0.1454,0.0003

55.6850,0.0018,0.1490,0.0003

56.6850,0.0017,0.1450,0.0003

57.6850,0.0017,0.1610,0.0003

58.6850,0.0017,0.1479,0.0003

59.6850,0.0017,0.1560,0.0003

60.6850,0.0017,0.1497,0.0003

61.6850,0.0017,0.1507,0.0003

62.6850,0.0018,0.1489,0.0003

63.6850,0.0018,0.1499,0.0003

64.6850,0.0017,0.1476,0.0003

65.6850,0.0017,0.1482,0.0003

66.6850,0.0017,0.1314,0.0002

67.6850,0.0017,0.1517,0.0003

68.6850,0.0017,0.1422,0.0002

69.6850,0.0017,0.1451,0.0002

70.6850,0.0017,0.1383,0.0002

71.6850,0.0017,0.1430,0.0002

72.6850,0.0017,0.1446,0.0002

73.6860,0.0017,0.1440,0.0003

74.6850,0.0017,0.1397,0.0002

75.6850,0.0017,0.1423,0.0002

76.6860,0.0018,0.1457,0.0003

77.6850,0.0017,0.1430,0.0002

78.6850,0.0018,0.1509,0.0003

79.6850,0.0017,0.1544,0.0003

80.6850,0.0017,0.1459,0.0003

81.6850,0.0017,0.1400,0.0002

82.6860,0.0017,0.1474,0.0003

83.6850,0.0017,0.1503,0.0003

84.6860,0.0017,0.1496,0.0003

85.6850,0.0018,0.1578,0.0003

86.6850,0.0018,0.1405,0.0002

87.6850,0.0018,0.1364,0.0002

88.6850,0.0017,0.1434,0.0002

89.6850,0.0018,0.1364,0.0002

90.6860,0.0018,0.1466,0.0003

91.6850,0.0018,0.1515,0.0003

92.6850,0.0018,0.1520,0.0003

93.6850,0.0018,0.1456,0.0003

94.6860,0.0017,0.1357,0.0002

95.6850,0.0018,0.1234,0.0002

96.6850,0.0018,0.1517,0.0003

97.6850,0.0018,0.1442,0.0003

98.6850,0.0018,0.1352,0.0002

99.6850,0.0018,0.1346,0.0002

100.6850,0.0017,0.1387,0.0002

101.6850,0.0017,0.1403,0.0002

102.6850,0.0017,0.1412,0.0002

103.6850,0.0017,0.1332,0.0002

104.6850,0.0018,0.1397,0.0002

105.6850,0.0018,0.1340,0.0002

106.6860,0.0018,0.1367,0.0002

107.6850,0.0018,0.1451,0.0003

108.6850,0.0018,0.1416,0.0002

109.6850,0.0017,0.1385,0.0002

110.6850,0.0017,0.1367,0.0002

111.6860,0.0018,0.1387,0.0002

112.6850,0.0018,0.1494,0.0003

113.6850,0.0017,0.1355,0.0002

114.6850,0.0018,0.1453,0.0003

115.6850,0.0018,0.1380,0.0002

116.6850,0.0017,0.1492,0.0003

117.6850,0.0018,0.1417,0.0002

118.6850,0.0018,0.1332,0.0002

119.6850,0.0018,0.1477,0.0003

120.6850,0.0018,0.1361,0.0002

121.6860,0.0018,0.1487,0.0003

122.6850,0.0017,0.1444,0.0003

123.6850,0.0017,0.1473,0.0003

124.6850,0.0018,0.1482,0.0003

125.6850,0.0018,0.1468,0.0003

126.6850,0.0018,0.1449,0.0003

127.6850,0.0017,0.1488,0.0003

128.6850,0.0018,0.1465,0.0003

129.6850,0.0018,0.1464,0.0003

130.6850,0.0018,0.1404,0.0002

131.6850,0.0018,0.1365,0.0002

132.6850,0.0018,0.1360,0.0002

133.6850,0.0018,0.1501,0.0003

134.6850,0.0018,0.1466,0.0003

135.6850,0.0018,0.1366,0.0002

136.6860,0.0018,0.1415,0.0003

137.6850,0.0018,0.1335,0.0002

138.6850,0.0018,0.1441,0.0003

139.6850,0.0018,0.1352,0.0002

140.6860,0.0018,0.1434,0.0003

141.6850,0.0018,0.1331,0.0002

142.6850,0.0018,0.1354,0.0002

143.6850,0.0017,0.1339,0.0002

144.6850,0.0018,0.1359,0.0002

145.6850,0.0018,0.1454,0.0003

146.6850,0.0018,0.1285,0.0002

147.6850,0.0018,0.1357,0.0002

148.6850,0.0017,0.1390,0.0002

149.6850,0.0018,0.1303,0.0002

150.6850,0.0018,0.1443,0.0003

151.6850,0.0018,0.1438,0.0003

152.6850,0.0018,0.1429,0.0003

153.6850,0.0018,0.1336,0.0002

154.6860,0.0018,0.1325,0.0002

155.6850,0.0018,0.1257,0.0002

156.6850,0.0018,0.1389,0.0002

157.6850,0.0018,0.1389,0.0002

158.6850,0.0018,0.1314,0.0002

159.6850,0.0018,0.1366,0.0002

160.6850,0.0018,0.1404,0.0002

161.6850,0.0018,0.1322,0.0002

162.6850,0.0018,0.1402,0.0002

163.6850,0.0018,0.1366,0.0002

164.6850,0.0018,0.1350,0.0002

165.6850,0.0018,0.1291,0.0002

166.6850,0.0018,0.1304,0.0002

167.6850,0.0018,0.1359,0.0002

168.6850,0.0018,0.1351,0.0002

169.6850,0.0018,0.1478,0.0003

170.6860,0.0018,0.1391,0.0002

171.6850,0.0018,0.1382,0.0002

172.6850,0.0018,0.1393,0.0002

173.6850,0.0018,0.1416,0.0003

174.6850,0.0018,0.1450,0.0003

175.6850,0.0018,0.1380,0.0002

176.6860,0.0017,0.1325,0.0002

177.6850,0.0018,0.1401,0.0002

178.6850,0.0018,0.1381,0.0002

179.6850,0.0018,0.1360,0.0002

180.6850,0.0018,0.1290,0.0002

181.6850,0.0018,0.1255,0.0002

182.6860,0.0017,0.1335,0.0002

183.6850,0.0017,0.1453,0.0003

184.6860,0.0018,0.1397,0.0002

185.6850,0.0018,0.1365,0.0002

186.6850,0.0017,0.1379,0.0002

187.6850,0.0018,0.1426,0.0003

188.6850,0.0018,0.1434,0.0003

