Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.9060,30.5424,30.8387,30.4393,30.9388,30.1631,30.2895,31.1032,30.1800,30.5844,30.2348,30.5619

2.6500,30.5452,30.8140,30.4607,30.9470,30.1655,30.2792,31.1250,30.1923,30.5865,30.2358,30.5661

3.6500,30.5749,30.8053,30.4604,30.9453,30.1519,30.2609,31.0932,30.1965,30.5875,30.2287,30.5611

4.6500,30.5505,30.8077,30.4586,30.9336,30.1496,30.2798,31.0886,30.1665,30.5800,30.2231,30.5544

5.6500,30.5438,30.8197,30.4574,30.9427,30.1467,30.2769,31.0898,30.1913,30.5820,30.2341,30.5585

6.6500,30.5319,30.8141,30.4636,30.9217,30.1610,30.2917,31.0870,30.1944,30.5785,30.2431,30.5582

7.6500,30.5379,30.8193,30.4556,30.9208,30.1581,30.2808,31.0870,30.1741,30.5783,30.2275,30.5542

8.6510,30.5576,30.8183,30.4466,30.9273,30.1520,30.2737,31.0682,30.1882,30.5803,30.2310,30.5540

9.6510,30.5422,30.7993,30.4704,30.9252,30.1563,30.2969,31.0920,30.1648,30.5787,30.2308,30.5559

10.6500,30.5566,30.8009,30.4452,30.9470,30.1449,30.2854,31.0804,30.1745,30.5789,30.2299,30.5544

11.6500,30.5576,30.8282,30.4420,30.9349,30.1473,30.3043,31.0753,30.1774,30.5820,30.2409,30.5584

12.6500,30.5586,30.7985,30.4480,30.9277,30.1478,30.2756,31.0827,30.1802,30.5761,30.2279,30.5524

13.6500,30.5547,30.8078,30.4290,30.9384,30.1364,30.2732,31.0783,30.1538,30.5733,30.2135,30.5465

14.6510,30.5395,30.8110,30.4468,30.9350,30.1386,30.2843,31.0853,30.1856,30.5742,30.2350,30.5533

15.6500,30.5513,30.8035,30.6198,31.0008,30.2393,30.2797,31.1032,30.1876,30.6430,30.2336,30.5982

16.6500,30.5319,30.6982,30.9669,31.0299,30.4370,30.2654,31.1182,30.1399,30.7328,30.2027,30.6484

17.6500,30.4764,30.8940,30.8329,30.9837,30.4454,30.2780,31.1213,30.1459,30.7265,30.2120,30.6472

18.6500,30.5415,30.8191,30.8599,30.9755,30.5218,30.2952,31.1253,30.1815,30.7436,30.2384,30.6650

19.6500,30.5133,30.8541,30.8057,30.9715,30.5425,30.2915,31.0871,30.1825,30.7374,30.2370,30.6560

20.6500,30.5353,30.8250,30.9115,31.0083,30.5921,30.3045,31.0768,30.1691,30.7744,30.2368,30.6778

21.6500,30.5420,30.9195,30.9031,31.0182,30.6003,30.3122,31.0853,30.1486,30.7966,30.2304,30.6912

22.6500,30.5785,30.9241,30.9241,31.0387,30.6156,30.3285,31.0547,30.1757,30.8162,30.2521,30.7050

23.6500,30.5944,30.9309,30.9276,31.0516,30.6452,30.3487,31.0506,30.1658,30.8299,30.2572,30.7143

