Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.8840,-0.0168,0.1682,1.7738,1.4660,1.6503,1.5274,0.4147,0.9094,1.5274,0.9977

2.3760,0.1067,0.2917,1.5886,2.2068,1.5886,1.2187,0.0442,0.9711,1.2187,1.0065

3.3760,0.0450,0.4769,1.9590,1.4043,1.6503,1.2804,0.1677,0.9505,1.2804,0.9977

4.3760,0.0450,0.5386,1.5886,1.4043,1.6503,1.1569,0.2912,0.9197,1.1569,0.9536

5.3760,0.3536,0.0447,2.0825,1.7747,1.4033,1.2187,0.0442,0.9505,1.2187,0.9888

6.3770,-0.0785,0.1065,1.7121,1.3425,1.2799,1.4656,0.1060,0.7447,1.4656,0.8477

7.3760,-0.0168,0.0447,1.5268,1.4660,1.5886,1.5274,-0.0793,0.7550,1.5274,0.8654

8.3760,-0.3871,0.1065,1.8355,1.5277,1.7121,1.1569,0.5381,0.8888,1.1569,0.9271

9.3760,0.1067,0.8473,1.7738,1.5895,1.7121,1.2804,0.0442,1.0123,1.2804,1.0506

10.3760,-0.0168,0.1065,1.5886,1.5895,1.5268,1.3421,0.1677,0.8270,1.3421,0.9006

11.3770,-0.0168,0.0447,1.2799,1.5895,1.7738,1.3421,0.4147,0.8476,1.3421,0.9183

12.3760,0.5388,0.1065,1.7121,1.5277,1.6503,1.3421,-0.0793,0.9093,1.3421,0.9712

13.3760,0.2302,-0.0170,1.5268,1.5277,1.5268,1.2804,0.1060,0.8167,1.2804,0.8830

14.3760,-0.1402,0.1065,1.6503,2.0834,1.6503,1.2804,0.0442,0.8991,1.2804,0.9536

15.3760,-0.2019,0.4151,1.2799,1.6512,1.5268,1.3421,-0.7584,0.6521,1.3421,0.7507

16.3760,-0.0785,0.0447,1.5268,1.7747,1.8355,1.2804,0.3529,0.9094,1.2804,0.9624

17.3760,0.0450,-0.0170,1.4651,1.7129,2.6999,1.7126,0.1677,1.0123,1.7126,1.1123

18.3760,-0.0785,-0.0170,1.8355,0.9721,1.7121,1.5891,0.2294,0.7756,1.5891,0.8918

19.3760,0.1684,-0.0788,1.6503,1.5895,1.7738,0.9717,0.2912,0.8991,0.9717,0.9095

20.3770,0.0450,0.2299,1.4034,1.7129,1.7121,1.1569,0.3529,0.9094,1.1569,0.9447

21.3770,-0.1402,-0.0788,1.5886,1.5277,1.7738,1.4656,0.5999,0.8785,1.4656,0.9624

22.3760,-0.0168,0.1682,1.8355,1.4043,1.6503,1.0952,0.5999,0.9402,1.0952,0.9624

23.3760,-0.2019,-0.0170,1.6503,1.8364,1.2799,1.4039,0.4147,0.8270,1.4039,0.9095

24.3760,-0.6340,-0.0788,1.9590,1.7129,1.8355,1.5891,0.1677,0.8271,1.5891,0.9359

25.3760,-0.0168,0.1682,1.5886,1.4660,1.7738,1.3421,0.3529,0.8888,1.3421,0.9536

26.3760,-0.1402,-0.0788,1.7738,1.4043,1.5268,1.4039,0.2912,0.7962,1.4039,0.8830

27.3770,-0.0785,0.4769,1.5886,1.8364,1.6503,1.2804,0.0442,0.9197,1.2804,0.9712

28.3760,1.8351,-0.2640,1.8355,1.5895,2.3295,1.4656,0.2912,1.2695,1.4656,1.2975

