Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.8760,23.4533,24.5374,23.0354,23.1234,22.8936,22.9376,23.9285,22.9537,23.4086,22.9456,23.3578

2.2320,23.4440,24.5141,23.0296,23.1233,22.8999,22.9519,23.9388,22.9368,23.4022,22.9443,23.3548

3.1510,23.4423,24.5112,23.0272,23.1242,22.9251,22.9525,23.9099,22.9559,23.4060,22.9542,23.3560

4.1520,23.4469,24.5348,23.0409,23.1251,22.9080,22.9525,23.9382,22.9478,23.4111,22.9501,23.3618

5.1510,23.4563,24.5244,23.0201,23.1256,22.9079,22.9538,23.9236,22.9751,23.4068,22.9644,23.3608

6.1510,23.4491,24.5117,23.0291,23.1181,22.8775,22.9599,23.8990,22.9655,23.3971,22.9627,23.3512

7.1510,23.4451,24.5107,23.0371,23.1095,22.8934,22.9497,23.9160,22.9635,23.3992,22.9566,23.3531

8.1510,23.4286,24.5061,23.0382,23.0950,22.9015,22.9516,23.9497,22.9606,23.3939,22.9561,23.3539

