Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.9050,23.4513,24.4971,23.0159,23.0983,22.9161,22.9857,23.9104,22.9786,23.3957,22.9822,23.3567

2.7420,23.4654,24.4698,23.0114,23.1060,22.9298,22.9927,23.9262,22.9856,23.3965,22.9892,23.3609

3.7420,23.4610,24.4874,23.0086,23.1042,22.9301,22.9841,23.9112,22.9936,23.3983,22.9888,23.3600

4.7420,23.4593,24.4919,23.0410,23.0950,22.9265,22.9757,23.9057,22.9828,23.4027,22.9793,23.3597

5.7420,23.4662,24.4923,23.0163,23.0845,22.9287,22.9656,23.9094,23.0011,23.3976,22.9833,23.3580

6.7420,23.4773,24.4764,23.0231,23.0880,22.9218,22.9663,23.9058,23.0046,23.3973,22.9854,23.3579

7.7420,23.4694,24.4786,22.9998,23.1010,22.9158,22.9830,23.8995,22.9891,23.3929,22.9861,23.3545

8.7430,23.4745,24.5049,23.0129,23.1071,22.9143,22.9990,23.9126,22.9881,23.4027,22.9936,23.3642

9.7420,23.4862,24.4893,23.0033,23.0989,22.9203,23.0188,23.9168,22.9800,23.3996,22.9994,23.3642

10.7420,23.4781,24.4890,23.0106,23.1157,22.9264,23.0073,23.9099,22.9894,23.4040,22.9983,23.3658

11.7420,23.4725,24.4938,23.0216,23.0930,22.9340,23.0026,23.9099,22.9894,23.4030,22.9960,23.3646

12.7420,23.4599,24.4969,23.0223,23.1018,22.9181,23.0057,23.9206,22.9863,23.3998,22.9960,23.3640

13.7420,23.4759,24.4921,23.0138,23.0919,22.9185,23.0160,23.8960,22.9985,23.3984,23.0072,23.3628

14.7420,23.4749,24.4912,23.0219,23.1051,22.9350,22.9762,23.8993,23.0050,23.4056,22.9906,23.3636

15.7420,23.4602,24.4767,22.9937,23.0987,22.9260,22.9828,23.9005,22.9942,23.3911,22.9885,23.3541

16.7420,23.4680,24.4774,23.0057,23.0975,22.9296,22.9906,23.8907,22.9977,23.3956,22.9942,23.3572

17.7420,23.4585,24.5105,22.9991,23.0961,22.9329,22.9920,23.8988,23.0053,23.3994,22.9986,23.3616

18.7430,23.4613,24.4853,23.0037,23.0950,22.9196,22.9801,23.8930,22.9915,23.3930,22.9858,23.3537

19.7420,23.4701,24.4654,23.0074,23.0845,22.9165,22.9975,23.9137,23.0022,23.3888,22.9998,23.3572

20.7420,23.4487,24.4946,23.0021,23.0958,22.9533,22.9717,23.9160,22.9774,23.3989,22.9746,23.3575

21.7420,23.4599,24.4797,23.0056,23.0899,22.9191,22.9768,23.9214,22.9612,23.3908,22.9690,23.3517

22.7420,23.4457,24.5037,23.0145,23.0916,22.9498,22.9688,23.8990,22.9683,23.4011,22.9685,23.3552

23.7420,23.4713,24.4794,22.9997,23.0877,22.9466,22.9750,23.8706,22.9882,23.3969,22.9816,23.3523

24.7430,23.4827,24.4783,23.0212,23.0979,22.9386,22.9968,23.8968,22.9921,23.4037,22.9944,23.3631

25.7420,23.4870,24.4926,22.9839,23.0824,22.9268,22.9737,23.9026,22.9822,23.3945,22.9779,23.3539

