Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.9050,0.6622,0.1682,1.5886,1.5895,1.6503,1.4656,-0.3262,0.8888,1.4656,0.9712

2.7420,0.1067,-0.2022,1.7738,1.7747,2.0208,2.0830,-0.0175,0.9094,2.0830,1.0770

3.7420,-0.2019,0.4151,1.7738,1.5895,1.5886,1.3421,0.2294,0.8991,1.3421,0.9624

4.7420,0.2302,0.4151,1.8973,1.4660,1.5268,1.1569,0.4764,1.0020,1.1569,1.0241

5.7420,0.4153,0.3534,1.7121,1.5277,1.5886,1.2187,0.3529,0.9917,1.2187,1.0241

6.7420,0.1067,0.2299,1.9590,1.8981,1.6503,1.0335,0.1677,1.0020,1.0335,1.0065

7.7420,0.1684,-0.2640,1.8973,2.5155,1.8355,1.2804,0.2294,1.0637,1.2804,1.0947

8.7430,0.4153,0.1065,1.5886,1.5895,1.7121,1.4039,0.5381,0.9917,1.4039,1.0506

9.7420,0.0450,0.1065,1.4651,1.7747,1.8355,1.4039,0.9703,1.0328,1.4039,1.0859

10.7420,0.2919,-0.3874,1.7121,1.6512,1.8355,1.4039,0.2294,0.8888,1.4039,0.9624

11.7420,-0.0168,0.2917,1.7121,1.8981,1.6503,1.2187,-0.0175,0.9197,1.2187,0.9624

12.7420,0.2919,-0.0788,1.9590,1.7129,1.7121,0.9100,0.3529,0.9917,0.9100,0.9800

13.7420,-0.0785,0.1682,1.6503,1.6512,1.5886,1.5891,0.2912,0.8785,1.5891,0.9800

14.7420,-0.0785,-0.0788,1.7121,1.7747,0.9711,1.2804,0.4764,0.7962,1.2804,0.8653

15.7420,0.1067,-0.0170,2.6382,2.0216,1.6503,1.2187,0.2912,1.1152,1.2187,1.1299

16.7420,-0.2019,-0.2022,1.6503,1.9599,1.4033,1.6508,0.1677,0.7962,1.6508,0.9183

17.7420,0.3536,0.0447,1.2799,1.8981,1.7121,1.2187,0.4764,0.9608,1.2187,0.9976

18.7430,0.2919,-0.0170,1.7121,1.6512,1.5886,0.7248,0.1677,0.8991,0.7248,0.8742

19.7420,-0.0168,0.4769,1.6503,1.7129,1.5268,1.2804,0.2294,0.9299,1.2804,0.9800

20.7420,-0.0785,0.0447,1.7738,2.3303,1.7121,1.2187,0.4147,1.0328,1.2187,1.0594

21.7420,-0.0785,0.0447,1.8355,1.5895,1.5886,0.9100,-0.2645,0.7859,0.9100,0.8036

22.7420,-0.0785,0.1682,1.7738,1.6512,1.5886,1.4656,0.2912,0.8991,1.4656,0.9800

23.7420,0.1684,-0.2640,2.0208,1.7747,1.5268,1.2804,0.3529,0.9299,1.2804,0.9800

24.7430,0.0450,-0.2640,1.7738,1.7129,1.5886,1.3421,0.0442,0.8168,1.3421,0.8918

25.7420,0.0450,-0.3874,1.7738,1.8364,1.5268,1.3421,0.3529,0.8579,1.3421,0.9271

26.7420,-0.0785,0.1682,1.7121,1.7129,1.1564,1.2187,0.4147,0.8476,1.2187,0.9006

27.7420,-0.1402,-0.0788,1.7121,1.7747,1.4033,1.4656,0.3529,0.8373,1.4656,0.9271

28.7420,-0.0785,0.1682,1.7121,1.7747,1.2181,1.2187,0.2912,0.8476,1.2187,0.9006

29.7420,0.1067,-0.2640,1.9590,1.7129,1.9590,1.6508,0.3529,0.9711,1.6508,1.0682

30.7420,-0.0785,0.6621,1.8355,1.4660,1.5886,1.0335,0.4764,0.9917,1.0335,0.9977

31.7420,0.0450,0.5386,1.7738,1.4660,1.8355,1.1569,0.2912,0.9917,1.1569,1.0153

32.7420,0.1684,0.1065,1.4034,1.7747,1.5268,1.5274,0.4764,0.9094,1.5274,0.9976

33.7420,0.1067,-0.0170,1.7121,1.6512,1.5268,1.4656,0.4147,0.8991,1.4656,0.9800

34.7420,-0.0785,0.0447,1.5886,1.7129,1.8355,1.2187,0.5999,0.9505,1.2187,0.9888

35.7420,0.6622,-0.0788,1.5886,1.5895,1.5268,1.4039,0.2912,0.9299,1.4039,0.9976

36.7430,0.1684,0.1682,1.8355,1.5277,2.0825,1.5891,0.0442,0.9711,1.5891,1.0594

37.7420,-0.0785,0.2299,1.5268,1.8364,1.5268,1.8360,0.3529,0.8991,1.8360,1.0329

38.7420,0.1067,-0.1405,1.5886,1.7747,1.6503,1.1569,0.9086,0.9814,1.1569,1.0065

39.7420,0.0450,-0.1405,1.5268,1.5895,1.5886,1.0952,0.2912,0.8168,1.0952,0.8565

40.7420,-0.0785,0.2917,1.8973,1.4660,1.3416,1.5274,0.0442,0.8270,1.5274,0.9271

41.7420,0.0450,-0.1405,2.0825,1.4660,1.5886,1.4039,0.3529,0.8991,1.4039,0.9712

42.7420,-0.2637,-0.0170,1.8355,1.5895,1.6503,1.2804,0.2912,0.8476,1.2804,0.9095

43.7420,0.1067,-0.2022,1.8973,2.2686,1.7738,1.2187,0.3529,1.0328,1.2187,1.0594

44.7420,0.0450,0.0447,1.5886,1.4660,1.8355,1.1569,0.2294,0.8682,1.1569,0.9095

45.7420,-0.2019,-0.1405,1.8973,1.4660,1.7121,1.3421,0.4147,0.8579,1.3421,0.9271

46.7420,0.2919,-0.0788,2.0208,1.5895,1.7738,1.1569,0.2294,0.9711,1.1569,0.9976

47.7420,-0.0168,0.2299,1.6503,2.2686,1.6503,1.1569,0.0442,0.9711,1.1569,0.9976

48.7420,0.6005,-0.6344,1.8973,1.5277,1.8973,1.3421,0.6616,0.9917,1.3421,1.0417

49.7420,-0.0168,0.1065,1.7121,1.6512,1.5268,1.7743,0.3529,0.8888,1.7743,1.0153

50.7420,0.0450,-0.0788,1.7738,1.7129,1.7738,1.4656,-0.2027,0.8373,1.4656,0.9271

51.7430,-0.0785,0.0447,1.8355,1.8364,1.7738,1.1569,0.4764,0.9814,1.1569,1.0065

52.7420,0.1067,-0.0788,2.3912,1.8364,1.5268,1.0952,0.2912,1.0123,1.0952,1.0241

53.7420,-0.0785,0.5386,1.7738,1.4660,2.1443,1.2804,0.1060,0.9917,1.2804,1.0329

54.7420,0.2302,-0.0170,1.7738,1.3425,1.6503,1.2187,0.1677,0.8579,1.2187,0.9095

55.7420,-0.0168,-0.2022,1.4651,1.5277,1.7738,0.9717,0.5381,0.8476,0.9717,0.8654

56.7420,0.1684,-0.2022,2.0208,1.6512,2.2060,1.4656,0.2912,1.0226,1.4656,1.0859

57.7420,0.5388,0.2299,1.6503,1.5277,1.6503,1.3421,0.7851,1.0637,1.3421,1.1035

58.7420,0.1067,-0.1405,2.1442,1.5277,1.7121,1.1569,0.5999,0.9917,1.1569,1.0153

59.7420,0.4771,0.1682,2.0208,1.2808,1.5886,1.4656,0.2912,0.9711,1.4656,1.0417

