Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.8930,32.0952,32.4513,32.5892,32.8049,32.1820,32.0844,33.1270,30.3407,32.4245,31.2126,32.2093

2.4170,32.1067,32.4610,32.5595,32.8179,32.1959,32.0903,33.1119,30.3316,32.4282,31.2109,32.2093

3.4170,32.0930,32.4562,32.5720,32.8126,32.1911,32.1048,33.1061,30.3178,32.4250,31.2113,32.2067

4.4170,32.0918,32.4378,32.5546,32.8120,32.1730,32.0815,33.1046,30.3335,32.4138,31.2075,32.1986

5.4170,32.0955,32.4545,32.5638,32.8030,32.1969,32.1082,33.1087,30.3203,32.4227,31.2143,32.2064

6.4170,32.0817,32.4453,32.5495,32.7990,32.1723,32.0897,33.0990,30.3455,32.4095,31.2176,32.1977

7.4170,32.0896,32.4635,32.5667,32.7871,32.1637,32.0896,33.1134,30.3440,32.4141,31.2168,32.2022

8.4180,32.0849,32.4605,32.5670,32.8179,32.1740,32.0609,33.1175,30.3223,32.4208,31.1916,32.2006

9.4170,32.0856,32.4614,32.5557,32.8089,32.1944,32.0809,33.1062,30.3423,32.4212,31.2116,32.2044

10.4170,32.0830,32.4295,32.5594,32.7930,32.1628,32.0727,33.1029,30.3464,32.4056,31.2095,32.1937

11.4170,32.0848,32.4374,32.5701,32.7887,32.1787,32.0820,33.1047,30.3618,32.4119,31.2219,32.2010

12.4170,32.0788,32.4554,32.5647,32.7790,32.1515,32.0666,33.0932,30.3313,32.4059,31.1989,32.1901

13.4170,32.0649,32.4256,32.5447,32.7876,32.1668,32.0640,33.0971,30.3301,32.3979,31.1971,32.1851

14.4170,32.0944,32.4257,32.5435,32.7958,32.1723,32.0596,33.0841,30.3413,32.4063,31.2004,32.1896

15.4170,32.0727,32.4250,32.5503,32.7754,32.1731,32.0788,33.1078,30.3289,32.3993,31.2038,32.1890

16.4170,32.0506,32.4322,32.5429,32.7759,32.1825,32.0666,33.0624,30.3322,32.3968,31.1994,32.1807

17.4170,32.0644,32.4192,32.5445,32.7851,32.1348,32.0747,33.0640,30.3540,32.3896,31.2144,32.1801

18.4170,32.0732,32.4166,32.5493,32.7932,32.1600,32.0544,33.0778,30.3097,32.3985,31.1821,32.1793

19.4170,32.0606,32.4279,32.5339,32.7843,32.1310,32.0550,33.0928,30.3258,32.3876,31.1904,32.1764

20.4180,32.0708,32.4337,32.5327,32.7602,32.1670,32.0539,33.1015,30.3360,32.3929,31.1949,32.1820

21.4170,32.0698,32.4077,32.5451,32.7801,32.1350,32.0684,33.0830,30.3256,32.3876,31.1970,32.1768

22.4170,32.0517,32.4085,32.5253,32.7659,32.1526,32.0540,33.0669,30.3587,32.3808,31.2064,32.1729

23.4170,32.0516,32.3950,32.5263,32.7580,32.1563,32.0591,33.0857,30.3210,32.3774,31.1901,32.1691

24.4180,32.0716,32.3925,32.5407,32.7560,32.1330,32.0504,33.0663,30.3278,32.3787,31.1891,32.1673

25.4170,32.0671,32.3821,32.5201,32.7470,32.1591,32.0732,33.0528,30.3403,32.3751,31.2067,32.1677

26.4170,32.0443,32.3996,32.5197,32.7570,32.1283,32.0419,33.0294,30.3437,32.3698,31.1928,32.1580

27.4170,32.0454,32.3721,32.5213,32.7520,32.1280,32.0562,33.0385,30.3481,32.3637,31.2022,32.1577

28.4170,32.0443,32.3903,32.5141,32.7411,32.1401,32.0467,33.0703,30.3433,32.3660,31.1950,32.1613

29.4170,32.0718,32.3982,32.4981,32.7261,32.1299,32.0211,33.0430,30.3501,32.3648,31.1856,32.1548

30.4170,32.0407,32.3767,32.4991,32.7589,32.1547,32.0290,33.0445,30.3265,32.3660,31.1777,32.1537

31.4170,32.0495,32.3761,32.5140,32.7392,32.1227,32.0345,33.0674,30.3447,32.3603,31.1896,32.1560

32.4170,32.0405,32.3849,32.5050,32.7512,32.1428,32.0118,33.0480,30.3587,32.3649,31.1853,32.1554

33.4170,32.0511,32.4032,32.4984,32.7254,32.1168,32.0290,33.0461,30.3421,32.3590,31.1856,32.1515

34.4170,32.0555,32.3784,32.5041,32.7292,32.1325,32.0264,33.0302,30.3437,32.3599,31.1851,32.1500

35.4170,32.0698,32.3665,32.5012,32.7258,32.1092,32.0407,33.0297,30.3402,32.3545,31.1904,32.1479

36.4170,32.0386,32.3661,32.4909,32.6991,32.1085,32.0147,33.0175,30.3493,32.3407,31.1820,32.1356

37.4180,32.0361,32.3707,32.4818,32.7215,32.1309,32.0249,33.0136,30.3501,32.3482,31.1875,32.1412

38.4170,32.0142,32.3646,32.4706,32.7014,32.1123,32.0011,33.0151,30.3451,32.3326,31.1731,32.1281

39.4170,32.0036,32.3509,32.4785,32.7181,32.1088,31.9802,32.9999,30.3801,32.3320,31.1801,32.1275

40.4170,32.0127,32.3633,32.4651,32.7226,32.1056,32.0023,33.0203,30.3553,32.3338,31.1788,32.1309

41.4170,32.0450,32.3723,32.4657,32.7081,32.1126,32.0216,33.0340,30.3699,32.3408,31.1957,32.1412

42.4170,32.0185,32.3545,32.4792,32.7030,32.1133,32.0208,32.9993,30.3776,32.3337,31.1992,32.1333

43.4170,32.0198,32.3689,32.4604,32.7066,32.1141,32.0081,32.9997,30.3625,32.3340,31.1853,32.1300

44.4170,32.0322,32.3616,32.4625,32.6815,32.1110,31.9998,33.0074,30.3579,32.3298,31.1789,32.1268

45.4170,32.0495,32.3298,32.4471,32.6802,32.0978,31.9889,32.9761,30.3771,32.3209,31.1830,32.1183

46.4180,32.0130,32.3419,32.4972,32.6857,32.1069,32.0022,32.9802,30.3608,32.3289,31.1815,32.1235

47.4180,32.0290,32.3397,32.4584,32.6868,32.1027,31.9802,32.9921,30.3693,32.3233,31.1748,32.1198

48.4170,32.0151,32.3238,32.4350,32.6901,32.1048,31.9790,32.9766,30.3559,32.3138,31.1674,32.1100

49.4170,32.0238,32.3278,32.4676,32.6805,32.1083,31.9834,33.0008,30.3491,32.3216,31.1662,32.1176

50.4170,32.0073,32.3261,32.4663,32.6891,32.0688,31.9787,32.9958,30.3490,32.3115,31.1639,32.1101

51.4170,32.0090,32.3391,32.4479,32.6895,32.0935,32.0010,32.9877,30.3648,32.3158,31.1829,32.1166

52.4170,32.0166,32.3121,32.4383,32.6883,32.0893,31.9898,32.9926,30.3479,32.3089,31.1689,32.1094

