Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.9550,0.0074,0.0399,0.0000,0.0000

2.9320,0.0084,0.0450,0.0000,0.0000

3.9320,0.0074,0.0347,0.0000,0.0004

4.9320,0.0064,0.0296,0.0000,0.0004

5.9320,0.0074,0.0501,0.0000,0.0004

6.9330,0.0061,0.0193,0.0000,0.0004

7.9320,0.0074,0.0604,0.0000,0.0004

8.9330,0.0071,0.0347,0.0000,0.0004

9.9320,0.0074,0.0450,0.0000,0.0003

10.9320,0.0072,0.0347,0.0000,0.0004

11.9320,0.0074,0.0450,0.0000,0.0004

12.9320,0.0068,0.0296,0.0000,0.0004

13.9320,0.0068,0.0347,0.0000,0.0003

14.9320,0.0072,0.0399,0.0000,0.0004

15.9320,0.0068,0.0399,0.0000,0.0004

16.9330,0.0074,0.0347,0.0000,0.0004

17.9320,0.0060,0.0244,0.0000,0.0004

18.9320,0.0086,0.1016,0.0000,0.0004

19.9320,0.0082,0.0347,0.0000,0.0004

20.9330,0.0088,0.0501,0.0000,0.0004

21.9320,0.0086,0.0399,0.0000,0.0004

22.9320,0.0090,0.0399,0.0000,0.0007

23.9320,0.0086,0.0244,0.0000,0.0008

24.9320,0.0104,0.0862,0.0000,0.0008

25.9330,0.0114,0.0656,0.0000,0.0007

26.9320,0.0114,0.0347,0.0000,0.0007

27.9330,0.0129,0.0656,0.0000,0.0007

28.9320,0.0114,0.0604,0.0000,0.0007

29.9320,0.0112,0.0296,0.0000,0.0007

30.9330,0.0114,0.0553,0.0000,0.0007

31.9330,0.0106,0.0193,0.0000,0.0007

32.9320,0.0108,0.0450,0.0000,0.0007

33.9320,0.0114,0.0399,0.0000,0.0007

34.9330,0.0106,0.0656,0.0000,0.0007

35.9320,0.0098,0.0450,0.0000,0.0007

36.9320,0.0104,0.0501,0.0000,0.0007

37.9320,0.0098,0.0501,0.0000,0.0007

38.9320,0.0080,0.0141,0.0000,0.0007

39.9320,0.0084,0.0399,0.0000,0.0007

40.9320,0.0070,0.0193,0.0000,0.0007

41.9320,0.0076,0.0347,0.0000,0.0007

42.9330,0.0074,0.0399,0.0000,0.0007

43.9320,0.0076,0.0450,0.0000,0.0007

44.9320,0.0070,0.0501,0.0000,0.0007

45.9320,0.0064,0.0296,0.0000,0.0004

46.9320,0.0060,0.0399,0.0000,0.0004

47.9320,0.0054,0.0347,0.0000,0.0004

48.9320,0.0058,0.0244,0.0000,0.0004

49.9320,0.0050,0.0193,0.0000,0.0004

50.9320,0.0052,0.0244,0.0000,0.0004

