Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.8670,29.8901,29.5676,28.7023,29.0698,29.6371,30.1210,30.0317,30.0866,29.3734,30.1038,29.6383

2.2220,29.8715,29.5450,28.6896,29.0571,29.6486,30.1283,30.0186,30.1099,29.3624,30.1191,29.6336

2.8900,29.8857,29.5547,28.7001,29.0479,29.6623,30.1184,30.0132,30.1161,29.3702,30.1173,29.6373

3.8900,29.8796,29.5522,28.6948,29.0676,29.6416,30.0968,30.0168,30.1302,29.3671,30.1135,29.6349

4.8900,29.8708,29.5710,28.7080,29.0572,29.6493,30.1247,30.0229,30.0842,29.3713,30.1045,29.6360

5.8900,29.9012,29.5694,28.7069,29.0458,29.6553,30.1123,30.0270,30.1067,29.3757,30.1095,29.6406

6.8900,29.8760,29.5465,28.7004,29.0459,29.6526,30.1196,30.0238,30.1045,29.3643,30.1120,29.6337

7.8900,29.8678,29.5546,28.6930,29.0568,29.6510,30.1062,30.0135,30.0897,29.3646,30.0980,29.6291

8.8900,29.8915,29.5445,28.7140,29.0515,29.6530,30.1218,30.0016,30.1035,29.3709,30.1127,29.6352

9.8900,29.8710,29.5547,28.7086,29.0499,29.6490,30.1193,30.0325,30.0958,29.3666,30.1075,29.6351

10.8900,29.8728,29.5619,28.6923,29.0538,29.6593,30.1088,30.0284,30.1196,29.3680,30.1142,29.6371

11.8900,29.8660,29.5537,28.7048,29.0564,29.6520,30.1241,30.0178,30.1100,29.3666,30.1171,29.6356

12.8910,29.8758,29.5575,28.7049,29.0451,29.6336,30.1212,30.0287,30.0779,29.3634,30.0996,29.6306

13.8900,29.8805,29.5536,28.7081,29.0695,29.6430,30.1306,30.0244,30.0926,29.3710,30.1116,29.6378

14.8900,29.8981,29.5458,28.7007,29.0659,29.6639,30.1308,30.0184,30.0932,29.3749,30.1120,29.6396

15.8910,29.8864,29.5578,28.7103,29.0530,29.6518,30.0933,30.0149,30.0811,29.3719,30.0872,29.6311

16.8910,29.8565,29.5570,28.6987,29.0508,29.6510,30.1241,30.0169,30.0822,29.3628,30.1031,29.6297

17.8900,29.8844,29.5584,28.7091,29.0470,29.6591,30.1260,30.0066,30.0823,29.3716,30.1042,29.6341

18.8900,29.8613,29.5541,28.7184,29.0554,29.6285,30.1180,30.0263,30.0931,29.3636,30.1055,29.6319

19.8900,29.8632,29.5621,28.7132,29.0601,29.6412,30.1368,30.0097,30.0668,29.3679,30.1018,29.6316

20.8900,29.9022,29.5616,28.6934,29.0337,29.6360,30.1161,30.0126,30.0545,29.3654,30.0853,29.6263

21.8900,29.8980,29.5469,28.7060,29.0553,29.6427,30.1101,30.0172,30.0842,29.3698,30.0971,29.6326

22.8910,29.8904,29.5356,28.7093,29.0463,29.6464,30.1133,30.0124,30.0860,29.3656,30.0997,29.6299

23.8900,29.8687,29.5450,28.6947,29.0449,29.6519,30.1240,30.0326,30.0935,29.3610,30.1088,29.6319

24.8900,29.8697,29.5496,28.7120,29.0406,29.6252,30.1133,30.0077,30.0794,29.3594,30.0964,29.6247

25.8900,29.8908,29.5412,28.6965,29.0542,29.6392,30.1090,30.0053,30.0540,29.3644,30.0815,29.6238

26.8900,29.8847,29.5370,28.7234,29.0481,29.6567,30.1320,30.0025,30.0662,29.3700,30.0991,29.6313

27.8900,29.8742,29.5570,28.7076,29.0771,29.6400,30.1187,30.0174,30.0703,29.3712,30.0945,29.6328

28.8900,29.8885,29.5451,28.7108,29.0628,29.6444,30.1104,29.9937,30.0564,29.3703,30.0834,29.6265

29.8900,29.8801,29.5498,28.7038,29.0478,29.6600,30.1184,29.9933,30.0578,29.3683,30.0881,29.6264

30.8900,29.8959,29.5540,28.6961,29.0477,29.6420,30.1028,29.9984,30.0633,29.3671,30.0830,29.6250

31.8910,29.8804,29.5252,28.7083,29.0303,29.6438,30.1042,29.9969,30.0539,29.3576,30.0790,29.6179

32.8900,29.8713,29.5264,28.6940,29.0418,29.6328,30.1063,30.0047,30.0777,29.3533,30.0920,29.6194

33.8900,29.8859,29.5376,28.7343,29.0158,29.6357,30.1313,29.9801,30.0571,29.3619,30.0942,29.6222

34.8900,29.8760,29.5343,28.7042,29.0205,29.6366,30.0932,30.0036,30.0772,29.3543,30.0852,29.6182

35.8900,29.8908,29.5533,28.7124,29.0494,29.6420,30.0982,29.9986,30.0276,29.3696,30.0629,29.6215

36.8900,29.8858,29.5376,28.7131,29.0417,29.6351,30.0870,29.9965,30.0560,29.3627,30.0715,29.6191

37.8900,29.9018,29.5323,28.6933,29.0313,29.6427,30.0993,29.9814,30.0419,29.3603,30.0706,29.6155

38.8900,29.9163,29.5239,28.6891,29.0403,29.6205,30.1133,30.0008,30.0484,29.3580,30.0809,29.6191

39.8900,29.8944,29.5235,28.6854,29.0464,29.6348,30.0942,30.0187,30.0562,29.3569,30.0752,29.6192

40.8900,29.9001,29.5546,28.7086,29.0366,29.6203,30.0985,30.0051,30.0327,29.3640,30.0656,29.6196

41.8900,29.8784,29.5517,28.7014,29.0295,29.6179,30.0867,30.0135,30.0453,29.3558,30.0660,29.6155

42.8900,29.8856,29.5348,28.7047,29.0300,29.6166,30.0972,30.0112,30.0389,29.3543,30.0680,29.6149

43.8900,29.8835,29.5241,28.6987,29.0428,29.6249,30.1087,29.9859,30.0514,29.3548,30.0800,29.6150

44.8900,29.9020,29.5264,28.6855,29.0469,29.6039,30.1094,29.9952,30.0459,29.3529,30.0776,29.6144

45.8900,29.8842,29.5262,28.6863,29.0138,29.6195,30.0944,29.9796,30.0281,29.3460,30.0613,29.6040

46.8900,29.8961,29.5214,28.6772,29.0241,29.6308,30.0997,29.9889,30.0672,29.3499,30.0834,29.6132

