Elapsed Time (s), Rod voltage (V), Rod Current (A), Rod Power (W)
1.8670,NaN,NaN,NaN

2.2220,0.0017,0.0311,0.0001

2.8900,0.0017,0.0297,0.0001

3.8900,0.0017,0.0275,0.0000

4.8900,0.0017,0.0322,0.0001

5.8900,0.0017,0.0318,0.0001

6.8900,0.0017,0.0338,0.0001

7.8900,0.0017,0.0448,0.0001

8.8900,0.0017,0.0380,0.0001

9.8900,0.0017,0.0398,0.0001

10.8900,0.0017,0.0287,0.0000

11.8900,0.0017,0.0293,0.0000

12.8910,0.0017,0.0378,0.0001

13.8900,0.0017,0.0341,0.0001

14.8900,0.0017,0.0331,0.0001

15.8910,0.0017,0.0262,0.0000

16.8910,0.0017,0.0376,0.0001

17.8900,0.0017,0.0348,0.0001

18.8900,0.0017,0.0324,0.0001

19.8900,0.0017,0.0348,0.0001

20.8900,0.0017,0.0347,0.0001

21.8900,0.0017,0.0416,0.0001

22.8910,0.0017,0.0441,0.0001

23.8900,0.0017,0.0247,0.0000

24.8900,0.0017,0.0300,0.0001

25.8900,0.0017,0.0228,0.0000

26.8900,0.0017,0.0217,0.0000

27.8900,0.0017,0.0245,0.0000

28.8900,0.0017,0.0361,0.0001

29.8900,0.0017,0.0258,0.0000

30.8900,0.0017,0.0353,0.0001

31.8910,0.0017,0.0295,0.0000

32.8900,0.0017,0.0212,0.0000

33.8900,0.0017,0.0277,0.0000

34.8900,0.0017,0.0251,0.0000

35.8900,0.0017,0.0274,0.0000

36.8900,0.0017,0.0243,0.0000

37.8900,0.0017,0.0324,0.0001

38.8900,0.0017,0.0393,0.0001

39.8900,0.0017,0.0427,0.0001

40.8900,0.0017,0.0317,0.0001

41.8900,0.0017,0.0408,0.0001

42.8900,0.0017,0.0279,0.0000

43.8900,0.0017,0.0218,0.0000

44.8900,0.0017,0.0380,0.0001

45.8900,0.0017,0.0312,0.0001

46.8900,0.0017,0.0258,0.0000

47.8900,0.0017,0.0487,0.0001

48.8900,0.0017,0.0328,0.0001

49.8900,0.0017,0.0439,0.0001

50.8900,0.0017,0.0286,0.0000

51.8900,0.0017,0.0313,0.0001

52.8900,0.0017,0.0289,0.0000

53.8900,0.0017,0.0266,0.0000

54.8900,0.0017,0.0360,0.0001

55.8900,0.0017,0.0334,0.0001

56.8900,0.0017,0.0401,0.0001

57.8900,0.0017,0.0281,0.0000

58.8900,0.0012,-0.0025,-0.0000

59.8900,0.0005,-0.0378,-0.0000

60.8900,2.8911,177.2076,512.3254

61.8900,5.0675,283.9180,1438.7504

62.8900,5.1263,284.0250,1455.9854

63.8900,5.1317,284.0325,1457.5801

64.8900,5.1319,284.0361,1457.6531

65.8900,5.1283,284.0539,1456.7222

66.8900,5.1230,284.0772,1455.3278

67.8900,5.1220,284.0830,1455.0773

68.8900,5.1238,284.0716,1455.5389

69.8900,5.1232,284.0728,1455.3541

70.8900,5.1234,284.0719,1455.4058

71.8900,5.1236,284.0674,1455.4370

72.8900,5.1234,284.0674,1455.3870

73.8900,5.1231,284.0676,1455.3106

74.8900,5.1225,284.0690,1455.1531

75.8900,5.0822,284.2257,1444.4818

76.8900,5.0552,284.3487,1437.4288

77.8900,5.0654,284.3097,1440.1284

78.8900,5.0826,284.2405,1444.6894

79.8900,5.1121,284.1144,1452.4167

80.8900,5.1123,284.0985,1452.3960

81.8900,5.0377,284.4023,1432.7208

82.8900,5.0371,284.4095,1432.5967

83.8900,5.0390,284.4016,1433.1135

84.8900,5.0409,284.3932,1433.5912

85.8900,5.0438,284.3817,1434.3526

86.8900,5.0470,284.3688,1435.2097

87.8910,5.0505,284.3547,1436.1205

88.8900,5.0530,284.3440,1436.7765

89.8900,5.0569,284.3284,1437.8205

90.8900,5.0578,284.3234,1438.0498

91.8900,5.0493,284.3510,1435.7784

92.8900,5.0408,284.3852,1433.5197

93.8900,5.0424,284.3770,1433.9557

94.8900,5.0436,284.3723,1434.2600

95.8900,5.0448,284.3661,1434.5654

96.8900,5.0459,284.3613,1434.8586

97.8910,5.0479,284.3521,1435.3909

98.8900,5.0490,284.3468,1435.6703

99.8900,5.0512,284.3381,1436.2442

100.8900,5.0522,284.3331,1436.5135

101.8910,5.0528,284.3301,1436.6699

102.8900,5.0540,284.3250,1436.9898

103.8900,5.0546,284.3214,1437.1209

104.8900,5.0549,284.3182,1437.1901

105.8900,5.0558,284.3137,1437.4431

106.8900,5.0562,284.3115,1437.5321

107.8900,5.0564,284.3097,1437.5876

108.8900,5.0571,284.3065,1437.7746

109.8900,5.0572,284.3051,1437.7924

110.8900,5.0579,284.3014,1437.9675

111.8900,5.0573,284.3035,1437.8156

112.8900,5.0576,284.3000,1437.8785

113.8910,5.0575,284.3004,1437.8377

114.8900,5.0581,284.2972,1438.0052

115.8900,5.0580,284.2954,1437.9778

116.8900,5.0592,284.2905,1438.2922

117.8900,5.0591,284.2901,1438.2448

118.8900,5.0597,284.2875,1438.3999

119.8900,5.0584,284.2908,1438.0488

120.8900,5.0594,284.2867,1438.3164

121.8900,5.0604,284.2817,1438.5788

122.8900,5.0598,284.2831,1438.4134

123.8900,5.0603,284.2796,1438.5306

124.8900,5.0595,284.2808,1438.3060

125.8900,5.0600,284.2789,1438.4644

126.8900,5.0609,284.2739,1438.6940

127.8900,5.0599,284.2770,1438.4231

128.8900,5.0603,284.2743,1438.5126

129.8900,5.0586,284.2798,1438.0579

130.8900,5.0614,284.2695,1438.8105

131.8900,5.0604,284.2722,1438.5422

132.8910,5.0612,284.2681,1438.7381

133.8900,5.0602,284.2722,1438.4650

134.8900,5.0621,284.2639,1438.9820

135.8900,5.0616,284.2651,1438.8346

136.8900,5.0613,284.2651,1438.7485

137.8910,5.0618,284.2619,1438.8689

138.8900,5.0617,284.2614,1438.8413

139.8900,5.0602,284.2668,1438.4510

140.8900,5.0593,284.2697,1438.1944

141.8900,5.0613,284.2615,1438.7262

142.8900,5.0634,284.2527,1439.2858

143.8900,5.0644,284.2469,1439.5457

144.8900,5.0633,284.2511,1439.2439

145.8900,5.0654,284.2426,1439.7952

146.8910,5.0672,284.2326,1440.2712

147.8900,5.0669,284.2329,1440.1747

148.8900,5.0652,284.2391,1439.7208

149.8900,5.0672,284.2311,1440.2498

150.8900,5.0682,284.2259,1440.5182

151.8910,5.0673,284.2281,1440.2723

152.8900,5.0667,284.2314,1440.1234

153.8900,5.0683,284.2236,1440.5262

154.8900,5.0691,284.2203,1440.7537

155.8900,5.0691,284.2185,1440.7212

156.8900,5.0699,284.2164,1440.9426

157.8900,5.0700,284.2148,1440.9810

158.8900,5.0702,284.2129,1441.0271

159.8900,5.0708,284.2106,1441.1676

160.8900,5.0689,284.2170,1440.6802

161.8900,5.0708,284.2079,1441.1719

162.8900,5.0702,284.2098,1441.0089

163.8900,5.0712,284.2049,1441.2635

164.8900,5.0700,284.2099,1440.9482

165.8900,5.0714,284.2042,1441.3106

166.8900,5.0718,284.2021,1441.4070

167.8900,5.0699,284.2089,1440.9086

168.8900,5.0698,284.2093,1440.8774

169.8900,5.0730,284.1955,1441.7274

170.8900,5.0708,284.2026,1441.1296

171.8900,5.0725,284.1955,1441.5762

172.8900,5.0703,284.2049,1441.0016

173.8900,5.0722,284.1964,1441.5004

174.8900,5.0734,284.1899,1441.8085

175.8900,5.0721,284.1945,1441.4487

176.8900,5.0715,284.1971,1441.3011

177.8900,5.0721,284.1943,1441.4750

178.8910,5.0746,284.1822,1442.1237

179.8900,5.0752,284.1793,1442.2528

180.8900,5.0730,284.1869,1441.6917

181.8900,5.0731,284.1866,1441.6988

182.8900,5.0739,284.1822,1441.9105

183.8900,5.0740,284.1820,1441.9311

184.8900,5.0749,284.1779,1442.1722

185.8900,5.0748,284.1778,1442.1464

186.8900,5.0762,284.1706,1442.5182

187.8900,5.0771,284.1684,1442.7392

188.8900,5.0776,284.1642,1442.8821

189.8900,5.0778,284.1620,1442.9214

190.8900,5.0768,284.1674,1442.6492

191.8900,5.0789,284.1585,1443.2031

192.8900,5.0766,284.1676,1442.6027

193.8900,5.0792,284.1553,1443.2933

194.8910,5.0797,284.1526,1443.4078

195.8900,5.0801,284.1503,1443.5006

196.8900,5.0801,284.1492,1443.5083

197.8900,5.0823,284.1395,1444.0812

198.8900,5.0788,284.1526,1443.1666

199.8900,5.0685,284.1968,1440.4655

200.8900,5.0695,284.1929,1440.7295

201.8900,5.0702,284.1902,1440.8929

202.8900,5.0703,284.1889,1440.9174

203.8900,5.0726,284.1783,1441.5365

204.8900,5.0752,284.1668,1442.2159

205.8910,5.0772,284.1573,1442.7183

206.8900,5.0804,284.1447,1443.5578

207.8900,5.0823,284.1345,1444.0561

208.8900,5.0848,284.1226,1444.7111

209.8910,5.0756,284.1607,1442.2766

210.8900,5.0674,284.1970,1440.1269

211.8900,5.0685,284.1928,1440.4363

212.8900,5.0714,284.1797,1441.1837

213.8900,5.0745,284.1661,1442.0079

214.8900,5.0768,284.1567,1442.5937

215.8900,5.0826,284.1312,1444.1171

216.8900,5.0829,284.1279,1444.1954

217.8900,5.0818,284.1338,1443.8981

218.8910,5.0840,284.1225,1444.4754

219.8900,5.0814,284.1325,1443.8017

220.8900,5.0825,284.1277,1444.0760

221.8900,5.0849,284.1182,1444.6995

222.8900,5.0858,284.1127,1444.9451

223.8900,5.0842,284.1188,1444.5052

224.8900,5.0846,284.1173,1444.6357

225.8900,5.0757,284.1529,1442.2884

226.8900,5.0726,284.1690,1441.4686

227.8900,5.0809,284.1331,1443.6571

228.8910,5.0754,284.1562,1442.1942

229.8900,5.0754,284.1549,1442.2126

230.8900,5.0752,284.1578,1442.1557

231.8900,5.0782,284.1431,1442.9447

232.8900,5.0790,284.1398,1443.1349

233.8900,5.0778,284.1430,1442.8192

234.8900,5.0797,284.1358,1443.3380

235.8900,5.0823,284.1239,1444.0062

236.8900,5.0832,284.1189,1444.2193

237.8900,5.0811,284.1285,1443.6733

238.8900,5.0834,284.1172,1444.2720

239.8910,5.0842,284.1128,1444.4877

240.8900,5.0863,284.1044,1445.0353

241.8900,5.0875,284.0978,1445.3455

242.8900,5.0897,284.0886,1445.9388

243.8900,5.0897,284.0870,1445.9061

244.8900,5.0872,284.0977,1445.2675

245.8900,5.0892,284.0901,1445.7840

246.8900,5.0893,284.0877,1445.7945

247.8900,5.0915,284.0773,1446.3810

248.8900,5.0917,284.0751,1446.4365

249.8900,5.0920,284.0739,1446.5078

250.8900,5.0915,284.0753,1446.3677

251.8900,5.0907,284.0779,1446.1695

252.8900,5.0907,284.0784,1446.1700

253.8900,5.0912,284.0756,1446.2973

254.8900,5.0886,284.0874,1445.5998

255.8900,5.0893,284.0842,1445.7976

256.8900,5.0904,284.0792,1446.0875

257.8900,5.0923,284.0707,1446.5661

258.8900,5.0919,284.0708,1446.4486

259.8900,5.0906,284.0777,1446.1195

260.8900,5.0909,284.0761,1446.1892

261.8900,5.0918,284.0714,1446.4317

262.8900,5.0905,284.0777,1446.0915

263.8900,5.0904,284.0769,1446.0767

264.8900,5.0907,284.0757,1446.1567

265.8900,5.0924,284.0682,1446.5996

266.8900,5.0921,284.0700,1446.5134

267.8900,5.0925,284.0669,1446.6206

268.8900,5.0924,284.0673,1446.5888

269.8900,5.0922,284.0681,1446.5296

270.8900,5.0914,284.0720,1446.3325

271.8900,5.0926,284.0655,1446.6427

272.8910,5.0933,284.0611,1446.8197

273.8900,5.0934,284.0615,1446.8440

274.8900,5.0932,284.0617,1446.7733

275.8910,5.0927,284.0636,1446.6574

276.8900,5.0922,284.0661,1446.5251

277.8900,5.0926,284.0648,1446.6403

278.8900,5.0927,284.0643,1446.6550

279.8900,5.0938,284.0596,1446.9306

280.8900,5.0936,284.0593,1446.8749

281.8900,5.0933,284.0600,1446.7961

282.8900,5.0957,284.0503,1447.4220

283.8900,5.0945,284.0544,1447.1213

284.8910,5.0947,284.0553,1447.1827

285.8900,5.0938,284.0589,1446.9466

286.8900,5.0939,284.0579,1446.9489

287.8900,5.0938,284.0586,1446.9360

288.8900,5.0934,284.0607,1446.8266

289.8900,5.0927,284.0621,1446.6511

290.8910,5.0924,284.0640,1446.5539

