Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.9080,36.2488,36.4463,36.4720,36.4613,36.1773,36.2016,36.6332,30.6698,36.3612,33.4357,35.6638

2.3420,36.2317,36.4482,36.4636,36.4781,36.1564,36.2004,36.6239,30.6708,36.3556,33.4356,35.6591

3.3420,36.2085,36.4254,36.4460,36.4521,36.1501,36.1926,36.6012,30.6912,36.3364,33.4419,35.6459

4.3420,36.2021,36.4188,36.4412,36.4487,36.1460,36.1811,36.5954,30.6604,36.3314,33.4207,35.6367

5.3420,36.1685,36.3895,36.4268,36.4334,36.1251,36.1461,36.5698,30.6557,36.3087,33.4009,35.6144

6.3420,36.1648,36.3775,36.4107,36.4046,36.0811,36.1377,36.5617,30.6585,36.2878,33.3981,35.5996

7.3420,36.1429,36.3508,36.4018,36.3789,36.0789,36.1219,36.5368,30.6502,36.2707,33.3861,35.5828

8.3420,36.1248,36.3542,36.3995,36.3705,36.0668,36.1215,36.5079,30.6395,36.2632,33.3805,35.5731

9.3420,36.1146,36.3121,36.3635,36.3476,36.0561,36.0842,36.5023,30.6593,36.2388,33.3717,35.5550

10.3420,36.0952,36.3092,36.3499,36.3326,36.0302,36.0620,36.5036,30.6694,36.2234,33.3657,35.5440

11.3420,36.0828,36.2847,36.3268,36.3198,36.0202,36.0463,36.4974,30.6570,36.2069,33.3516,35.5294

12.3420,36.0567,36.2728,36.3036,36.3088,35.9889,36.0454,36.4574,30.6476,36.1861,33.3465,35.5101

13.3420,36.0447,36.2739,36.2911,36.2949,35.9989,36.0447,36.4575,30.6647,36.1807,33.3547,35.5088

14.3420,36.0445,36.2525,36.2899,36.2913,35.9740,36.0156,36.4283,30.6538,36.1705,33.3347,35.4937

15.3420,36.0087,36.2339,36.2572,36.2713,35.9615,35.9760,36.4124,30.6755,36.1465,33.3257,35.4745

16.3420,36.0092,36.2294,36.2364,36.2527,35.9522,35.9840,36.3887,30.6422,36.1360,33.3131,35.4619

17.3420,35.9912,36.2045,36.2298,36.2246,35.9514,35.9486,36.3929,30.6546,36.1203,33.3016,35.4497

18.3420,35.9483,36.1726,36.2170,36.2273,35.9367,35.9600,36.3502,30.6656,36.1004,33.3128,35.4347

19.3420,35.9670,36.1738,36.1915,36.2154,35.9067,35.9543,36.3607,30.6698,36.0908,33.3121,35.4299

20.3420,35.9478,36.1521,36.1862,36.1844,35.8814,35.9019,36.3409,30.6721,36.0704,33.2870,35.4083

21.3420,35.9441,36.1421,36.1692,36.1916,35.8725,35.9100,36.3155,30.6580,36.0639,33.2840,35.4004

22.3430,35.8970,36.1134,36.1475,36.1471,35.8507,35.8895,36.2896,30.6619,36.0311,33.2757,35.3746

23.3430,35.9173,36.0990,36.1308,36.1453,35.8345,35.8635,36.2991,30.6748,36.0254,33.2692,35.3705

24.3420,35.8853,36.0738,36.1298,36.1116,35.8479,35.8610,36.2719,30.6516,36.0097,33.2563,35.3541

25.3420,35.8649,36.0727,36.1068,36.1358,35.8252,35.8317,36.2639,30.6706,36.0011,33.2511,35.3464

26.3420,35.8524,36.0699,36.0924,36.0891,35.7958,35.8210,36.2476,30.6565,35.9799,33.2388,35.3281

27.3430,35.8323,36.0424,36.0569,36.0858,35.8099,35.8043,36.2195,30.6552,35.9655,33.2297,35.3133

28.3420,35.8378,36.0117,36.0543,36.0814,35.7840,35.8084,36.2235,30.6706,35.9538,33.2395,35.3090

29.3420,35.8033,36.0174,36.0421,36.0571,35.7514,35.7771,36.2123,30.6542,35.9343,33.2157,35.2894

30.3420,35.7986,35.9936,36.0390,36.0315,35.7378,35.7724,36.1872,30.6552,35.9201,33.2138,35.2769

31.3420,35.7812,35.9805,36.0184,36.0188,35.7317,35.7658,36.1796,30.6706,35.9061,33.2182,35.2683

32.3420,35.7930,35.9700,36.0162,36.0088,35.6868,35.7556,36.1569,30.6575,35.8949,33.2065,35.2556

33.3420,35.7514,35.9366,35.9796,35.9553,35.6859,35.7383,36.1175,30.6646,35.8618,33.2014,35.2286

34.3420,35.7578,35.9266,35.9649,35.9696,35.6601,35.7255,36.1271,30.6724,35.8558,33.1990,35.2255

35.3420,35.7382,35.9243,35.9677,35.9547,35.6498,35.7293,36.1113,30.6631,35.8469,33.1962,35.2173

36.3420,35.7191,35.9059,35.9255,35.9512,35.6569,35.6831,36.0999,30.6499,35.8317,33.1665,35.1989

37.3420,35.6836,35.8668,35.9098,35.9178,35.6326,35.6724,36.0753,30.6472,35.8021,33.1598,35.1757

38.3420,35.6860,35.8508,35.8924,35.9163,35.6351,35.6528,36.0790,30.6492,35.7961,33.1510,35.1702

39.3430,35.6757,35.8691,35.8948,35.8995,35.6107,35.6220,36.0281,30.6694,35.7900,33.1457,35.1587

40.3420,35.6529,35.8548,35.8716,35.8978,35.6095,35.6235,36.0296,30.6484,35.7773,33.1359,35.1485

41.3420,35.6378,35.8246,35.8601,35.8667,35.5891,35.6251,36.0139,30.6491,35.7556,33.1371,35.1333

42.3420,35.6381,35.8061,35.8556,35.8701,35.5646,35.6072,36.0095,30.6687,35.7469,33.1379,35.1275

43.3430,35.6258,35.7966,35.8167,35.8359,35.5725,35.5804,35.9962,30.6671,35.7295,33.1238,35.1114

44.3420,35.6169,35.7688,35.8203,35.8221,35.5280,35.5575,35.9760,30.6572,35.7112,33.1074,35.0933

45.3420,35.5873,35.7656,35.8026,35.7984,35.5269,35.5447,35.9555,30.6552,35.6962,33.1000,35.0795

