Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.9080,1.9934,5.1850,22.7149,0.1221

2.3420,1.9924,5.1798,Inf,0.0000

3.3420,1.9901,5.1644,0.0000,0.1257

4.3420,1.9919,5.1952,22.1288,0.1249

5.3420,1.9934,5.2004,22.3442,0.1157

6.3420,1.9947,5.2055,22.3273,0.1262

7.3420,1.9945,5.1850,22.5512,0.1221

8.3420,1.9949,5.1952,22.6868,0.1253

9.3420,1.9936,5.1592,22.7210,0.1277

10.3420,1.9936,5.1850,22.7314,0.1200

11.3420,1.9940,5.1952,22.8435,0.1276

12.3420,1.9952,5.2107,22.5806,0.1165

13.3420,1.9966,5.2004,22.5513,0.1186

14.3420,1.9966,5.1952,22.2249,0.1236

15.3420,1.9980,5.2364,22.1439,0.1182

16.3420,1.9976,5.1952,22.6350,0.1235

17.3420,1.9988,5.2158,22.2284,0.1228

18.3420,1.9980,5.1747,22.4283,0.1206

19.3420,1.9984,5.1695,22.6771,0.1259

20.3420,1.9982,5.1798,22.4356,0.1265

21.3420,1.9974,5.1747,22.4380,0.1219

22.3430,1.9968,5.1952,22.5845,0.1261

23.3430,1.9966,5.1952,22.5649,0.1239

24.3420,1.9954,5.1644,22.5316,0.1254

25.3420,1.9938,5.1952,22.4891,0.1246

26.3420,1.9968,5.2724,22.2315,0.1170

27.3430,1.9968,5.2158,22.7287,0.1196

28.3420,1.9978,5.2004,22.7298,0.1186

29.3420,1.9970,5.1489,22.5019,0.1158

30.3420,1.9962,5.1592,22.0719,0.1236

31.3420,1.9946,5.1335,22.4931,0.1245

32.3420,1.9948,5.2004,22.3482,0.1230

33.3420,1.9942,5.1798,22.6693,0.1255

34.3420,1.9932,5.1386,22.4273,0.1237

35.3420,1.9928,5.1850,22.6256,0.1271

36.3420,1.9892,5.1798,22.5857,0.1242

