Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.9080,-0.6958,1.4647,4.1817,4.1823,0.1067,5.9106,2.8225,2.0104,5.9106,2.5675

2.3420,0.6005,1.6499,4.0582,4.1206,0.1067,5.6019,2.3904,2.1544,5.6019,2.6469

3.3420,0.1684,1.6499,4.1199,3.9354,-0.1402,5.7254,3.0078,2.1235,5.7254,2.6381

4.3420,0.3536,1.5881,4.0582,4.2441,0.1067,6.5279,2.3904,2.1235,6.5279,2.7527

5.3420,0.0450,1.3412,5.1695,4.1823,0.1067,5.6636,2.7608,2.2676,5.6636,2.7527

6.3420,0.3536,1.3412,3.9347,3.9354,0.1067,5.6019,2.6373,2.0515,5.6019,2.5587

7.3420,0.6622,1.0325,4.3669,4.2441,0.1067,5.7871,2.4521,2.1441,5.7871,2.6645

8.3420,-0.0785,1.4029,4.6139,4.3058,0.1067,5.8489,2.8225,2.1956,5.8489,2.7175

9.3420,0.1067,1.3412,4.4286,4.4293,0.0450,5.5402,2.3904,2.1235,5.5402,2.6116

10.3420,0.2302,1.6499,3.9965,4.6762,-0.3255,5.7254,2.7608,2.1647,5.7254,2.6733

11.3420,0.2302,1.3412,4.0582,4.1823,0.2302,5.8489,2.9460,2.1647,5.8489,2.6910

12.3420,0.2919,1.5264,4.1199,4.6145,-0.1402,5.6636,3.0695,2.2470,5.6636,2.7351

13.3420,0.4771,1.4647,5.4165,4.1206,0.0450,5.8489,2.8843,2.4013,5.8489,2.8938

14.3420,0.1684,1.7116,3.8730,4.5527,-0.2637,6.0341,2.4521,2.0824,6.0341,2.6469

15.3420,0.2302,1.4647,3.4408,4.0589,0.1685,5.7254,3.0078,2.0618,5.7254,2.5852

16.3420,0.0450,1.3412,3.9965,4.6145,0.1685,6.0341,2.9460,2.1853,6.0341,2.7351

17.3420,0.3536,1.4029,3.5643,4.3058,-0.0167,5.7254,2.3286,1.9897,5.7254,2.5234

18.3420,-0.1402,1.3412,4.0582,4.0589,0.1067,5.7871,2.2669,1.9486,5.7871,2.4970

19.3420,-0.0785,1.5264,4.4904,4.3058,0.2920,5.9106,2.3286,2.1441,5.9106,2.6822

20.3420,0.0450,1.5881,3.9965,4.6762,-0.0785,6.0958,2.7608,2.1647,6.0958,2.7263

21.3420,-0.0168,1.7116,3.9965,4.0589,0.2302,5.9723,2.6373,2.1030,5.9723,2.6557

22.3430,-0.1402,1.6499,4.0582,4.5527,0.2302,5.9106,3.1313,2.2470,5.9106,2.7704

23.3430,0.5388,1.6499,4.6756,4.6145,-0.0785,5.5402,2.7608,2.3602,5.5402,2.8145

24.3420,0.0450,1.5881,4.1817,4.1823,-0.4489,5.8489,2.7608,2.0515,5.8489,2.5940

25.3420,0.1067,1.4029,4.2434,4.0589,0.0450,5.7871,2.8843,2.1235,5.7871,2.6469

26.3420,0.5388,1.0325,3.8730,4.4293,0.0450,5.5402,2.6373,2.0926,5.5402,2.5851

27.3430,0.3536,1.8968,4.5521,4.4910,-0.2020,5.7871,2.9460,2.3396,5.7871,2.8321

28.3420,0.2302,1.4029,4.1199,3.9971,0.3537,5.6636,2.4521,2.0927,5.6636,2.6028

29.3420,-0.0785,1.6499,4.1199,4.0589,0.1067,5.4784,3.0695,2.1544,5.4784,2.6293

30.3420,-0.1402,1.5264,4.3052,4.7997,-0.0785,5.5402,2.9460,2.2264,5.5402,2.6998

31.3420,0.7857,1.8351,4.3669,4.7379,0.2302,5.5402,2.4521,2.4013,5.5402,2.8497

32.3420,0.6622,1.7116,4.3669,3.9971,-0.2020,5.8489,2.3904,2.1544,5.8489,2.6822

33.3420,-0.0168,2.0203,4.4286,4.6145,0.1067,5.4167,2.5138,2.2779,5.4167,2.7263

34.3420,-0.2019,2.0820,4.3669,4.1823,0.3537,5.6636,2.8225,2.2676,5.6636,2.7527

35.3420,0.1067,1.8351,3.8730,4.2441,0.0450,5.9723,2.1434,2.0412,5.9723,2.6028

36.3420,-0.0785,1.4029,4.0582,4.4293,1.0946,5.4167,3.6252,2.4220,5.4167,2.8498

37.3420,0.2302,1.7116,3.7495,4.1206,0.2920,5.7254,2.5138,2.1029,5.7254,2.6204

38.3420,0.2302,1.4029,4.8608,4.5527,-0.1402,5.4167,2.6373,2.2573,5.4167,2.7086

39.3430,0.1067,2.0820,4.4286,4.0589,-0.6959,5.8489,2.8225,2.1338,5.8489,2.6645

40.3420,0.0450,1.6499,4.0582,4.3675,0.6007,6.4045,2.1434,2.1441,6.4045,2.7527

41.3420,0.2302,1.5881,4.4286,3.9971,0.2920,5.7254,2.5138,2.1750,5.7254,2.6822

42.3420,0.3536,1.5264,3.8112,4.4910,-0.2637,5.7254,3.1313,2.1750,5.7254,2.6822

43.3430,0.1684,1.7116,3.8730,4.6145,0.0450,5.6636,2.4521,2.1441,5.6636,2.6469

44.3420,0.2919,1.5881,5.4782,4.5527,0.1067,5.9723,2.6991,2.4528,5.9723,2.9556

45.3420,0.0450,1.7733,3.9347,4.5527,0.1685,6.3427,2.8843,2.2264,6.3427,2.8145

46.3420,0.0450,1.4647,3.8112,4.3675,-0.0785,5.9106,2.5756,2.0309,5.9106,2.5852

47.3420,0.4153,1.5264,4.1199,4.5527,0.7859,5.8489,2.5138,2.3190,5.8489,2.8233

48.3420,-0.7575,1.9585,3.9965,4.0589,0.2302,5.3550,3.1313,2.1030,5.3550,2.5675

49.3420,0.4771,1.4029,3.8730,4.2441,0.1685,5.7871,2.6991,2.1441,5.7871,2.6645

50.3420,0.6005,1.0325,3.9347,4.4910,-0.2020,5.7871,2.6991,2.0926,5.7871,2.6204

51.3430,0.1067,1.7116,3.9347,4.3058,-0.0785,5.9723,2.5138,2.0824,5.9723,2.6381

52.3420,0.1684,1.2794,4.1817,4.1823,0.1067,5.7254,2.2669,2.0309,5.7254,2.5587

